start,stop,points,aggregate_Q,min_orbital_Q,projected_ntraj_aggregate_Q10,projected_ntraj_strict_Q10
0,100,201,19.129248779178674,15.24551705315892,68319.42116227762,107561.21330827575
100,200,201,5.846122182018699,4.816770818336921,731482.9929962117,1077526.7052967956
200,300,201,6.22086033823943,5.556826087335044,646009.7996396933,809629.6399875679
300,400,201,4.536126778001734,3.600743579599505,1214981.4318024544,1928215.7179317668
400,500,201,2.626178036714594,2.0374393175521353,3624863.680927069,6022414.502640801
500,600,201,5.170573876800905,4.190756250580673,935109.595164312,1423492.5736756716
600,700,201,2.091414520200022,1.7208088177910112,5715572.932766608,8442571.805418186
700,800,201,2.380496426029345,1.5944028727018178,4411689.524720084,9834309.506018784
800,900,201,1.0990568528796683,1.017943047589427,20696632.663380533,24126429.09402228
900,1000,201,0.9146850156553924,0.7073970803392107,29881120.548485138,49958970.7683631
1000,1100,201,0.9825998870906213,0.7027724036197147,25893251.455273494,50618656.02149051
1100,1200,201,0.6985574494077006,0.5278148967058552,51231344.32358845,89738069.41226472
1200,1300,201,0.6311675779975013,0.5362312395372412,62755333.95843782,86943233.1068665
1300,1400,201,0.9644123027445557,0.8710718398581963,26879087.73372444,32948227.848079305
1400,1500,201,0.5181522580619683,0.4119811997984001,93116194.42593355,147294053.00948188
1500,1600,201,0.36278436362510175,0.29345751919044943,189951570.30272874,290301663.89533234
1600,1700,201,0.2890064504711422,0.25073587485195553,299312556.5893003,397655556.84501153
1700,1800,201,0.29198144237763896,0.2541809570146738,293244252.885345,386949230.7480698
1800,1900,201,0.26776589093962033,0.20190562692057767,348681977.6232251,613257917.2031558
1900,2000,201,0.3919287382124265,0.154951788271995,162751796.08040798,1041230361.2667931
2000,2100,201,0.15935433776744712,0.11035897629024402,984492085.1428243,2052696218.2847533
2100,2200,201,0.13952535124539206,0.09663760392495882,1284203235.2325618,2676995875.280443
2200,2300,201,0.1533648832003977,0.10386113360186348,1062889586.8080827,2317575503.65953
2300,2400,201,0.09917239906238204,0.06811990109197241,2541899467.0246453,5387558404.957669
2400,2500,201,0.09335768292193378,0.05084137792212309,2868401098.523238,9671757162.433079
