rank,case_id,wc_eV,eta,ntraj_per_run,independent_repeats,time_end,required_until,required_Q,tail_window_start,tail_Q,signal_rms,signal_peak,repeat_noise_rms,particle_number_max_error,passes_required_interval,Q_0_10,Q_10_20,Q_20_30,Q_30_40,Q_40_50,Q_50_60,Q_60_70,Q_70_75
1,t75_w45_e120,4.5,0.00012,8000000,4,75.0,60.0,2.5892514197522307,55.0,1.115138135343781,9.431574857513318e-05,0.00013906896092681515,4.1663592723053606e-05,7.960210268720402e-11,True,72.63935294643245,19.32762188199822,6.9643212167614506,4.797331291102435,2.5892514197522307,2.923150963834678,1.5947147488497164,1.115138135343781
2,t75_w44_e115,4.4,0.000115,8000000,4,75.0,60.0,2.389259848429879,55.0,1.21745036460831,9.552325663497098e-05,0.0001791613416970244,4.789912607547934e-05,6.913403183261835e-11,True,68.18435412478733,18.717702826404384,6.925014906944206,3.5000389186088343,2.389259848429879,2.4427577402009026,1.21745036460831,1.3511603422290814
