#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 3.1622776601683794e-03 -1.7272181422557845e-01
#     2 3.1622776601683794e-03 -1.6541650806667590e-01
#     3 3.1622776601683794e-03 -1.5802208535531642e-01
#adaptive measurement: gap=7.3053061589025414e-03 period_steps=1721 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999833038e+00 +1.8394140358439176e-03 +9.9999505488618223e-01 +9.9999999999999845e-01 +2.5043787477673350e-06 +2.4407350692980254e-06
  1.00000000 +2.0000000000000000e+00 +2.0000000010907319e+00 +1.8452331579391808e-03 +9.9998027854758587e-01 +9.9999999999561906e-01 +1.0015278729861240e-05 +9.7061794612574136e-06
  1.50000000 +2.0000000000000000e+00 +1.9999999964190180e+00 +1.8547563850438075e-03 +9.9995608668797276e-01 +9.9999999992424626e-01 +2.2323971828961244e-05 +2.1589416297575323e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999919636782e+00 +1.8679796499594939e-03 +9.9992247597964345e-01 +9.9999999967003683e-01 +3.9116327360279763e-05 +3.8408022970275586e-05
  2.50000000 +2.0000000000000000e+00 +2.0000000095026240e+00 +1.8843753343360575e-03 +9.9988076619115351e-01 +9.9999999905790382e-01 +6.0156810989001870e-05 +5.9077938668332702e-05
  3.00000000 +2.0000000000000000e+00 +1.9999999553935071e+00 +1.9031178188242163e-03 +9.9983303195873219e-01 +9.9999999771245818e-01 +8.4219123167362080e-05 +8.2751205991592091e-05
  3.50000000 +2.0000000000000000e+00 +1.9999999278715714e+00 +1.9241254093530682e-03 +9.9977946355488245e-01 +9.9999999546134877e-01 +1.1134852813986950e-04 +1.0919245401998759e-04
  4.00000000 +2.0000000000000000e+00 +1.9999998151806875e+00 +1.9474516727078207e-03 +9.9971985744373404e-01 +9.9999999144722040e-01 +1.4120274113767699e-04 +1.3894836918055861e-04
  4.50000000 +2.0000000000000000e+00 +1.9999998792617091e+00 +1.9718168763275595e-03 +9.9965749599608089e-01 +9.9999998453976269e-01 +1.7278543366218294e-04 +1.6973403013935740e-04
  5.00000000 +2.0000000000000000e+00 +1.9999998012772442e+00 +1.9966054569076045e-03 +9.9959389508748264e-01 +9.9999997643519056e-01 +2.0524728459720958e-04 +2.0088119270332189e-04
  5.50000000 +2.0000000000000000e+00 +1.9999998467304863e+00 +2.0208352960326722e-03 +9.9953152884985386e-01 +9.9999996516866141e-01 +2.3712138394110143e-04 +2.3138459587681212e-04
  6.00000000 +2.0000000000000000e+00 +1.9999997769343010e+00 +2.0452197257711459e-03 +9.9946859353972206e-01 +9.9999995432384936e-01 +2.6873693984802834e-04 +2.6271519533561699e-04
  6.50000000 +2.0000000000000000e+00 +1.9999995949504958e+00 +2.0667202276124395e-03 +9.9941272719621477e-01 +9.9999993870131987e-01 +2.9679153121941202e-04 +2.9054257079492638e-04
  7.00000000 +2.0000000000000000e+00 +1.9999998136880943e+00 +2.0870493560227422e-03 +9.9935970278745201e-01 +9.9999991676106992e-01 +3.2362596123067748e-04 +3.1675449069179480e-04
  7.50000000 +2.0000000000000000e+00 +2.0000002400171266e+00 +2.1045150166706566e-03 +9.9931369184762031e-01 +9.9999989852144544e-01 +3.4859652882792785e-04 +3.3781310165493877e-04
  8.00000000 +2.0000000000000000e+00 +1.9999997654158566e+00 +2.1177816247735632e-03 +9.9927809331157214e-01 +9.9999986922852802e-01 +3.6810663584058633e-04 +3.5393082534006129e-04
  8.50000000 +2.0000000000000000e+00 +2.0000000512179281e+00 +2.1306287058622977e-03 +9.9924356871106101e-01 +9.9999983044031437e-01 +3.8796736603819153e-04 +3.6863348257962767e-04
