#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 4.0824829046386306e-03 -1.6812814895362158e-01
#     2 4.0824829046386306e-03 -1.6537821414911041e-01
#     3 4.0824829046386306e-03 -1.6261575062727332e-01
#adaptive measurement: gap=2.7499348045111616e-03 period_steps=4570 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999701616e+00 +1.8407930857065908e-03 +9.9999155381212057e-01 +9.9999999999934064e-01 +4.2498481016867255e-06 +4.1963391183240847e-06
  1.00000000 +2.0000000000000000e+00 +2.0000000019856907e+00 +1.8507165309556844e-03 +9.9996635557783586e-01 +9.9999999997039835e-01 +1.6839483262159124e-05 +1.6804968842139213e-05
  1.50000000 +2.0000000000000000e+00 +2.0000000103513562e+00 +1.8668229774958963e-03 +9.9992544079168200e-01 +9.9999999974478515e-01 +3.7265657740207693e-05 +3.7293804438051840e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999850281580e+00 +1.8890036455838964e-03 +9.9986906251958729e-01 +9.9999999882894974e-01 +6.5882756237600594e-05 +6.5055896491840215e-05
  2.50000000 +2.0000000000000000e+00 +1.9999999474876766e+00 +1.9166585916960449e-03 +9.9979870483232258e-01 +9.9999999691762087e-01 +1.0142065102198930e-04 +9.9877599461024608e-05
  3.00000000 +2.0000000000000000e+00 +1.9999999975024023e+00 +1.9488835203109827e-03 +9.9971664246337744e-01 +9.9999999334393519e-01 +1.4258291870546228e-04 +1.4078127526241969e-04
  3.50000000 +2.0000000000000000e+00 +1.9999999395334052e+00 +1.9847229932561106e-03 +9.9962525585528261e-01 +9.9999998673135804e-01 +1.8831087754437667e-04 +1.8644653447026381e-04
  4.00000000 +2.0000000000000000e+00 +2.0000000378885523e+00 +2.0229355888002859e-03 +9.9952761943013047e-01 +9.9999997437815979e-01 +2.3795854802622295e-04 +2.3444764243198596e-04
  4.50000000 +2.0000000000000000e+00 +1.9999999980799685e+00 +2.0642595089117297e-03 +9.9942185969901753e-01 +9.9999995744465509e-01 +2.9045651211636632e-04 +2.8772634553338449e-04
