case_id,origin,random_seed,wc_eV,eta,delE_eV,ntraj,nstep,dt,tmax,back_replicas,Q_qm_all,Q_qm_active,amplitude_ratio,cosine_similarity,qm_signal_rms,error_rms,static_orbital_leakage_rms,max_abs_occupation_error,max_particle_error,rank
f02_wc_high,fine_grid,0,3.850000,3.1184e-5,-17.194874968839816,100000,50,0.5,25,2,11.739219092631991,11.800526551248781,1.0057530539833393,0.9964090049191241,1.7934806291068042e-05,1.5277682569468912e-06,2.520888728709398e-07,1.2204168573393126e-05,3.68682862017522e-12,1
f01_wc_mid,fine_grid,0,3.550000,3.1184e-5,-17.194874968839816,100000,50,0.5,25,2,11.5899398723624,11.6145913501393,0.9768463454516688,0.9964639043232187,1.8043306671041534e-05,1.556807616756318e-06,1.6280507007670923e-07,1.2809318419959581e-05,3.765876499528531e-12,2
f07_random,random,20260819,3.681242,3.618528889762766e-5,-17.194874968839816,100000,50,0.5,25,2,11.430117670447965,11.448701053547268,1.0076031052853798,0.9962304743564074,2.088273164770637e-05,1.8269918341871228e-06,1.7275916275644462e-07,1.4045886549296505e-05,3.4798830483850907e-12,3
f04_eta_high,fine_grid,0,3.700000,3.7000e-5,-17.194874968839816,100000,50,0.5,25,2,11.312722896194662,11.339697027925554,0.9869201954142582,0.9961279644950981,2.1344935430915898e-05,1.8868079441860843e-06,2.1085273345627913e-07,1.5555086468888035e-05,4.019007349143067e-12,4
f05_random,random,20260819,3.821853,3.54951373219577e-5,-17.194874968839816,100000,50,0.5,25,2,9.987951092364304,10.008968099535993,1.0163305785211953,0.9951996654191205,2.0426321587306393e-05,2.0450962763446176e-06,2.153799017981428e-07,1.987958971794157e-05,3.664624159682717e-12,5
f03_eta_low,fine_grid,0,3.700000,2.6000e-5,-17.194874968839816,100000,50,0.5,25,2,9.355301153938074,9.371076667751447,1.0124252104416886,0.9944334864746648,1.4998428650995595e-05,1.6032010519171872e-06,1.4730322479737746e-07,1.4384519907872928e-05,3.61755070343861e-12,6
f06_random,random,20260819,3.595433,3.4103377272139204e-5,-17.194874968839816,100000,50,0.5,25,2,7.828947995315512,7.839748227940904,1.0200091010732617,0.9921986650806408,1.971489289253131e-05,2.5182046047984747e-06,2.1774428749588904e-07,2.5412604701235963e-05,3.7054803669889225e-12,7
