stage,case_id,window,wc_eV,eta,back_replicas,Q_accuracy,Q_repeat,Q_conservative
confirm2,d01_random,0-10,3.38946,2.961e-05,12,411.214883156375,468.9069292300145,411.214883156375
confirm2,d01_random,10-20,3.38946,2.961e-05,12,119.0280168121991,144.17296332480186,119.0280168121991
confirm2,d01_random,20-30,3.38946,2.961e-05,12,62.86708501986936,60.70552828058409,60.70552828058409
confirm2,d01_random,30-40,3.38946,2.961e-05,12,42.720695520980165,36.99795735789278,36.99795735789278
confirm2,d01_random,40-50,3.38946,2.961e-05,12,31.17316551652321,23.652570993562815,23.652570993562815
confirm2,d01_random,50-60,3.38946,2.961e-05,12,19.677070656958726,20.343869544838633,19.677070656958726
confirm2,d01_random,60-70,3.38946,2.961e-05,12,18.401506791896406,13.988513102136013,13.988513102136013
confirm2,d01_random,70-80,3.38946,2.961e-05,12,12.741967129373165,12.600229605749826,12.600229605749826
confirm2,d01_random,80-90,3.38946,2.961e-05,12,9.270255854333112,15.213628893974782,9.270255854333112
confirm2,d01_random,90-100,3.38946,2.961e-05,12,11.838697600254863,7.683649196515064,7.683649196515064
confirm2,d01_random,100-110,3.38946,2.961e-05,12,7.328650831913605,10.695153074185908,7.328650831913605
confirm2,d01_random,110-120,3.38946,2.961e-05,12,10.120704590123268,6.45959945142909,6.45959945142909
confirm2,d01_random,120-130,3.38946,2.961e-05,12,6.392511252051965,6.1472714275964275,6.1472714275964275
confirm2,d01_random,130-140,3.38946,2.961e-05,12,5.755165577285314,5.759349345640898,5.755165577285314
confirm2,d01_random,140-150,3.38946,2.961e-05,12,4.571741906444947,4.366732725130222,4.366732725130222
confirm2,d02_random,0-10,3.395537,3.1358e-05,12,566.7321949962402,429.70242778331874,429.70242778331874
confirm2,d02_random,10-20,3.395537,3.1358e-05,12,122.9477337751976,163.43357130764952,122.9477337751976
confirm2,d02_random,20-30,3.395537,3.1358e-05,12,62.186629054471844,51.641095445960694,51.641095445960694
confirm2,d02_random,30-40,3.395537,3.1358e-05,12,42.78397702758595,42.156510681546976,42.156510681546976
confirm2,d02_random,40-50,3.395537,3.1358e-05,12,27.899778307282986,23.62039234910252,23.62039234910252
confirm2,d02_random,50-60,3.395537,3.1358e-05,12,16.596475966117655,23.735521886436985,16.596475966117655
confirm2,d02_random,60-70,3.395537,3.1358e-05,12,13.215361997354508,16.148479559411502,13.215361997354508
confirm2,d02_random,70-80,3.395537,3.1358e-05,12,21.046330384342703,11.493893308390835,11.493893308390835
confirm2,d02_random,80-90,3.395537,3.1358e-05,12,14.15469906933118,14.01896713020897,14.01896713020897
confirm2,d02_random,90-100,3.395537,3.1358e-05,12,8.696188499652035,8.7603911179192,8.696188499652035
confirm2,d02_random,100-110,3.395537,3.1358e-05,12,6.128085841520119,10.023675263773779,6.128085841520119
confirm2,d02_random,110-120,3.395537,3.1358e-05,12,8.93331132753148,6.7423249680615,6.7423249680615
confirm2,d02_random,120-130,3.395537,3.1358e-05,12,4.695836568433423,4.190197485813255,4.190197485813255
confirm2,d02_random,130-140,3.395537,3.1358e-05,12,5.688620111196363,5.134171563093808,5.134171563093808
confirm2,d02_random,140-150,3.395537,3.1358e-05,12,5.938500775898085,3.7396778511714217,3.7396778511714217
