stage,case_id,window,wc_eV,eta,back_replicas,Q_accuracy,Q_repeat,Q_conservative
confirm4,f01_random_promoted,0-10,3.351907,3.1184e-05,32,556.2143314900417,420.23123846344913,420.23123846344913
confirm4,f01_random_promoted,10-20,3.351907,3.1184e-05,32,158.8341328391105,163.8637959001688,158.8341328391105
confirm4,f01_random_promoted,20-30,3.351907,3.1184e-05,32,78.60684055862234,65.97504773452386,65.97504773452386
confirm4,f01_random_promoted,30-40,3.351907,3.1184e-05,32,53.64052209514624,56.48395024107465,53.64052209514624
confirm4,f01_random_promoted,40-50,3.351907,3.1184e-05,32,30.48560416703783,31.97754885317372,30.48560416703783
confirm4,f01_random_promoted,50-60,3.351907,3.1184e-05,32,28.415734936015983,31.657191905936163,28.415734936015983
confirm4,f01_random_promoted,60-70,3.351907,3.1184e-05,32,18.429657704544216,28.791389294950516,18.429657704544216
confirm4,f01_random_promoted,70-80,3.351907,3.1184e-05,32,24.08814911939173,19.950692133333206,19.950692133333206
confirm4,f01_random_promoted,80-90,3.351907,3.1184e-05,32,8.752537703886187,24.233391894126672,8.752537703886187
confirm4,f01_random_promoted,90-100,3.351907,3.1184e-05,32,9.414941858499471,12.889894097344566,9.414941858499471
confirm4,f01_random_promoted,100-110,3.351907,3.1184e-05,32,8.714491610049427,14.19417903669656,8.714491610049427
confirm4,f01_random_promoted,110-120,3.351907,3.1184e-05,32,4.753859371700952,8.432918132124726,4.753859371700952
confirm4,f01_random_promoted,120-130,3.351907,3.1184e-05,32,8.10220880266069,8.156810591125073,8.10220880266069
confirm4,f01_random_promoted,130-140,3.351907,3.1184e-05,32,7.76385091224515,6.088095100552334,6.088095100552334
confirm4,f01_random_promoted,140-150,3.351907,3.1184e-05,32,12.330442890090964,4.585585765659883,4.585585765659883
