round,rank,selection_status,case_id,wc_eV,eta,required_until,required_Q,bottleneck_window,passes_required_interval,independent_repeats,ntraj_per_run
2,1,retained,s4r2_wc0p08_eta4em5,0.08,4e-05,100.0,2.2105915805042033,90-100,False,3,1000000
2,2,retained,s4r2_wc0p10_eta4em5,0.1,4e-05,100.0,2.175834976673646,90-100,False,3,1000000
2,3,retained,s4r1_wc0p12_eta3em5,0.12,3e-05,100.0,2.1741979165031102,80-90,False,3,1000000
2,4,retained,s4r2_wc0p25_eta6em5,0.25,6e-05,100.0,2.1376998087141357,80-90,False,3,1000000
2,5,retained,s4r1_wc0p40_eta8em5,0.4,8e-05,100.0,2.092731755017675,90-100,False,3,1000000
2,6,retained,s4r2_wc0p30_eta8em5,0.3,8e-05,100.0,2.082421839202024,90-100,False,3,1000000
2,7,eliminated,s4r1_wc0p20_eta8em5,0.2,8e-05,100.0,2.076895960032684,90-100,False,3,1000000
2,8,eliminated,s4r2_wc0p18_eta4em5,0.18,4e-05,100.0,2.028431090873628,90-100,False,3,1000000
2,9,eliminated,s4r2_wc0p12_eta4em5,0.12,4e-05,100.0,1.963575031275126,90-100,False,3,1000000
2,10,eliminated,s4r2_wc0p50_eta1em4,0.5,0.0001,100.0,1.9130169552425935,90-100,False,3,1000000
2,11,eliminated,s4r2_wc0p12_eta5em5,0.12,5e-05,100.0,1.8896448489498445,90-100,False,3,1000000
2,12,eliminated,s4r1_wc0p12_eta8em5,0.12,8e-05,100.0,1.8751367699267125,90-100,False,3,1000000
2,13,eliminated,s4r2_wc0p12_eta2em5,0.12,2e-05,100.0,1.8696734846269272,90-100,False,3,1000000
2,14,eliminated,s4r2_wc0p15_eta5em5,0.15,5e-05,100.0,1.8642910867178748,90-100,False,3,1000000
2,15,eliminated,s4r2_wc0p10_eta2em5,0.1,2e-05,100.0,1.8449994514604227,80-90,False,3,1000000
2,16,eliminated,s4r2_wc0p15_eta2em5,0.15,2e-05,100.0,1.8418026093545252,90-100,False,3,1000000
2,17,eliminated,s4r1_wc0p05_eta3em5,0.05,3e-05,100.0,1.8328344281355895,90-100,False,3,1000000
2,18,eliminated,s4r2_wc0p08_eta2em5,0.08,2e-05,100.0,1.5844840034501368,90-100,False,3,1000000
2,19,eliminated,s4r2_wc0p15_eta3em5,0.15,3e-05,100.0,1.4872684672214347,90-100,False,3,1000000
