case_id,wc_eV,eta,delE_eV,ntraj,back_replicas,exact_back_jumps,measure_stride,algorithm,runtime_seconds,qm_path,simulation_path,n_points,actual_tmax,min_Q_0_target,min_active_orbital_Q_0_target,target_stop,target_Q,projected_multiplier,projected_ntraj_Q_target,projected_ntraj_orbital_Q_target,Q_per_sqrt_ntraj,projected_runtime_seconds,signal_rms_active_0_target,signal_peak_active_0_target,amplitude_ratio_active_0_target,cosine_active_0_target,inactive_absolute_error_rms_0_target,max_particle_error,Q_0_50,Q_50_100,Q_100_150,Q_150_200,Q_200_250,Q_250_300,Q_300_350,Q_350_400,Q_400_450,Q_450_500,min_orbital_Q_0_50,min_orbital_Q_50_100,min_orbital_Q_100_150,min_orbital_Q_150_200,min_orbital_Q_200_250,min_orbital_Q_250_300,min_orbital_Q_300_350,min_orbital_Q_350_400,min_orbital_Q_400_450,min_orbital_Q_450_500
b1024,2.7,2.0e-6,-17.194874968839816,200000,1024,4,0,v0.76,144,parameter_grid_round2/g01/ahm-qm-s10-n5.dat,adaptive_b_ab/b1024/ahm-sepmb-s10-n5-200000.dat,1001,500.0,3.041609137189975,2.0808343652242907,400.0,10.0,10.80919101738444,2161838.203476888,4619074.55723372,0.006801244791741269,1556.5235065033594,1.3187637390052766e-06,5.783646944812482e-06,0.922184758033777,0.9905595525985135,1.9924756328317617e-08,1.0556746588008536e-09,12.308194223913434,11.28639207581865,11.890008776328955,27.8101246494189,8.363958717755175,10.66612210400235,5.259392208302158,3.041609137189975,6.7669442776832,2.9032890662649304,11.885461497056312,9.98271702977474,9.484305780705153,14.091296505599564,7.051093654803419,7.309811266153857,3.277197009716687,2.0808343652242907,3.9482320583723447,1.9511355543607904
b256,2.7,2.0e-6,-17.194874968839816,200000,256,4,0,v0.76,40,parameter_grid_round2/g01/ahm-qm-s10-n5.dat,adaptive_g01_validation/run1/ahm-sepmb-s10-n5-200000.dat,1001,500.0,2.456758310071516,1.956310704485674,400.0,10.0,16.56819252611852,3313638.505223704,5225818.633311305,0.005493478585607415,662.7277010447408,1.3187637390052766e-06,5.783646944812482e-06,1.1268975420806338,0.9735669764328786,4.139396302817601e-08,2.4801760645232207e-10,12.10175115755349,11.771764323253397,5.3016845358672375,3.2823407018223025,2.9307081975686926,4.8204698985162855,2.456758310071516,2.572856222601991,1.3689093118309383,0.9978589134686522,10.305124959021452,8.050751707430276,4.5274173048810304,2.293585550455787,2.419422504090211,2.5357229330066224,1.956310704485674,1.9688599867036187,0.9863972147104852,0.8405848940285093
b512,2.7,2.0e-6,-17.194874968839816,200000,512,4,0,v0.76,79,parameter_grid_round2/g01/ahm-qm-s10-n5.dat,adaptive_b_ab/b512/ahm-sepmb-s10-n5-200000.dat,1001,500.0,1.566572185069466,1.3670943104778503,400.0,10.0,40.74733196673094,8149466.393346188,10701213.873453774,0.003502961897475707,3219.039225371744,1.3187637390052766e-06,5.783646944812482e-06,1.0190462476035904,0.9537589515844324,3.7836591148443254e-08,5.262217328549923e-10,22.83196272986963,13.44617454103342,30.967899540675,11.657300006660682,6.237004371536399,8.150345882383156,1.803619935973713,1.566572185069466,2.5876773920366305,2.6399703668865273,19.3164563747079,12.25879690538907,21.024960971179546,8.92547357400938,4.936563629940183,6.0117370190943555,1.6757689894675627,1.3670943104778503,1.8370356209672387,1.5418478097128048
b128,2.7,2.0e-6,-17.194874968839816,200000,128,4,0,v0.76,24,parameter_grid_round2/g01/ahm-qm-s10-n5.dat,adaptive_b_ab/b128/ahm-sepmb-s10-n5-200000.dat,1001,500.0,0.8267089218617103,0.7806982802072591,400.0,10.0,146.31698747633297,29263397.495266594,32814330.68307823,0.0018485773468883463,3511.607699431991,1.3187637390052766e-06,5.783646944812482e-06,1.2830001786169052,0.8562971019055013,6.935522455384597e-08,1.2713563535271533e-10,14.192363886524253,9.439021796672519,2.9921130559810147,2.682910725048719,0.8267089218617103,1.1916646235156076,0.9783786743894421,2.1788198381199404,0.7965332092074943,0.3952716178490781,12.061845722167304,7.470949607317103,2.963315827939092,2.1726543044204374,0.7806982802072591,1.0051256186832414,0.8557883275184031,1.2953758564550621,0.6152525120365,0.3576603812530691
