#PATCH_CHECK: SepMBpoisson v1.08 split-operator path-control active
#discretizing the bath:
#     0 0.0000000000000000e+00 -6.3190000000000002e-01
#     1 2.0701966780270627e-04 -2.1498353472758169e-01
#     2 2.0701966780270627e-04 -1.9961210105196658e-01
#     3 2.0701966780270627e-04 -1.8375635428022583e-01
#     4 2.0701966780270627e-04 -1.6743065979567365e-01
#     5 2.0701966780270627e-04 -1.5064817548673590e-01
#     6 2.0701966780270627e-04 -1.3342101202639703e-01
#     7 2.0701966780270627e-04 -1.1576036485331320e-01
#sampling: physical_jump_rate=8.0178372573727326e-04 sampling_jump_rate=1.2026755886059099e-03 rate_scale=1.5000000000000000e+00 jump_strength=6.0133779430295497e-04 jump_probability=6.0097640447745828e-04 log_scale=6.0115706318153276e-04 back_replicas=16 stratify_forward=1 stratify_forward_steps=1 stratify_forward_orbitals=1 stratify_back_paths=1 exact_orbitals=0 stratify_single_jump_time=1 sample_back_orbitals=1 exact_back_jumps=0
#reference control: active=1 requested_distance=2 selected_distance=2 states=56 max_states=4096 fock_states=384 split_operator=1 grid_split=0 path_local_basis=1
#distributed reference: enabled=0 local_fock=384 compact_states=1
#backward DP: all_order=1 replicas_min=16 replicas_max=16 replica_power=2.00000000e+00 replicas_per_forward=96
#RQMC: replicates=4 shift_storage_bytes=1376
#adaptive measurement: gap=1.5855746771740759e-02 period_steps=793 nmeas=6 nwf=20 tmax=1.0000000000000000e+01 forced_stride=4
#recurrence measurement: enabled=1 vibrational_period=1.7097417488437418e+03 half_width=8.5487087442187089e+01 stride_steps=3
#conditional-count memory: mode=linear-parity-cache parity_table_bytes=1008 dense_back_table_bytes=0 legacy_dense_bytes=7392
#electronic-phase memory: mode=binary-power-table phase_table_bytes=5376 phase_bits=6 legacy_time_state_table_bytes=18816
  0.00000000 +3.0000000000000000e+00 +1.9999999999999996e+00 +1.8374661879283099e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +3.0000000000000000e+00 +1.9999999999999523e+00 +1.8374872893623289e-03 +9.9999994642857271e-01 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0714285503816645e-08 +1.0714285503814596e-08 +1.0714285503812099e-08 +1.0714285503809050e-08 +1.0714285503805338e-08
  1.00000000 +3.0000000000000000e+00 +1.9999999999994591e+00 +1.8375465708416578e-03 +9.9999979584365806e-01 +9.9999999999999778e-01 +9.9999999999999778e-01 +4.0982312444384390e-08 +4.0910187396715912e-08 +4.0834691269178315e-08 +4.0755773576113252e-08 +4.0673381617518811e-08
  1.50000000 +3.0000000000000000e+00 +1.9999999999975404e+00 +1.8376327385890381e-03 +9.9999957669850503e-01 +9.9999999999998945e-01 +9.9999999999998945e-01 +8.5510260026926588e-08 +8.5103331961953706e-08 +8.4678424134383671e-08 +8.4235395969215852e-08 +8.3774103974336635e-08
  2.00000000 +3.0000000000000000e+00 +1.9999999999927347e+00 +1.8377294012633834e-03 +9.9999933033901134e-01 +9.9999999999996902e-01 +9.9999999999996914e-01 +1.3651853847016244e-07 +1.3527562700056896e-07 +1.3398236975290271e-07 +1.3263894755147215e-07 +1.3124556780957077e-07
  2.50000000 +3.0000000000000000e+00 +1.9999999999834197e+00 +1.8378182196048319e-03 +9.9999910312332596e-01 +9.9999999999993106e-01 +9.9999999999993139e-01 +1.8511175262423175e-07 +1.8234108942954236e-07 +1.7947181826462242e-07 +1.7650606341717383e-07 +1.7344608834312980e-07
  3.00000000 +3.0000000000000000e+00 +1.9999999999681015e+00 +1.8378824210503431e-03 +9.9999893760945691e-01 +9.9999999999987232e-01 +9.9999999999987288e-01 +2.2284225574061292e-07 +2.1780379058214853e-07 +2.1261790437775271e-07 +2.0729220023462030e-07 +2.0183464703555571e-07
  3.50000000 +3.0000000000000000e+00 +1.9999999999456919e+00 +1.8379099990131044e-03 +9.9999886450300368e-01 +9.9999999999979305e-01 +9.9999999999979483e-01 +2.4319029952255942e-07 +2.3530309671589089e-07 +2.2724832420594731e-07 +2.1904458449397285e-07 +2.1071110343488031e-07
  4.00000000 +3.0000000000000000e+00 +1.9999999999157037e+00 +1.8378959804855727e-03 +9.9999889690389721e-01 +9.9999999999969824e-01 +9.9999999999970157e-01 +2.4269940051836645e-07 +2.3176303548479248e-07 +2.2070493229990158e-07 +2.0956111476771667e-07 +1.9836821950401782e-07
  4.50000000 +3.0000000000000000e+00 +1.9999999998783429e+00 +1.8378433295035295e-03 +9.9999902794079465e-01 +9.9999999999959654e-01 +9.9999999999960221e-01 +2.2156767494988305e-07 +2.0793655399442368e-07 +1.9432956836024167e-07 +1.8080506083914992e-07 +1.6742114845960554e-07
