"case_id","data_file","param.wc_eV","param.eta","param.ntraj","param.mpi_ranks","param.tmax","job_id"
"s4r3_wc0p07_eta3em5","cloud-runs\636199\ahm-sepmb-s4-n2-1000000.dat","0.07","3.0e-5","1000000","64","100","636199"
"s4r3_wc0p07_eta3em5","cloud-runs\636200\ahm-sepmb-s4-n2-1000000.dat","0.07","3.0e-5","1000000","64","100","636200"
"s4r3_wc0p07_eta3em5","cloud-runs\636201\ahm-sepmb-s4-n2-1000000.dat","0.07","3.0e-5","1000000","64","100","636201"
"s4r3_wc0p07_eta4em5","cloud-runs\636202\ahm-sepmb-s4-n2-1000000.dat","0.07","4.0e-5","1000000","64","100","636202"
"s4r3_wc0p07_eta4em5","cloud-runs\636203\ahm-sepmb-s4-n2-1000000.dat","0.07","4.0e-5","1000000","64","100","636203"
"s4r3_wc0p07_eta4em5","cloud-runs\636204\ahm-sepmb-s4-n2-1000000.dat","0.07","4.0e-5","1000000","64","100","636204"
"s4r3_wc0p07_eta5em5","cloud-runs\636205\ahm-sepmb-s4-n2-1000000.dat","0.07","5.0e-5","1000000","64","100","636205"
"s4r3_wc0p07_eta5em5","cloud-runs\636206\ahm-sepmb-s4-n2-1000000.dat","0.07","5.0e-5","1000000","64","100","636206"
"s4r3_wc0p07_eta5em5","cloud-runs\636207\ahm-sepmb-s4-n2-1000000.dat","0.07","5.0e-5","1000000","64","100","636207"
"s4r3_wc0p08_eta3p5em5","cloud-runs\636208\ahm-sepmb-s4-n2-1000000.dat","0.08","3.5e-5","1000000","64","100","636208"
"s4r3_wc0p08_eta3p5em5","cloud-runs\636209\ahm-sepmb-s4-n2-1000000.dat","0.08","3.5e-5","1000000","64","100","636209"
"s4r3_wc0p08_eta3p5em5","cloud-runs\636210\ahm-sepmb-s4-n2-1000000.dat","0.08","3.5e-5","1000000","64","100","636210"
"s4r3_wc0p08_eta4p5em5","cloud-runs\636211\ahm-sepmb-s4-n2-1000000.dat","0.08","4.5e-5","1000000","64","100","636211"
"s4r3_wc0p08_eta4p5em5","cloud-runs\636212\ahm-sepmb-s4-n2-1000000.dat","0.08","4.5e-5","1000000","64","100","636212"
"s4r3_wc0p08_eta4p5em5","cloud-runs\636213\ahm-sepmb-s4-n2-1000000.dat","0.08","4.5e-5","1000000","64","100","636213"
"s4r3_wc0p09_eta3p5em5","cloud-runs\636214\ahm-sepmb-s4-n2-1000000.dat","0.09","3.5e-5","1000000","64","100","636214"
"s4r3_wc0p09_eta3p5em5","cloud-runs\636215\ahm-sepmb-s4-n2-1000000.dat","0.09","3.5e-5","1000000","64","100","636215"
"s4r3_wc0p09_eta3p5em5","cloud-runs\636216\ahm-sepmb-s4-n2-1000000.dat","0.09","3.5e-5","1000000","64","100","636216"
"s4r3_wc0p09_eta4em5","cloud-runs\636217\ahm-sepmb-s4-n2-1000000.dat","0.09","4.0e-5","1000000","64","100","636217"
"s4r3_wc0p09_eta4em5","cloud-runs\636218\ahm-sepmb-s4-n2-1000000.dat","0.09","4.0e-5","1000000","64","100","636218"
"s4r3_wc0p09_eta4em5","cloud-runs\636219\ahm-sepmb-s4-n2-1000000.dat","0.09","4.0e-5","1000000","64","100","636219"
"s4r3_wc0p09_eta4p5em5","cloud-runs\636220\ahm-sepmb-s4-n2-1000000.dat","0.09","4.5e-5","1000000","64","100","636220"
"s4r3_wc0p09_eta4p5em5","cloud-runs\636221\ahm-sepmb-s4-n2-1000000.dat","0.09","4.5e-5","1000000","64","100","636221"
"s4r3_wc0p09_eta4p5em5","cloud-runs\636222\ahm-sepmb-s4-n2-1000000.dat","0.09","4.5e-5","1000000","64","100","636222"
"s4r3_wc0p10_eta3p5em5","cloud-runs\636223\ahm-sepmb-s4-n2-1000000.dat","0.10","3.5e-5","1000000","64","100","636223"
"s4r3_wc0p10_eta3p5em5","cloud-runs\636224\ahm-sepmb-s4-n2-1000000.dat","0.10","3.5e-5","1000000","64","100","636224"
"s4r3_wc0p10_eta3p5em5","cloud-runs\636225\ahm-sepmb-s4-n2-1000000.dat","0.10","3.5e-5","1000000","64","100","636225"
"s4r3_wc0p10_eta4p5em5","cloud-runs\636226\ahm-sepmb-s4-n2-1000000.dat","0.10","4.5e-5","1000000","64","100","636226"
"s4r3_wc0p10_eta4p5em5","cloud-runs\636227\ahm-sepmb-s4-n2-1000000.dat","0.10","4.5e-5","1000000","64","100","636227"
"s4r3_wc0p10_eta4p5em5","cloud-runs\636228\ahm-sepmb-s4-n2-1000000.dat","0.10","4.5e-5","1000000","64","100","636228"
"s4r3_wc0p11_eta3p5em5","cloud-runs\636229\ahm-sepmb-s4-n2-1000000.dat","0.11","3.5e-5","1000000","64","100","636229"
"s4r3_wc0p11_eta3p5em5","cloud-runs\636230\ahm-sepmb-s4-n2-1000000.dat","0.11","3.5e-5","1000000","64","100","636230"
"s4r3_wc0p11_eta3p5em5","cloud-runs\636231\ahm-sepmb-s4-n2-1000000.dat","0.11","3.5e-5","1000000","64","100","636231"
"s4r3_wc0p11_eta4p5em5","cloud-runs\636232\ahm-sepmb-s4-n2-1000000.dat","0.11","4.5e-5","1000000","64","100","636232"
"s4r3_wc0p11_eta4p5em5","cloud-runs\636233\ahm-sepmb-s4-n2-1000000.dat","0.11","4.5e-5","1000000","64","100","636233"
"s4r3_wc0p11_eta4p5em5","cloud-runs\636234\ahm-sepmb-s4-n2-1000000.dat","0.11","4.5e-5","1000000","64","100","636234"
