"case_id","data_file","param.wc_eV","param.eta","param.ntraj","param.mpi_ranks","param.tmax","job_id"
"s4r2_wc0p08_eta4em5","cloud-runs\636175\ahm-sepmb-s4-n2-1000000.dat","0.08","4.0e-5","1000000","64","100","636175"
"s4r2_wc0p08_eta4em5","cloud-runs\636176\ahm-sepmb-s4-n2-1000000.dat","0.08","4.0e-5","1000000","64","100","636176"
"s4r2_wc0p08_eta4em5","cloud-runs\636177\ahm-sepmb-s4-n2-1000000.dat","0.08","4.0e-5","1000000","64","100","636177"
"s4r2_wc0p10_eta4em5","cloud-runs\636178\ahm-sepmb-s4-n2-1000000.dat","0.10","4.0e-5","1000000","64","100","636178"
"s4r2_wc0p10_eta4em5","cloud-runs\636179\ahm-sepmb-s4-n2-1000000.dat","0.10","4.0e-5","1000000","64","100","636179"
"s4r2_wc0p10_eta4em5","cloud-runs\636180\ahm-sepmb-s4-n2-1000000.dat","0.10","4.0e-5","1000000","64","100","636180"
"s4r1_wc0p12_eta3em5","cloud-runs\636181\ahm-sepmb-s4-n2-1000000.dat","0.12","3.0e-5","1000000","64","100","636181"
"s4r1_wc0p12_eta3em5","cloud-runs\636182\ahm-sepmb-s4-n2-1000000.dat","0.12","3.0e-5","1000000","64","100","636182"
"s4r1_wc0p12_eta3em5","cloud-runs\636183\ahm-sepmb-s4-n2-1000000.dat","0.12","3.0e-5","1000000","64","100","636183"
"s4r2_wc0p25_eta6em5","cloud-runs\636184\ahm-sepmb-s4-n2-1000000.dat","0.25","6.0e-5","1000000","64","100","636184"
"s4r2_wc0p25_eta6em5","cloud-runs\636185\ahm-sepmb-s4-n2-1000000.dat","0.25","6.0e-5","1000000","64","100","636185"
"s4r2_wc0p25_eta6em5","cloud-runs\636186\ahm-sepmb-s4-n2-1000000.dat","0.25","6.0e-5","1000000","64","100","636186"
"s4r1_wc0p40_eta8em5","cloud-runs\636187\ahm-sepmb-s4-n2-1000000.dat","0.40","8.0e-5","1000000","64","100","636187"
"s4r1_wc0p40_eta8em5","cloud-runs\636188\ahm-sepmb-s4-n2-1000000.dat","0.40","8.0e-5","1000000","64","100","636188"
"s4r1_wc0p40_eta8em5","cloud-runs\636189\ahm-sepmb-s4-n2-1000000.dat","0.40","8.0e-5","1000000","64","100","636189"
"s4r2_wc0p30_eta8em5","cloud-runs\636190\ahm-sepmb-s4-n2-1000000.dat","0.30","8.0e-5","1000000","64","100","636190"
"s4r2_wc0p30_eta8em5","cloud-runs\636191\ahm-sepmb-s4-n2-1000000.dat","0.30","8.0e-5","1000000","64","100","636191"
"s4r2_wc0p30_eta8em5","cloud-runs\636192\ahm-sepmb-s4-n2-1000000.dat","0.30","8.0e-5","1000000","64","100","636192"
"s4r3_wc0p06_eta3em5","cloud-runs\636193\ahm-sepmb-s4-n2-1000000.dat","0.06","3.0e-5","1000000","64","100","636193"
"s4r3_wc0p06_eta3em5","cloud-runs\636194\ahm-sepmb-s4-n2-1000000.dat","0.06","3.0e-5","1000000","64","100","636194"
"s4r3_wc0p06_eta3em5","cloud-runs\636195\ahm-sepmb-s4-n2-1000000.dat","0.06","3.0e-5","1000000","64","100","636195"
"s4r3_wc0p06_eta4p5em5","cloud-runs\636196\ahm-sepmb-s4-n2-1000000.dat","0.06","4.5e-5","1000000","64","100","636196"
"s4r3_wc0p06_eta4p5em5","cloud-runs\636197\ahm-sepmb-s4-n2-1000000.dat","0.06","4.5e-5","1000000","64","100","636197"
"s4r3_wc0p06_eta4p5em5","cloud-runs\636198\ahm-sepmb-s4-n2-1000000.dat","0.06","4.5e-5","1000000","64","100","636198"
