window_start,window_stop,n_points,Q_active,min_active_orbital_Q,signal_rms_active,error_rms_active,amplitude_ratio_active,cosine_active,max_particle_error,target_Q,trajectory_multiplier_for_target,projected_ntraj_for_target
0.0,25.0,51,9.795912405371464,8.78434751310452,2.2774375814264855e-07,2.3248856126742025e-08,0.9851207268110311,0.9948231589382588,1.0600862410115042e-09,10.0,1.0421019629287704,8336815.703430164
25.0,50.0,51,13.257130994620223,12.5525080209063,2.0257207067008891e-07,1.528023452074911e-08,1.025329448713602,0.997538220432507,1.5894849880737638e-09,10.0,0.5689851145718962,4551880.916575169
50.0,75.0,51,10.891602577028912,9.848464899351375,1.950002161927345e-07,1.7903721221338212e-08,1.0016890582390532,0.9957936394281444,2.001860011091594e-09,10.0,0.8429783637406751,6743826.909925401
75.0,100.0,51,5.826890970823435,5.289560462444752,1.952984179031552e-07,3.3516744844044396e-08,0.9767893203123945,0.9851994496106392,2.5133282122169476e-09,10.0,2.9452774761706264,23562219.80936501
