window_start,window_stop,orbital,Q,signal_rms,error_rms,amplitude_ratio,cosine
0.0,25.0,0,9.79367314752987,5.085985249111514e-07,5.1931335388646147e-08,0.9851013907401021,0.9948209305636219
0.0,25.0,5,11.090428240361371,1.0691660393080994e-07,9.640439630789782e-09,0.9917616044959396,0.9959353291969801
0.0,25.0,6,10.384837208528024,1.0467768064134665e-07,1.0079857636611326e-08,0.9889296707978414,0.9953737719588001
0.0,25.0,7,9.777020291710947,1.0249893555140992e-07,1.048365785210751e-08,0.9854943424539386,0.9947990987767459
0.0,25.0,8,9.247679742091307,1.00266488307888e-07,1.0842340036011382e-08,0.9813939866247435,0.9942189146498641
0.0,25.0,9,8.78434751310452,9.78921815494311e-08,1.1143933161045281e-08,0.9767879201151504,0.9936421804716733
25.0,50.0,0,13.254262558850904,4.519646580304061e-07,3.409957030982415e-08,1.0253128507995648,0.997536569573169
25.0,50.0,5,14.532652629044561,9.894803988268577e-08,6.808670268835225e-09,1.022194530415689,0.997924907546549
25.0,50.0,6,13.507082141649876,9.526256639487696e-08,7.052786486070835e-09,1.0246769000522622,0.9976225351526165
25.0,50.0,7,13.018443819312845,9.13792536775972e-08,7.019214811376779e-09,1.02560062153882,0.9974429551377254
25.0,50.0,8,12.642263623364501,8.754612617761424e-08,6.924877441712094e-09,1.027506241224375,0.9973235303718693
25.0,50.0,9,12.5525080209063,8.402646857221683e-08,6.693998397154584e-09,1.0282981362742312,0.9973034162086597
50.0,75.0,0,10.954184247207127,4.358978615067642e-07,3.9792818129556336e-08,1.0014784282275355,0.9958403728711755
50.0,75.0,5,12.266756976537204,9.180822681881425e-08,7.484311215622607e-09,1.0022139171797924,0.9966869375124146
50.0,75.0,6,10.947120310215348,8.93302041371181e-08,8.160155511743053e-09,1.0020028933494276,0.99583809261894
50.0,75.0,7,10.10362453451493,8.716253086173323e-08,8.626857675082624e-09,1.0016720988027867,0.9951116076298988
50.0,75.0,8,9.848464899351375,8.512377764327967e-08,8.643354930257808e-09,1.0034714660322734,0.9948687878967647
50.0,75.0,9,10.062828820723059,8.301542047011425e-08,8.249710091376594e-09,1.0046287887419734,0.9950956556398075
75.0,100.0,0,5.840644269946848,4.36628887906896e-07,7.475697332802455e-08,0.97672219331136,0.9852709533375855
75.0,100.0,5,6.469093153890555,9.248977353436881e-08,1.4297177569431791e-08,0.9756697929894853,0.9880577528077589
75.0,100.0,6,6.0673008883116655,8.989639814986738e-08,1.4816538656101273e-08,0.975842358077727,0.98638030024637
75.0,100.0,7,5.50593545953977,8.730046934896312e-08,1.5855701540726088e-08,0.9748077000857568,0.9834059762671623
75.0,100.0,8,5.289560462444752,8.47341571837807e-08,1.6019130093205872e-08,0.9800233484295672,0.9819690774229417
75.0,100.0,9,5.550243800540757,8.22622422930881e-08,1.4821374564676479e-08,0.9800123304559221,0.9836417678891324
