stage,case_id,window,wc_eV,eta,signal_rms,error_rms_vs_qm,repeat_noise_rms,Q_accuracy,Q_repeat,Q_conservative
coarse,c33_wc10_eta0p0003,0-10,10.0,0.0003,0.00016199937288464424,2.7061513678615916e-06,2.8849335815689587e-06,59.863381926287666,56.153588394413426,56.153588394413426
coarse,c33_wc10_eta0p0003,10-20,10.0,0.0003,0.0001584290109919143,1.1693729537647503e-05,1.064534796108659e-05,13.548202092570921,14.882464299996743,13.548202092570921
coarse,c33_wc10_eta0p0003,20-30,10.0,0.0003,0.0001400116855729469,2.0333279842384484e-05,2.220142927660108e-05,6.885838716540663,6.306426664183755,6.306426664183755
coarse,c33_wc10_eta0p0003,30-40,10.0,0.0003,0.00014034305658653228,4.117517336528931e-05,3.8196983471319544e-05,3.408438753650556,3.6741921437830234,3.408438753650556
coarse,c33_wc10_eta0p0003,40-50,10.0,0.0003,0.00014167540259657935,8.375378780046665e-05,7.362705924562021e-05,1.6915700927354356,1.9242300867124076,1.6915700927354356
coarse,c34_wc10_eta0p001,0-10,10.0,0.001,0.0005395296102042872,7.913079176227042e-06,8.951228609201811e-06,68.18200578924765,60.27436386214669,60.27436386214669
coarse,c34_wc10_eta0p001,10-20,10.0,0.001,0.0005293272716302023,3.590829686082504e-05,3.37734627651511e-05,14.741085428857632,15.672875337390181,14.741085428857632
coarse,c34_wc10_eta0p001,20-30,10.0,0.001,0.00046898274061061467,8.316673378630178e-05,9.0809285961706e-05,5.639066478379122,5.164479993911451,5.164479993911451
coarse,c34_wc10_eta0p001,30-40,10.0,0.001,0.0004707473745782244,0.00023174075178141688,0.00023765186966127877,2.0313534454321784,1.980827566175569,1.980827566175569
coarse,c34_wc10_eta0p001,40-50,10.0,0.001,0.0004751411798634214,0.0008845906030851081,0.0006604250001302945,0.5371311635080835,0.7194475977888198,0.5371311635080835
coarse,c35_wc10_eta0p003,0-10,10.0,0.003,0.0016148819233781375,2.0208043170747064e-05,2.5834064413343176e-05,79.9128302395861,62.50978930531962,62.50978930531962
coarse,c35_wc10_eta0p003,10-20,10.0,0.003,0.0015992100162440966,0.00011981433716061395,0.00020179022879730882,13.347401105264371,7.925111269141018,7.925111269141018
coarse,c35_wc10_eta0p003,20-30,10.0,0.003,0.0014291337226390256,0.000661572597124917,0.0005769173554562321,2.1602069506049673,2.4771896860493166,2.1602069506049673
coarse,c35_wc10_eta0p003,30-40,10.0,0.003,0.0014415177083488627,0.0022988140141888963,0.0019296343319926239,0.627070175947871,0.7470419055305101,0.627070175947871
coarse,c35_wc10_eta0p003,40-50,10.0,0.003,0.0014548057134073497,0.006473016709320242,0.00983652999988726,0.22474925969411327,0.14789826426839786,0.14789826426839786
coarse,c36_wc10_eta0p01,0-10,10.0,0.01,0.005349822181848232,6.802181140435877e-05,0.00010207407330191701,78.64862860011135,52.41117561777325,52.41117561777325
coarse,c36_wc10_eta0p01,10-20,10.0,0.01,0.005483448599387502,0.0014392721299693943,0.0012915469403042429,3.8098761764421196,4.245644063154061,3.8098761764421196
coarse,c36_wc10_eta0p01,20-30,10.0,0.01,0.005109420867601688,0.011150481352340869,0.013462073661517174,0.4582242421784819,0.37954188901874253,0.37954188901874253
coarse,c36_wc10_eta0p01,30-40,10.0,0.01,0.005280951223651176,3.202439616156811,3.146827998194401,0.0016490400621476037,0.0016781823559092839,0.0016490400621476037
coarse,c36_wc10_eta0p01,40-50,10.0,0.01,0.005347691735463361,3.860465635018281,3.913504714508945,0.001385245263409277,0.0013664712643982016,0.0013664712643982016
coarse,ref_old_v060_wc4_eta0p00013758,0-10,4.0,0.00013758,7.898855633392036e-05,1.6431647967070449e-06,1.703040390646118e-06,48.070988675156606,46.38090603591194,46.38090603591194
coarse,ref_old_v060_wc4_eta0p00013758,10-20,4.0,0.00013758,8.509585269864457e-05,6.608433692525819e-06,5.871701912847235e-06,12.876856552996594,14.492536229139214,12.876856552996594
coarse,ref_old_v060_wc4_eta0p00013758,20-30,4.0,0.00013758,6.571907820344834e-05,1.3244776665950969e-05,1.6587867816671672e-05,4.9618864750204335,3.961876169365013,3.961876169365013
coarse,ref_old_v060_wc4_eta0p00013758,30-40,4.0,0.00013758,7.288298677814838e-05,2.2693658165219215e-05,2.293850079247625e-05,3.2116015076780524,3.177321283440361,3.177321283440361
coarse,ref_old_v060_wc4_eta0p00013758,40-50,4.0,0.00013758,6.776886600090351e-05,3.4196980949774374e-05,3.1634730084064326e-05,1.9817207285180136,2.142229942244438,1.9817207285180136
