stage,case_id,window,wc_eV,eta,signal_rms,error_rms_vs_qm,repeat_noise_rms,Q_accuracy,Q_repeat,Q_conservative
coarse,c23_wc4_eta0p003,0-10,4.0,0.003,0.0017149245869719483,2.2336486793088137e-05,2.581703821069186e-05,76.77682720913027,66.42607773116787,66.42607773116787
coarse,c23_wc4_eta0p003,10-20,4.0,0.003,0.0018715060187415981,0.00014092192133569493,0.00013500311203085648,13.280446370607024,13.862687982435874,13.280446370607024
coarse,c23_wc4_eta0p003,20-30,4.0,0.003,0.0015440275302072938,0.000732716204745441,0.0005753937683471741,2.10726543265645,2.6834276197368845,2.10726543265645
coarse,c23_wc4_eta0p003,30-40,4.0,0.003,0.0017623371738721013,0.002903204742545704,0.0026726000989841948,0.6070316530024604,0.6594092301882098,0.6070316530024604
coarse,c23_wc4_eta0p003,40-50,4.0,0.003,0.001682373930959566,0.0072755570949424135,0.008215822479276472,0.23123644127939896,0.20477242968712786,0.20477242968712786
coarse,c24_wc4_eta0p01,0-10,4.0,0.01,0.005667581083019623,9.301874738006209e-05,8.377293739178218e-05,60.929449628714615,67.65408089385669,60.929449628714615
coarse,c24_wc4_eta0p01,10-20,4.0,0.01,0.006446713560216233,0.0011798732698339762,0.0010658835802940202,5.463903391186556,6.048234234397278,5.463903391186556
coarse,c24_wc4_eta0p01,20-30,4.0,0.01,0.00644577107557891,0.015268250718134724,0.019674190180631625,0.42216827550015307,0.3276257379032804,0.3276257379032804
coarse,c24_wc4_eta0p01,30-40,4.0,0.01,0.007819920360163865,0.45692305199750527,0.45860106669945083,0.01711430475214142,0.017051683757396786,0.017051683757396786
coarse,c24_wc4_eta0p01,40-50,4.0,0.01,0.008105117511183082,2.4773705597442346,2.4639018951925418,0.003271661350500532,0.00328954554846418,0.003271661350500532
coarse,c25_wc7_eta0p00003,0-10,7.0,3e-05,1.66683105623202e-05,4.26908904081655e-07,5.309506716277775e-07,39.044185780515015,31.393331721794123,31.393331721794123
coarse,c25_wc7_eta0p00003,10-20,7.0,3e-05,1.6860773776426807e-05,1.5587997552423788e-06,1.3804287796319476e-06,10.816510407910037,12.21415695268412,10.816510407910037
coarse,c25_wc7_eta0p00003,20-30,7.0,3e-05,1.3952887224014212e-05,3.282457429692317e-06,3.2051755748492885e-06,4.250744304495701,4.353236475873961,4.250744304495701
coarse,c25_wc7_eta0p00003,30-40,7.0,3e-05,1.4485238061482775e-05,3.798189989938236e-06,4.394464553921586e-06,3.813721298791145,3.2962464217753813,3.2962464217753813
coarse,c25_wc7_eta0p00003,40-50,7.0,3e-05,1.4420702512085436e-05,6.88561511684802e-06,7.826073300223558e-06,2.0943230586328068,1.842648536357754,1.842648536357754
coarse,c26_wc7_eta0p0001,0-10,7.0,0.0001,5.555623791565579e-05,1.1388682640299105e-06,1.3128927078250426e-06,48.78197037387697,42.31590105157266,42.31590105157266
coarse,c26_wc7_eta0p0001,10-20,7.0,0.0001,5.6215221812342904e-05,4.829376596973146e-06,3.781682666579054e-06,11.640264676723758,14.865134589200137,11.640264676723758
coarse,c26_wc7_eta0p0001,20-30,7.0,0.0001,4.655166018077379e-05,9.679989585351946e-06,1.1886401119118192e-05,4.809060977835883,3.9163797110884717,3.9163797110884717
coarse,c26_wc7_eta0p0001,30-40,7.0,0.0001,4.8331314686962e-05,1.6220793871729114e-05,1.7617205141925285e-05,2.9795899676154347,2.743415558688337,2.743415558688337
coarse,c26_wc7_eta0p0001,40-50,7.0,0.0001,4.811724366084815e-05,2.178284149764876e-05,1.644444795323362e-05,2.2089516496753614,2.926047976659893,2.2089516496753614
coarse,c27_wc7_eta0p0003,0-10,7.0,0.0003,0.00016662789830414188,3.1139353026724695e-06,2.763438331438451e-06,53.510391870099866,60.297310205365484,53.510391870099866
coarse,c27_wc7_eta0p0003,10-20,7.0,0.0003,0.00016875526619804213,1.2047181790297935e-05,1.1840089535468129e-05,14.007862513865884,14.252870782143958,14.007862513865884
