#PATCH_CHECK: SepMBpoisson v0.61 exact-bernoulli stratified-backward active
#discretizing the bath:
#     0 0.0000000000000000e+00 -6.3189999999999946e-01
#     1 4.7140452079103166e-03 -2.5724525522958491e-01
#     2 4.7140452079103166e-03 -2.3762529571440641e-01
#     3 4.7140452079103166e-03 -2.1696245329841327e-01
#     4 4.7140452079103166e-03 -1.9530693167859475e-01
#     5 4.7140452079103166e-03 -1.7270231030974789e-01
#     6 4.7140452079103166e-03 -1.4918688520136411e-01
#     7 4.7140452079103166e-03 -1.2479465781854315e-01
#     8 4.7140452079103166e-03 -9.9556082659148060e-02
#     9 4.7140452079103166e-03 -7.3498644351309927e-02
#sampling: jump_strength=1.1785113019775794e-02 jump_probability=1.1647841886704504e-02 log_scale=1.1716209404909925e-02 back_replicas=4 stratify_forward=0
#adaptive measurement: gap=2.2604621368846861e-02 period_steps=556 nmeas=89 nwf=150 tmax=7.5000000000000000e+01 forced_stride=0
  0.00000000 +5.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +5.0000000000000000e+00 +1.9999999999046618e+00 +1.8483476490070614e-03 +9.9997237460623078e-01 +9.9999999999896205e-01 +9.9999999999896205e-01 +9.9999999999896205e-01 +9.9999999999896205e-01 +5.5489243686655441e-06 +5.3855804411822690e-06 +5.5966160263248941e-06 +5.4905020880328396e-06 +5.6037697749737968e-06
  1.00000000 +5.0000000000000000e+00 +1.9999999925032608e+00 +1.8791196146173005e-03 +9.9989420726699418e-01 +9.9999999982026422e-01 +9.9999999978045384e-01 +9.9999999984016952e-01 +9.9999999983732557e-01 +2.1370496705169122e-05 +2.0956021033731445e-05 +2.1245300119064299e-05 +2.1010211242688567e-05 +2.1211323137906225e-05
  1.50000000 +5.0000000000000000e+00 +1.9999999907676109e+00 +1.9229989897282921e-03 +9.9978260465812185e-01 +9.9999999858850153e-01 +9.9999999858931787e-01 +9.9999999870564971e-01 +9.9999999873747802e-01 +4.4364376471267942e-05 +4.3359201557680752e-05 +4.3689174363583245e-05 +4.3259034943825523e-05 +4.2728960678710175e-05
  2.00000000 +5.0000000000000000e+00 +1.9999999876829482e+00 +1.9716909612675295e-03 +9.9965848534117718e-01 +9.9999999467615930e-01 +9.9999999520841654e-01 +9.9999999493910874e-01 +9.9999999480101243e-01 +7.0575497652704345e-05 +6.8911278583085641e-05 +6.8306558784621228e-05 +6.7567521370860058e-05 +6.6174152589627356e-05
  2.50000000 +5.0000000000000000e+00 +1.9999999668039490e+00 +2.0148870002439047e-03 +9.9954791858927394e-01 +9.9999998679254121e-01 +9.9999998798962630e-01 +9.9999998687598168e-01 +9.9999998711184102e-01 +9.4904991354944341e-05 +9.2323695556575963e-05 +9.0893348800604582e-05 +8.8134063117189352e-05 +8.5876626066260902e-05
  3.00000000 +5.0000000000000000e+00 +1.9999999424032677e+00 +2.0447071491092642e-03 +9.9947092565673279e-01 +9.9999997330651491e-01 +9.9999997587252487e-01 +9.9999997298893839e-01 +9.9999997440939359e-01 +1.1377242120201284e-04 +1.0943779992455731e-04 +1.0620375590107243e-04 +1.0242395932365465e-04 +9.7339885594138954e-05
  3.50000000 +5.0000000000000000e+00 +1.9999999805509081e+00 +2.0545102600800624e-03 +9.9944450212194746e-01 +9.9999995377647477e-01 +9.9999995677960440e-01 +9.9999995385114993e-01 +9.9999995559781174e-01 +1.2250172543463650e-04 +1.1734396722367834e-04 +1.1112728711792574e-04 +1.0542492694038588e-04 +9.9280068029436520e-05
  4.00000000 +5.0000000000000000e+00 +1.9999998024357291e+00 +2.0435684363647247e-03 +9.9947075974385158e-01 +9.9999992720209885e-01 +9.9999993503848295e-01 +9.9999992986724640e-01 +9.9999992832136908e-01 +1.2143300588975299e-04 +1.1374368532741633e-04 +1.0537952626966289e-04 +9.9141687250584273e-05 +8.9821992719136691e-05
  4.50000000 +5.0000000000000000e+00 +1.9999998202949840e+00 +2.0127300331025705e-03 +9.9954789162646429e-01 +9.9999990001443628e-01 +9.9999990769923097e-01 +9.9999990037683684e-01 +9.9999990043259956e-01 +1.0888742537811686e-04 +9.9895797904252833e-05 +9.1176852559190911e-05 +8.0507082172477190e-05 +7.2032817474839846e-05
