#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 4.0824829046386306e-03 -1.6757690912098674e-01
#     2 4.0824829046386306e-03 -1.6537595891785956e-01
#     3 4.0824829046386306e-03 -1.6316699045990815e-01
#adaptive measurement: gap=2.2009502031271888e-03 period_steps=5710 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999705662e+00 +1.8407458775326060e-03 +9.9999167366223385e-01 +9.9999999999934064e-01 +4.1775739808603683e-06 +4.1487631258199524e-06
  1.00000000 +2.0000000000000000e+00 +1.9999999997975220e+00 +1.8504923041590313e-03 +9.9996692491295081e-01 +9.9999999997040423e-01 +1.6650597017409588e-05 +1.6424519968898115e-05
  1.50000000 +2.0000000000000000e+00 +2.0000000023012503e+00 +1.8666514827907427e-03 +9.9992587573506353e-01 +9.9999999966784658e-01 +3.7341880587386836e-05 +3.6782715145298240e-05
  2.00000000 +2.0000000000000000e+00 +2.0000000120556645e+00 +1.8887530963495856e-03 +9.9986969674606807e-01 +9.9999999873311840e-01 +6.5337742464496989e-05 +6.4966779618892407e-05
  2.50000000 +2.0000000000000000e+00 +1.9999999925436651e+00 +1.9161574801305995e-03 +9.9979997920469610e-01 +9.9999999665136374e-01 +1.0031232406740327e-04 +9.9711820291488307e-05
  3.00000000 +2.0000000000000000e+00 +2.0000000263367408e+00 +1.9483718615456818e-03 +9.9971795049037504e-01 +9.9999999276749763e-01 +1.4173691023565660e-04 +1.4031983316999808e-04
  3.50000000 +2.0000000000000000e+00 +2.0000000445208257e+00 +1.9844778373129942e-03 +9.9962587227560284e-01 +9.9999998661328060e-01 +1.8834351136586434e-04 +1.8579759839792978e-04
  4.00000000 +2.0000000000000000e+00 +1.9999999862437408e+00 +2.0234402773337246e-03 +9.9952634886881264e-01 +9.9999997569306986e-01 +2.3790594249110500e-04 +2.3576949437417385e-04
  4.50000000 +2.0000000000000000e+00 +1.9999998153498733e+00 +2.0646008108525329e-03 +9.9942102409294664e-01 +9.9999996031486260e-01 +2.9067503420007816e-04 +2.8834055931736363e-04
  5.00000000 +2.0000000000000000e+00 +2.0000001052161971e+00 +2.1055865750299963e-03 +9.9931584315775612e-01 +9.9999994022196337e-01 +3.4279809921840016e-04 +3.4141852095065882e-04
  5.50000000 +2.0000000000000000e+00 +1.9999999628175236e+00 +2.1471618908555532e-03 +9.9920891027643044e-01 +9.9999990618678858e-01 +3.9759513542745716e-04 +3.9358840124976638e-04
  6.00000000 +2.0000000000000000e+00 +1.9999999841261873e+00 +2.1855227009620411e-03 +9.9910967429098796e-01 +9.9999986831185039e-01 +4.4720196368489674e-04 +4.4325543509921776e-04
  6.50000000 +2.0000000000000000e+00 +1.9999992123630301e+00 +2.2248196157472404e-03 +9.9900779187516398e-01 +9.9999982150206845e-01 +5.0042181649204653e-04 +4.9196480627414674e-04
  7.00000000 +2.0000000000000000e+00 +1.9999989746709870e+00 +2.2610083759614591e-03 +9.9891345205849180e-01 +9.9999976161754611e-01 +5.4582275739982445e-04 +5.4096356784329603e-04
  7.50000000 +2.0000000000000000e+00 +1.9999993400378484e+00 +2.2899273684614490e-03 +9.9883712545651082e-01 +9.9999969764351404e-01 +5.8522418874304785e-04 +5.7795271088154814e-04
  8.00000000 +2.0000000000000000e+00 +1.9999988795526082e+00 +2.3181573113893092e-03 +9.9876242951138050e-01 +9.9999961077464150e-01 +6.2047417617144645e-04 +6.1748553815882043e-04
  8.50000000 +2.0000000000000000e+00 +1.9999989910138449e+00 +2.3345526154067513e-03 +9.9871722677710673e-01 +9.9999953178258760e-01 +6.4272228972612480e-04 +6.4051915210203299e-04
  9.00000000 +2.0000000000000000e+00 +1.9999981788552332e+00 +2.3547223207247307e-03 +9.9866256335033476e-01 +9.9999945509472621e-01 +6.6739715985967164e-04 +6.7058439623142647e-04
  9.50000000 +2.0000000000000000e+00 +1.9999982436234103e+00 +2.3572095639990808e-03 +9.9865235987071610e-01 +9.9999934246443756e-01 +6.8133503601749230e-04 +6.6696262847461101e-04
 10.00000000 +2.0000000000000000e+00 +1.9999981079585423e+00 +2.3632872624941765e-03 +9.9863321664995364e-01 +9.9999920631449080e-01 +6.9408538477405387e-04 +6.7349164964074985e-04
 10.50000000 +2.0000000000000000e+00 +1.9999976674708120e+00 +2.3645648211803884e-03 +9.9862633304542803e-01 +9.9999913394512074e-01 +6.9525847007400655e-04 +6.7927453928505216e-04
 11.00000000 +2.0000000000000000e+00 +1.9999972871460496e+00 +2.3402605500502218e-03 +9.9868416111637837e-01 +9.9999896933789134e-01 +6.5732648014637943e-04 +6.5954306594034342e-04
 11.50000000 +2.0000000000000000e+00 +1.9999966844963999e+00 +2.3253589065034574e-03 +9.9871872705200304e-01 +9.9999886076693578e-01 +6.4106574918698699e-04 +6.4134643034832847e-04
 12.00000000 +2.0000000000000000e+00 +1.9999958786477754e+00 +2.3191819039190950e-03 +9.9873124844900474e-01 +9.9999876957337619e-01 +6.4431310103394985e-04 +6.2566887648926497e-04
 12.50000000 +2.0000000000000000e+00 +1.9999967928726199e+00 +2.2805274389470268e-03 +9.9882717204084537e-01 +9.9999860087947579e-01 +5.8900915002866911e-04 +5.8521792822350573e-04
 13.00000000 +2.0000000000000000e+00 +1.9999969689542481e+00 +2.2570849361055632e-03 +9.9888458868028673e-01 +9.9999852400784395e-01 +5.7091762649786704e-04 +5.4596968395547764e-04
 13.50000000 +2.0000000000000000e+00 +1.9999961641559922e+00 +2.2116472081362159e-03 +9.9899830164544168e-01 +9.9999837936560187e-01 +5.1516591610861761e-04 +4.8815307141054600e-04
 14.00000000 +2.0000000000000000e+00 +1.9999967587562131e+00 +2.1731377474542182e-03 +9.9909526090732192e-01 +9.9999815477742726e-01 +4.6414784817715464e-04 +4.4243646660210227e-04
 14.50000000 +2.0000000000000000e+00 +1.9999960301850741e+00 +2.1432237626199755e-03 +9.9917169825380570e-01 +9.9999810245430887e-01 +4.1722476419839402e-04 +4.1297452873643558e-04
 15.00000000 +2.0000000000000000e+00 +1.9999969467620977e+00 +2.1132591605581160e-03 +9.9924871496478640e-01 +9.9999803957092159e-01 +3.7426462630698530e-04 +3.7898083761693372e-04
 15.50000000 +2.0000000000000000e+00 +1.9999959247794654e+00 +2.0814123457152394e-03 +9.9933127212804751e-01 +9.9999773128205571e-01 +3.4796887759040983e-04 +3.2302771232986776e-04
 16.00000000 +2.0000000000000000e+00 +1.9999964156779679e+00 +2.0291018852567752e-03 +9.9946657355765534e-01 +9.9999779005627987e-01 +2.7616282171975652e-04 +2.5947356474283754e-04
 16.50000000 +2.0000000000000000e+00 +1.9999950332114742e+00 +2.0072652909000565e-03 +9.9952465203516427e-01 +9.9999770888018513e-01 +2.6219547041972168e-04 +2.1544361567496913e-04
 17.00000000 +2.0000000000000000e+00 +1.9999957153648593e+00 +1.9956412991251854e-03 +9.9955891723218648e-01 +9.9999756471629586e-01 +2.4397672765209520e-04 +1.9954132384492710e-04
 17.50000000 +2.0000000000000000e+00 +1.9999950527278507e+00 +1.9381725218114414e-03 +9.9970851506700542e-01 +9.9999756946269458e-01 +1.4382635801283000e-04 +1.5008911121176718e-04
 18.00000000 +2.0000000000000000e+00 +1.9999959114319596e+00 +1.9347430972930326e-03 +9.9972339261315735e-01 +9.9999754301195265e-01 +1.4806649469789360e-04 +1.3099788161283031e-04
 18.50000000 +2.0000000000000000e+00 +1.9999961973157867e+00 +1.9351286331107849e-03 +9.9972878005823973e-01 +9.9999742789888035e-01 +1.1550500521690910e-04 +1.5828703870018565e-04
 19.00000000 +2.0000000000000000e+00 +1.9999966084866896e+00 +1.9138487614690437e-03 +9.9978902906198508e-01 +9.9999734570632481e-01 +9.9575951311892387e-05 +1.1404928087952753e-04
 19.50000000 +2.0000000000000000e+00 +1.9999974398078266e+00 +1.9045578282380279e-03 +9.9981781888173848e-01 +9.9999746977094428e-01 +1.2911329078132245e-04 +5.5598057032369121e-05
 20.00000000 +2.0000000000000000e+00 +1.9999975103532814e+00 +1.9093789441244531e-03 +9.9981314460779747e-01 +9.9999752786653784e-01 +9.0294319034785108e-05 +9.9033208007947223e-05
 20.50000000 +2.0000000000000000e+00 +1.9999966065396655e+00 +1.9201832021125801e-03 +9.9979110672790195e-01 +9.9999738692628370e-01 +8.6123543300395695e-05 +1.2538280340456634e-04
 21.00000000 +2.0000000000000000e+00 +1.9999970354501420e+00 +1.9315246660964827e-03 +9.9976826263371277e-01 +9.9999733101509070e-01 +1.2313496272080575e-04 +1.1127138895426476e-04
 21.50000000 +2.0000000000000000e+00 +1.9999966891118226e+00 +1.9602742233536205e-03 +9.9970097326611385e-01 +9.9999743161512711e-01 +1.3308399621189917e-04 +1.6851112292697441e-04
 22.00000000 +2.0000000000000000e+00 +1.9999941606434772e+00 +1.9695256747582252e-03 +9.9968379837114418e-01 +9.9999737791364618e-01 +1.4891097830835426e-04 +1.6991273730928655e-04
 22.50000000 +2.0000000000000000e+00 +1.9999962671779374e+00 +1.9759184706564735e-03 +9.9967103498248888e-01 +9.9999715713516990e-01 +1.5433165412840954e-04 +1.7747622772801085e-04
 23.00000000 +2.0000000000000000e+00 +1.9999925698567913e+00 +2.0169106096977023e-03 +9.9956978054606738e-01 +9.9999646788786711e-01 +2.1467637189289440e-04 +2.1907519417677465e-04
