#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 3.8729833462074169e-03 -1.6739316251010847e-01
#     2 3.8729833462074169e-03 -1.6537531855629614e-01
#     3 3.8729833462074169e-03 -1.6335073707078643e-01
#adaptive measurement: gap=2.0178439538123261e-03 period_steps=6228 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999751830e+00 +1.8404094429565088e-03 +9.9999252778895753e-01 +1.0000000000002067e+00 +3.7995286755786710e-06 +3.6726825718741977e-06
  1.00000000 +2.0000000000000000e+00 +1.9999999992789388e+00 +1.8494066602408529e-03 +9.9996968161865196e-01 +9.9999999996559863e-01 +1.5558242167979550e-05 +1.4760173603952038e-05
  1.50000000 +2.0000000000000000e+00 +1.9999999979972247e+00 +1.8641260479889583e-03 +9.9993229035284492e-01 +9.9999999974753184e-01 +3.4102069195672243e-05 +3.3607830339504374e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999923977239e+00 +1.8840126979495708e-03 +9.9988174290636433e-01 +9.9999999899366288e-01 +5.9260381197489663e-05 +5.8997720373963061e-05
  2.50000000 +2.0000000000000000e+00 +1.9999999951457335e+00 +1.9090178894430843e-03 +9.9981813141851528e-01 +9.9999999707607068e-01 +9.1193483927574912e-05 +9.0678021392600258e-05
  3.00000000 +2.0000000000000000e+00 +1.9999999727845517e+00 +1.9380398098955668e-03 +9.9974422094327731e-01 +9.9999999323599298e-01 +1.2832863309297470e-04 +1.2745718721295272e-04
  3.50000000 +2.0000000000000000e+00 +2.0000000031319733e+00 +1.9704320621106775e-03 +9.9966161985291202e-01 +9.9999998815522750e-01 +1.7016315453585815e-04 +1.6822883774095454e-04
  4.00000000 +2.0000000000000000e+00 +2.0000000108467240e+00 +2.0060221258523495e-03 +9.9957070382094149e-01 +9.9999997878530789e-01 +2.1670192235797748e-04 +2.1261547173647444e-04
  4.50000000 +2.0000000000000000e+00 +1.9999999594878075e+00 +2.0424152429808118e-03 +9.9947755819371420e-01 +9.9999996467073660e-01 +2.6424227598682810e-04 +2.5823485791616094e-04
