label,path,n_points,tmax,qm_signal_rms,simulation_signal_rms,error_rms,Q_qm,Q_qm_first_half,Q_qm_second_half,Q_qm_min_half,amplitude_ratio,cosine_similarity,max_abs_occupation_error,max_particle_error
phase_off,E:\project_qm\experiments\phase_sector_ab_s10n5_t100_20260911\648242\ahm-sepmb-s10-n5-200000.dat,201,100.0,2.8397895032892404e-05,2.838186879857622e-05,2.9793501201951286e-06,9.531573627550872,10.115570555943373,7.787100930641099,7.787100930641099,0.9994356541462802,0.9944935286305175,4.8231923356123474e-05,1.3974794654814104e-09
phase_mod4,E:\project_qm\experiments\phase_sector_ab_s10n5_t100_20260911\648243\ahm-sepmb-s10-n5-200000.dat,201,100.0,2.8397895032892404e-05,2.90518932286029e-05,9.320756451528099e-06,3.04673715921809,3.6926378335136,2.5457970829983183,2.5457970829983183,1.0230298124193005,0.9476075967333819,0.00012477927410914358,1.086947420958495e-09
