#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 5.1639777949432225e-03 -1.6629068284483886e-01
#     2 5.1639777949432225e-03 -1.6537264580366598e-01
#     3 5.1639777949432225e-03 -1.6445321673605612e-01
#adaptive measurement: gap=9.1803704117288110e-04 period_steps=13689 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999546854e+00 +1.8427530914374862e-03 +9.9998657783321721e-01 +9.9999999999999911e-01 +6.6993438871378572e-06 +6.7228228960881087e-06
  1.00000000 +2.0000000000000000e+00 +2.0000000000637090e+00 +1.8587522832391264e-03 +9.9994595176827061e-01 +9.9999999994505151e-01 +2.7057205296857377e-05 +2.6991080949620955e-05
  1.50000000 +2.0000000000000000e+00 +1.9999999937277966e+00 +1.8847225085215930e-03 +9.9987998009409829e-01 +9.9999999917901372e-01 +5.9774443992891213e-05 +6.0246284151647462e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999761339136e+00 +1.9203178448190675e-03 +9.9978950092515062e-01 +9.9999999679313267e-01 +1.0488668512175758e-04 +1.0561559661319613e-04
  2.50000000 +2.0000000000000000e+00 +1.9999999303580791e+00 +1.9651337652124923e-03 +9.9967549984185344e-01 +9.9999999124708494e-01 +1.6202148680710983e-04 +1.6248742392049734e-04
  3.00000000 +2.0000000000000000e+00 +1.9999999482841455e+00 +2.0167247304986031e-03 +9.9954410740155653e-01 +9.9999998170188875e-01 +2.2742885107840616e-04 +2.2848204424880664e-04
  3.50000000 +2.0000000000000000e+00 +2.0000000516523375e+00 +2.0749149415722726e-03 +9.9939572628098505e-01 +9.9999996489403509e-01 +3.0160456769027328e-04 +3.0270425720129628e-04
  4.00000000 +2.0000000000000000e+00 +2.0000001460078489e+00 +2.1375659612574258e-03 +9.9923568047096800e-01 +9.9999993621172323e-01 +3.7985147964496546e-04 +3.8453183730727958e-04
  4.50000000 +2.0000000000000000e+00 +2.0000000534782592e+00 +2.2029242507061323e-03 +9.9906839559984739e-01 +9.9999989853343652e-01 +4.6412729211710952e-04 +4.6757857502183783e-04
  5.00000000 +2.0000000000000000e+00 +1.9999999252493470e+00 +2.2702792114901020e-03 +9.9889566649564099e-01 +9.9999984533305575e-01 +5.4942674487368931e-04 +5.5506142634887258e-04
  5.50000000 +2.0000000000000000e+00 +2.0000000583989888e+00 +2.3376474416183495e-03 +9.9872230945640783e-01 +9.9999977730863210e-01 +6.3778354450907981e-04 +6.4012969162912921e-04
  6.00000000 +2.0000000000000000e+00 +1.9999994533931547e+00 +2.4009907449035611e-03 +9.9855856274798360e-01 +9.9999969109108011e-01 +7.2097310287537973e-04 +7.2077305686859649e-04
  6.50000000 +2.0000000000000000e+00 +1.9999996867668905e+00 +2.4633484492103635e-03 +9.9839680624447669e-01 +9.9999958023645685e-01 +8.0050082925864124e-04 +8.0311268989059726e-04
  7.00000000 +2.0000000000000000e+00 +1.9999991918034978e+00 +2.5218029463331629e-03 +9.9824447025187801e-01 +9.9999944178843669e-01 +8.7452379308089391e-04 +8.8156416509003988e-04
  7.50000000 +2.0000000000000000e+00 +1.9999988038128640e+00 +2.5724295993627541e-03 +9.9811128148362449e-01 +9.9999927404302624e-01 +9.4303465004914801e-04 +9.4640982292299087e-04
  8.00000000 +2.0000000000000000e+00 +1.9999977583322199e+00 +2.6147769991376043e-03 +9.9799866287256445e-01 +9.9999909997865588e-01 +9.9923726434090077e-04 +1.0029998843237619e-03
  8.50000000 +2.0000000000000000e+00 +1.9999978443526476e+00 +2.6485182654445148e-03 +9.9790736832489624e-01 +9.9999884018261409e-01 +1.0445203597662001e-03 +1.0492711338440340e-03
  9.00000000 +2.0000000000000000e+00 +1.9999973357216776e+00 +2.6769012487232011e-03 +9.9782954806958346e-01 +9.9999858152568011e-01 +1.0855307316243819e-03 +1.0863396735860630e-03
  9.50000000 +2.0000000000000000e+00 +1.9999968399241108e+00 +2.6831627583738006e-03 +9.9780729487536846e-01 +9.9999833625743551e-01 +1.0934788675224152e-03 +1.1008900011884868e-03
 10.00000000 +2.0000000000000000e+00 +1.9999965929879366e+00 +2.6970107915755071e-03 +9.9776622725160180e-01 +9.9999808548196834e-01 +1.1219687059936835e-03 +1.1137185618539916e-03
 10.50000000 +2.0000000000000000e+00 +1.9999960604457854e+00 +2.6863926464726672e-03 +9.9778660027275679e-01 +9.9999770599954585e-01 +1.1079890549655213e-03 +1.1077046738690967e-03
 11.00000000 +2.0000000000000000e+00 +1.9999965742837114e+00 +2.6670834919662778e-03 +9.9782978644144782e-01 +9.9999743473236180e-01 +1.0915767086217632e-03 +1.0812021187101494e-03
 11.50000000 +2.0000000000000000e+00 +1.9999949000083059e+00 +2.6480144749977041e-03 +9.9787273084631267e-01 +9.9999706862315996e-01 +1.0697913191263322e-03 +1.0604092099043955e-03
 12.00000000 +2.0000000000000000e+00 +1.9999957533679216e+00 +2.6126931702971697e-03 +9.9795743509159351e-01 +9.9999676458594999e-01 +1.0206348296193342e-03 +1.0251654928034083e-03
 12.50000000 +2.0000000000000000e+00 +1.9999952292805228e+00 +2.5719009325593082e-03 +9.9805673726460120e-01 +9.9999645931038739e-01 +9.8139116726302838e-04 +9.6541225737991384e-04
