#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 4.0824829046386306e-03 -1.6757690912098674e-01
#     2 4.0824829046386306e-03 -1.6537595891785956e-01
#     3 4.0824829046386306e-03 -1.6316699045990815e-01
#adaptive measurement: gap=2.2009502031271888e-03 period_steps=5710 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999694640e+00 +1.8408744919978818e-03 +9.9999134714127502e-01 +9.9999999999934075e-01 +4.3367202531538754e-06 +4.3161378124649631e-06
  1.00000000 +2.0000000000000000e+00 +2.0000000011092545e+00 +1.8510233169084943e-03 +9.9996557660646701e-01 +9.9999999994487154e-01 +1.7189823186510220e-05 +1.7233625816564880e-05
  1.50000000 +2.0000000000000000e+00 +2.0000000006016152e+00 +1.8672502176333553e-03 +9.9992435569228233e-01 +9.9999999956501662e-01 +3.7490101617196078e-05 +3.8154639728145458e-05
  2.00000000 +2.0000000000000000e+00 +2.0000000106555560e+00 +1.8894323321368791e-03 +9.9986797349057799e-01 +9.9999999854647370e-01 +6.5484092830800147e-05 +6.6543871386906103e-05
  2.50000000 +2.0000000000000000e+00 +2.0000000050470912e+00 +1.9172213361960319e-03 +9.9979727627426729e-01 +9.9999999612717716e-01 +1.0088355592977249e-04 +1.0184404304504943e-04
  3.00000000 +2.0000000000000000e+00 +1.9999999888143969e+00 +1.9494935417068418e-03 +9.9971508646659457e-01 +9.9999999122117511e-01 +1.4171127780058713e-04 +1.4321103570738653e-04
  3.50000000 +2.0000000000000000e+00 +2.0000000437602128e+00 +1.9850917632087024e-03 +9.9962431066531354e-01 +9.9999998354773922e-01 +1.8723004656829784e-04 +1.8847573902693566e-04
  4.00000000 +2.0000000000000000e+00 +2.0000000859671840e+00 +2.0242748249729944e-03 +9.9952422199806679e-01 +9.9999997077969616e-01 +2.3728933415333628e-04 +2.3851788683209145e-04
  4.50000000 +2.0000000000000000e+00 +1.9999999831427586e+00 +2.0650426849989014e-03 +9.9941986468667876e-01 +9.9999995636189720e-01 +2.8889923682775458e-04 +2.9127971592187124e-04
  5.00000000 +2.0000000000000000e+00 +2.0000001091547421e+00 +2.1058046755750887e-03 +9.9931525526299170e-01 +9.9999993340128157e-01 +3.4111985414500751e-04 +3.4369148147008811e-04
  5.50000000 +2.0000000000000000e+00 +2.0000000247586489e+00 +2.1465510394347597e-03 +9.9921036588335066e-01 +9.9999990642400194e-01 +3.9466478868133359e-04 +3.9506290386253815e-04
  6.00000000 +2.0000000000000000e+00 +1.9999998811855546e+00 +2.1888625276470009e-03 +9.9910121903069227e-01 +9.9999986822119713e-01 +4.4780143285177569e-04 +4.5111131688134774e-04
  6.50000000 +2.0000000000000000e+00 +1.9999999802260813e+00 +2.2262544834549328e-03 +9.9900414231700196e-01 +9.9999982215089622e-01 +4.9653927521576462e-04 +4.9949625688430884e-04
  7.00000000 +2.0000000000000000e+00 +2.0000000372117150e+00 +2.2607714043289175e-03 +9.9891399484411281e-01 +9.9999977284388686e-01 +5.3960525031412129e-04 +5.4662706296634042e-04
  7.50000000 +2.0000000000000000e+00 +2.0000001519903972e+00 +2.2934854210168412e-03 +9.9882813729468001e-01 +9.9999970426695428e-01 +5.8128740082707205e-04 +5.9087103718699293e-04
  8.00000000 +2.0000000000000000e+00 +1.9999999919694780e+00 +2.3187147828619284e-03 +9.9876089704484283e-01 +9.9999964124238339e-01 +6.1432728318864367e-04 +6.2513442993660233e-04
  8.50000000 +2.0000000000000000e+00 +1.9999992287737569e+00 +2.3358602504441783e-03 +9.9871382322852342e-01 +9.9999955269802232e-01 +6.4297829416684767e-04 +6.4364578080956011e-04
  9.00000000 +2.0000000000000000e+00 +1.9999996294295825e+00 +2.3556713230568501e-03 +9.9866012612653354e-01 +9.9999945778715216e-01 +6.6789942911283837e-04 +6.7251665835292367e-04
