#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 3.1622776601683794e-03 -1.7272181422557845e-01
#     2 3.1622776601683794e-03 -1.6541650806667590e-01
#     3 3.1622776601683794e-03 -1.5802208535531642e-01
#adaptive measurement: gap=7.3053061589025414e-03 period_steps=1721 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999835898e+00 +1.8393807180226611e-03 +9.9999513947205643e-01 +9.9999999999999878e-01 +2.4294684678083026e-06 +2.4310594753183276e-06
  1.00000000 +2.0000000000000000e+00 +2.0000000003154033e+00 +1.8451424435373422e-03 +9.9998050896503721e-01 +9.9999999998546174e-01 +9.8550399671700168e-06 +9.6360109301686953e-06
  1.50000000 +2.0000000000000000e+00 +1.9999999953451058e+00 +1.8547940811221297e-03 +9.9995599100517174e-01 +9.9999999987842247e-01 +2.2414053443107212e-05 +2.1595063308085268e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999878813541e+00 +1.8680558206808531e-03 +9.9992228190393029e-01 +9.9999999957496988e-01 +3.9313752603798558e-05 +3.8404768506435871e-05
  2.50000000 +2.0000000000000000e+00 +1.9999999753534614e+00 +1.8843325719863082e-03 +9.9988087268646630e-01 +9.9999999872378764e-01 +6.0337948783637818e-05 +5.8790639677158043e-05
  3.00000000 +2.0000000000000000e+00 +1.9999999650717828e+00 +1.9034845503178145e-03 +9.9983210197128003e-01 +9.9999999675556805e-01 +8.5182210299686423e-05 +8.2719063202247870e-05
  3.50000000 +2.0000000000000000e+00 +1.9999998899317539e+00 +1.9252168837565011e-03 +9.9977667822013017e-01 +9.9999999406995888e-01 +1.1352106707086344e-04 +1.0980664123179262e-04
  4.00000000 +2.0000000000000000e+00 +1.9999998659877027e+00 +1.9481797808339673e-03 +9.9971801186780951e-01 +9.9999998958093439e-01 +1.4301119072103092e-04 +1.3898736180768746e-04
  4.50000000 +2.0000000000000000e+00 +1.9999999212193198e+00 +1.9726643111188020e-03 +9.9965534673631207e-01 +9.9999998369059262e-01 +1.7534330045352708e-04 +1.6932627228724250e-04
  5.00000000 +2.0000000000000000e+00 +2.0000000070385169e+00 +1.9968565006624256e-03 +9.9959325385491304e-01 +9.9999997400427232e-01 +2.0592799936822580e-04 +2.0084414141997983e-04
  5.50000000 +2.0000000000000000e+00 +2.0000001290671712e+00 +2.0215661270315322e-03 +9.9952967522021507e-01 +9.9999996255856860e-01 +2.3806747571852776e-04 +2.3229474383063388e-04
  6.00000000 +2.0000000000000000e+00 +1.9999999647330402e+00 +2.0453758705532266e-03 +9.9946818527799941e-01 +9.9999994765917866e-01 +2.7103913521370546e-04 +2.6082792636308221e-04
  6.50000000 +2.0000000000000000e+00 +2.0000000993629277e+00 +2.0674382390135550e-03 +9.9941090747705519e-01 +9.9999993194689996e-01 +2.9961183308914072e-04 +2.8954874250381384e-04
  7.00000000 +2.0000000000000000e+00 +2.0000000760311134e+00 +2.0873160769256465e-03 +9.9935894363626065e-01 +9.9999990773437397e-01 +3.2580356628208470e-04 +3.1534506352759581e-04
  7.50000000 +2.0000000000000000e+00 +1.9999998380572652e+00 +2.1039064530058867e-03 +9.9931513751626411e-01 +9.9999988355448866e-01 +3.4903324553713701e-04 +3.3594568325902741e-04
  8.00000000 +2.0000000000000000e+00 +1.9999996374540070e+00 +2.1208779253269134e-03 +9.9927027467731944e-01 +9.9999986133168239e-01 +3.7433176306607760e-04 +3.5553222921389275e-04
  8.50000000 +2.0000000000000000e+00 +1.9999998814222903e+00 +2.1329535073437325e-03 +9.9923754138507104e-01 +9.9999982813277788e-01 +3.9306285458739923e-04 +3.6956762755721567e-04
  9.00000000 +2.0000000000000000e+00 +1.9999998694729895e+00 +2.1420490025158695e-03 +9.9921243286123285e-01 +9.9999978921908528e-01 +4.0461308579052460e-04 +3.8316483392101337e-04
  9.50000000 +2.0000000000000000e+00 +1.9999996859878950e+00 +2.1449312025716735e-03 +9.9920285116522256e-01 +9.9999975313132861e-01 +4.1065489830806128e-04 +3.8674080517136925e-04
 10.00000000 +2.0000000000000000e+00 +1.9999991626704805e+00 +2.1456773951273461e-03 +9.9919875508764888e-01 +9.9999971434517299e-01 +4.1226971943876935e-04 +3.8926084658043086e-04
 10.50000000 +2.0000000000000000e+00 +1.9999992349487781e+00 +2.1406559117926366e-03 +9.9920928403239340e-01 +9.9999967863909911e-01 +4.1096299221822345e-04 +3.8007433631470384e-04
 11.00000000 +2.0000000000000000e+00 +1.9999996148372567e+00 +2.1340169879957432e-03 +9.9922402305776892e-01 +9.9999964377195194e-01 +4.0625223390224573e-04 +3.7008093672815642e-04
 11.50000000 +2.0000000000000000e+00 +1.9999990825722191e+00 +2.1187929851461404e-03 +9.9926059551981627e-01 +9.9999959551323725e-01 +3.8022054794289908e-04 +3.5958842058134616e-04
 12.00000000 +2.0000000000000000e+00 +1.9999993298410623e+00 +2.1074226945071170e-03 +9.9928774194504588e-01 +9.9999957015760577e-01 +3.6797923261421201e-04 +3.4470866323599325e-04
 12.50000000 +2.0000000000000000e+00 +1.9999992870015226e+00 +2.0884901524900238e-03 +9.9933439192118112e-01 +9.9999947155211777e-01 +3.4549305059479311e-04 +3.2064347766450643e-04
 13.00000000 +2.0000000000000000e+00 +1.9999983150904976e+00 +2.0785341236516340e-03 +9.9935885212524789e-01 +9.9999942917612050e-01 +3.3311719577918991e-04 +3.0860150297207250e-04
 13.50000000 +2.0000000000000000e+00 +1.9999986719181677e+00 +2.0610210860966803e-03 +9.9940265502483250e-01 +9.9999940946855093e-01 +3.1126423818450522e-04 +2.8667126842863978e-04
 14.00000000 +2.0000000000000000e+00 +1.9999977704071425e+00 +2.0305779833778344e-03 +9.9947923127360927e-01 +9.9999940463515524e-01 +2.8501488159069974e-04 +2.3634920843628192e-04
 14.50000000 +2.0000000000000000e+00 +1.9999976380246072e+00 +2.0101708397263014e-03 +9.9953124544730620e-01 +9.9999932145165182e-01 +2.4949826926460515e-04 +2.1993483176991951e-04
 15.00000000 +2.0000000000000000e+00 +1.9999991012873410e+00 +1.9908475025902468e-03 +9.9958102566866958e-01 +9.9999928588208342e-01 +2.2290829851010825e-04 +1.9678015109209223e-04
 15.50000000 +2.0000000000000000e+00 +1.9999970577141464e+00 +1.9734274332883785e-03 +9.9962637787047315e-01 +9.9999924400411733e-01 +2.0359159140594444e-04 +1.7078653245249345e-04
 16.00000000 +2.0000000000000000e+00 +1.9999996651801062e+00 +1.9555054524568747e-03 +9.9967357604849261e-01 +9.9999918371792829e-01 +1.7322844894328344e-04 +1.5401178424451892e-04
 16.50000000 +2.0000000000000000e+00 +1.9999977430423161e+00 +1.9246872157381912e-03 +9.9975331469138340e-01 +9.9999914426306613e-01 +1.3340914250355542e-04 +1.1413190306988331e-04
 17.00000000 +2.0000000000000000e+00 +1.9999978660773694e+00 +1.9280165436633856e-03 +9.9974803293423664e-01 +9.9999918474283567e-01 +1.4596194335603129e-04 +1.0682038107919513e-04
 17.50000000 +2.0000000000000000e+00 +1.9999980743265562e+00 +1.9059817634719497e-03 +9.9980668863221289e-01 +9.9999901546512249e-01 +1.1077650649103047e-04 +8.3519395033119766e-05
 18.00000000 +2.0000000000000000e+00 +1.9999970867751315e+00 +1.8902788428758811e-03 +9.9985001476162727e-01 +9.9999905333863093e-01 +9.7921796712774190e-05 +5.3010101538740600e-05
 18.50000000 +2.0000000000000000e+00 +1.9999955766490680e+00 +1.8891245047844871e-03 +9.9985632967624238e-01 +9.9999895147912610e-01 +8.0797022666170975e-05 +6.3921823083013936e-05
 19.00000000 +2.0000000000000000e+00 +2.0000003615055788e+00 +1.8678541853130051e-03 +9.9991407980082914e-01 +9.9999904021490260e-01 +4.2352174405994723e-05 +4.4527808388888391e-05
 19.50000000 +2.0000000000000000e+00 +1.9999982584082547e+00 +1.8738517913048855e-03 +9.9990203923536025e-01 +9.9999902019185072e-01 +4.4769367283550725e-05 +5.4171205623070729e-05
 20.00000000 +2.0000000000000000e+00 +1.9999985469997814e+00 +1.8850541970334294e-03 +9.9987686360642780e-01 +9.9999897222556544e-01 +6.7698163183275176e-05 +5.6466005826649362e-05
 20.50000000 +2.0000000000000000e+00 +1.9999982558634002e+00 +1.8860210448705900e-03 +9.9987900343858205e-01 +9.9999886727233422e-01 +7.1818689222515888e-05 +5.0310598497901423e-05
 21.00000000 +2.0000000000000000e+00 +1.9999982922778767e+00 +1.8932755082179027e-03 +9.9986362075876734e-01 +9.9999869457712787e-01 +7.4734535506556897e-05 +6.2950128692132538e-05
 21.50000000 +2.0000000000000000e+00 +1.9999975806797960e+00 +1.9088335277874617e-03 +9.9982718412895133e-01 +9.9999900257639074e-01 +6.7761699520232216e-05 +1.0605159515791480e-04
 22.00000000 +2.0000000000000000e+00 +1.9999997917231858e+00 +1.9115471663088033e-03 +9.9982319431857380e-01 +9.9999908956367145e-01 +8.7528051980516753e-05 +9.0188066260932624e-05
 22.50000000 +2.0000000000000000e+00 +1.9999994482913646e+00 +1.9381904281892527e-03 +9.9975784076797369e-01 +9.9999890660952417e-01 +1.0995869136765294e-04 +1.3329393066292253e-04
 23.00000000 +2.0000000000000000e+00 +1.9999990422469767e+00 +1.9398021944605855e-03 +9.9975516356043947e-01 +9.9999910861681707e-01 +1.1936855486901469e-04 +1.2635926883198151e-04
 23.50000000 +2.0000000000000000e+00 +1.9999991314803478e+00 +1.9665125440918182e-03 +9.9968833778364263e-01 +9.9999868847167217e-01 +1.6810085515801392e-04 +1.4487288848810399e-04
 24.00000000 +2.0000000000000000e+00 +1.9999972295082891e+00 +1.9812212034282218e-03 +9.9965050350220264e-01 +9.9999905521994070e-01 +1.9361194644915215e-04 +1.5682933245796395e-04
 24.50000000 +2.0000000000000000e+00 +2.0000008298745242e+00 +1.9966236058064596e-03 +9.9961222584025033e-01 +9.9999911202674518e-01 +1.7848472668881328e-04 +2.1017740681446320e-04
 25.00000000 +2.0000000000000000e+00 +1.9999980205852037e+00 +2.0080927783318898e-03 +9.9958324564982992e-01 +9.9999865552419753e-01 +2.0981645757629346e-04 +2.0828236707474705e-04
 25.50000000 +2.0000000000000000e+00 +2.0000031547080028e+00 +2.0329352449894654e-03 +9.9951839051859381e-01 +9.9999847263665520e-01 +2.2984073061688934e-04 +2.5329611463839407e-04
 26.00000000 +2.0000000000000000e+00 +1.9999983288040637e+00 +2.0426300032288778e-03 +9.9949167732127675e-01 +9.9999856132032283e-01 +2.4087991341983033e-04 +2.6888144635577542e-04
 26.50000000 +2.0000000000000000e+00 +1.9999968566497530e+00 +2.0723855731988429e-03 +9.9941292192256570e-01 +9.9999846753569688e-01 +3.0045931812858689e-04 +2.8815122364019707e-04
 27.00000000 +2.0000000000000000e+00 +2.0000002418163145e+00 +2.0572184377804512e-03 +9.9944960596545429e-01 +9.9999846714988239e-01 +2.5801061942464312e-04 +2.9391626614614106e-04
 27.50000000 +2.0000000000000000e+00 +1.9999959210108331e+00 +2.0655451361332616e-03 +9.9942451371416907e-01 +9.9999828798279733e-01 +2.9151957388173034e-04 +2.8567872915628167e-04
 28.00000000 +2.0000000000000000e+00 +1.9999938548830085e+00 +2.1065942367393012e-03 +9.9931485072317316e-01 +9.9999855008940564e-01 +3.3575278432579781e-04 +3.5084640181746942e-04
 28.50000000 +2.0000000000000000e+00 +1.9999965990503497e+00 +2.0980192687792233e-03 +9.9933487801889476e-01 +9.9999825129728570e-01 +3.0965480678518139e-04 +3.5721587700078799e-04
 29.00000000 +2.0000000000000000e+00 +1.9999925737013513e+00 +2.1013256308532072e-03 +9.9932159342247551e-01 +9.9999803077312133e-01 +3.4712923765569482e-04 +3.3324656548146036e-04
 29.50000000 +2.0000000000000000e+00 +1.9999962559532247e+00 +2.1112464376586738e-03 +9.9929508900729147e-01 +9.9999746339891837e-01 +3.4763497025293614e-04 +3.5981262221526400e-04
 30.00000000 +2.0000000000000000e+00 +1.9999901665908419e+00 +2.0854693597647704e-03 +9.9935369659379014e-01 +9.9999819073663399e-01 +3.2832185019869759e-04 +3.1979081812800943e-04
 30.50000000 +2.0000000000000000e+00 +1.9999942811437212e+00 +2.0959850200164072e-03 +9.9932410284763895e-01 +9.9999787305134291e-01 +3.7916934418547000e-04 +2.9885475680558124e-04
 31.00000000 +2.0000000000000000e+00 +1.9999927591813809e+00 +2.0891638340651752e-03 +9.9933906254415183e-01 +9.9999785102456573e-01 +3.3773850152300040e-04 +3.2534792881684161e-04
 31.50000000 +2.0000000000000000e+00 +1.9999902618087142e+00 +2.0954083265082154e-03 +9.9931967415699152e-01 +9.9999755914459221e-01 +3.3438980958384472e-04 +3.4837688931551404e-04
