#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 5.1639777949432225e-03 -1.7272181422557845e-01
#     2 5.1639777949432225e-03 -1.6541650806667590e-01
#     3 5.1639777949432225e-03 -1.5802208535531642e-01
#adaptive measurement: gap=7.3053061589025414e-03 period_steps=1721 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999549951e+00 +1.8427169418625954e-03 +9.9998666960822724e-01 +9.9999999999999889e-01 +6.6756306354701070e-06 +6.6547611375866526e-06
  1.00000000 +2.0000000000000000e+00 +2.0000000004154370e+00 +1.8584128517067078e-03 +9.9994681345278347e-01 +9.9999999990401733e-01 +2.6911367259727482e-05 +2.6275275510804951e-05
  1.50000000 +2.0000000000000000e+00 +2.0000000001026068e+00 +1.8844729648286784e-03 +9.9988061334848488e-01 +9.9999999932135930e-01 +6.0001190817766790e-05 +5.9386140606266963e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999809201112e+00 +1.9199324168178266e-03 +9.9979048158773176e-01 +9.9999999729505373e-01 +1.0611555358317698e-04 +1.0340556364918962e-04
  2.50000000 +2.0000000000000000e+00 +1.9999999662499905e+00 +1.9643294620072436e-03 +9.9967753641450618e-01 +9.9999999218596525e-01 +1.6400062925560552e-04 +1.5847076994279877e-04
  3.00000000 +2.0000000000000000e+00 +1.9999999338780741e+00 +2.0161452327242526e-03 +9.9954557701227875e-01 +9.9999998192795436e-01 +2.3126602363941309e-04 +2.2317503490409490e-04
  3.50000000 +2.0000000000000000e+00 +1.9999998178481528e+00 +2.0728147632591530e-03 +9.9940104447483635e-01 +9.9999996399660784e-01 +3.0446920640067517e-04 +2.9452232205595788e-04
  4.00000000 +2.0000000000000000e+00 +1.9999996910124320e+00 +2.1358046572879500e-03 +9.9924014992289911e-01 +9.9999993607937643e-01 +3.8585816883850296e-04 +3.7405582852517738e-04
  4.50000000 +2.0000000000000000e+00 +1.9999996450742932e+00 +2.2013564640452543e-03 +9.9907237819874350e-01 +9.9999989310559245e-01 +4.6921976204361457e-04 +4.5850893404915204e-04
  5.00000000 +2.0000000000000000e+00 +1.9999994497385170e+00 +2.2687072783911994e-03 +9.9889960096085262e-01 +9.9999983686385296e-01 +5.5920978925237479e-04 +5.4135238595888046e-04
  5.50000000 +2.0000000000000000e+00 +1.9999994078747523e+00 +2.3342971086006510e-03 +9.9873072119658779e-01 +9.9999976136920843e-01 +6.4652826052034862e-04 +6.2298917485648878e-04
  6.00000000 +2.0000000000000000e+00 +1.9999989761431394e+00 +2.3981503842796796e-03 +9.9856578051468559e-01 +9.9999966047198108e-01 +7.2966909760133051e-04 +7.0488991453734201e-04
  6.50000000 +2.0000000000000000e+00 +1.9999990210347500e+00 +2.4604982604336349e-03 +9.9840405997850679e-01 +9.9999955525419104e-01 +8.1365383671963087e-04 +7.8273093067499208e-04
  7.00000000 +2.0000000000000000e+00 +1.9999988066459291e+00 +2.5122012320605422e-03 +9.9826853602882359e-01 +9.9999941859168773e-01 +8.8422565941189714e-04 +8.4781971856826802e-04
  7.50000000 +2.0000000000000000e+00 +1.9999991575325506e+00 +2.5633674891605784e-03 +9.9813422011597897e-01 +9.9999924154065634e-01 +9.5370427195299126e-04 +9.1283407103199860e-04
  8.00000000 +2.0000000000000000e+00 +1.9999985709966572e+00 +2.6045288554612861e-03 +9.9802469852460218e-01 +9.9999906462962673e-01 +1.0095371246594883e-03 +9.6669972099886717e-04
  8.50000000 +2.0000000000000000e+00 +1.9999982606460522e+00 +2.6350889497876819e-03 +9.9794157522066740e-01 +9.9999884322509780e-01 +1.0525627409320117e-03 +1.0070188144339781e-03
  9.00000000 +2.0000000000000000e+00 +1.9999976569241003e+00 +2.6611390130093318e-03 +9.9786979287172162e-01 +9.9999860292655240e-01 +1.0944044103119322e-03 +1.0371997918784011e-03
  9.50000000 +2.0000000000000000e+00 +1.9999976248818667e+00 +2.6755299732041144e-03 +9.9782724093152364e-01 +9.9999829634284532e-01 +1.1209205355836335e-03 +1.0535421915655158e-03
 10.00000000 +2.0000000000000000e+00 +1.9999968835523050e+00 +2.6744477129587796e-03 +9.9782382744468268e-01 +9.9999800939469197e-01 +1.1176545289548288e-03 +1.0605086330881784e-03
 10.50000000 +2.0000000000000000e+00 +1.9999955233521940e+00 +2.6648734917575924e-03 +9.9784222292147251e-01 +9.9999780610442812e-01 +1.1169758977159217e-03 +1.0429950775269238e-03
 11.00000000 +2.0000000000000000e+00 +1.9999955921975947e+00 +2.6446957620319990e-03 +9.9788747936428945e-01 +9.9999743627128501e-01 +1.1070830234879393e-03 +1.0080013420790471e-03
