#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 3.6514837167011078e-03 -1.6684192267747364e-01
#     2 3.6514837167011078e-03 -1.6537373159758115e-01
#     3 3.6514837167011078e-03 -1.6390197690342123e-01
#adaptive measurement: gap=1.4681910798924891e-03 period_steps=8560 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999769960e+00 +1.8401088763760117e-03 +9.9999329085428001e-01 +9.9999999999982359e-01 +3.4318162234809995e-06 +3.2773293195300865e-06
  1.00000000 +2.0000000000000000e+00 +1.9999999992843056e+00 +1.8480218065522007e-03 +9.9997319786359662e-01 +9.9999999997624489e-01 +1.3449151648578338e-05 +1.3353008528705668e-05
  1.50000000 +2.0000000000000000e+00 +2.0000000008108803e+00 +1.8608869875413327e-03 +9.9994051674144302e-01 +9.9999999982632604e-01 +2.9824637134516496e-05 +2.9658794659735119e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999825102026e+00 +1.8785979488386857e-03 +9.9989549823555668e-01 +9.9999999924878891e-01 +5.2568938980717414e-05 +5.1933578275392631e-05
  2.50000000 +2.0000000000000000e+00 +2.0000000235345845e+00 +1.9007533028567109e-03 +9.9983913931532920e-01 +9.9999999808489282e-01 +8.1020435652673543e-05 +7.9842164565508585e-05
  3.00000000 +2.0000000000000000e+00 +2.0000000461284921e+00 +1.9265395955892872e-03 +9.9977347550497442e-01 +9.9999999521723737e-01 +1.1400754764581969e-04 +1.1252172888898564e-04
  3.50000000 +2.0000000000000000e+00 +2.0000000397325004e+00 +1.9554410346359404e-03 +9.9969976957633888e-01 +9.9999999115247273e-01 +1.5163111392533257e-04 +1.4860815770545001e-04
  4.00000000 +2.0000000000000000e+00 +1.9999999576218461e+00 +1.9860538823587210e-03 +9.9962156309675987e-01 +9.9999998328296935e-01 +1.9044132384054129e-04 +1.8801229646172010e-04
  4.50000000 +2.0000000000000000e+00 +1.9999999581289365e+00 +2.0188014878860117e-03 +9.9953775695735636e-01 +9.9999997121933881e-01 +2.3244080674452572e-04 +2.2983101497173108e-04
  5.00000000 +2.0000000000000000e+00 +2.0000000796869890e+00 +2.0517717990670590e-03 +9.9945317728106831e-01 +9.9999995551834997e-01 +2.7500599816488163e-04 +2.7186120275972761e-04
  5.50000000 +2.0000000000000000e+00 +2.0000001068022848e+00 +2.0858464775675933e-03 +9.9936552020495184e-01 +9.9999993575704615e-01 +3.1982052183459681e-04 +3.1472351627982633e-04
  6.00000000 +2.0000000000000000e+00 +2.0000000027972957e+00 +2.1180345184302995e-03 +9.9928237289458832e-01 +9.9999991090292417e-01 +3.6119171644587487e-04 +3.5652448561003687e-04
  6.50000000 +2.0000000000000000e+00 +1.9999998721665495e+00 +2.1478840269650514e-03 +9.9920486541711884e-01 +9.9999987967853965e-01 +4.0162664099930526e-04 +3.9362826178247648e-04
  7.00000000 +2.0000000000000000e+00 +1.9999994555556810e+00 +2.1751337697123105e-03 +9.9913371474345503e-01 +9.9999984531440445e-01 +4.3793749753103195e-04 +4.2850244417387909e-04
  7.50000000 +2.0000000000000000e+00 +1.9999994058601196e+00 +2.2011220046686286e-03 +9.9906556659863732e-01 +9.9999980379331910e-01 +4.7041707719975374e-04 +4.6421253047208096e-04
