start,stop,points,aggregate_Q,min_orbital_Q,projected_ntraj_aggregate_Q10,projected_ntraj_strict_Q10
0,100,201,15.553364224170638,13.855431508333314,103345.44129376413,130226.65847458172
100,200,201,7.36694056010354,6.031420911479293,460644.2740443439,687227.8228611345
200,300,201,3.734292027071775,2.931890463783498,1792765.3671994074,2908335.649941929
300,400,201,2.7480526315407516,2.125421759868576,3310471.979349519,5534135.184395546
400,500,201,2.400621409309762,1.5189439106644005,4338031.0762095,10835689.06679239
500,600,201,0.9924446935872351,0.7538416211675985,25382090.05848677,43992615.66102357
600,700,201,1.298405211312033,1.1720232947765292,14829260.995247789,18199837.960524578
700,800,201,0.9544332309035087,0.6007615402392977,27444094.41801599,69268497.03005007
800,900,201,1.0449606000873253,0.7898567552326993,22894975.179054007,40072213.733291775
900,1000,201,0.6013339927625962,0.49688191866625125,69136676.60356769,101258997.22190996
1000,1100,201,0.6451654543450687,0.5477391978000903,60061724.69254391,83328270.08357711
1100,1200,201,0.6204556294242315,0.4760108440630863,64940936.93097963,110333225.74618277
1200,1300,201,0.4616632529982009,0.4232168465351511,117297672.29568031,139577082.07353398
1300,1400,201,0.2900545586529878,0.23733541521415594,297153341.136576,443828219.0252725
1400,1500,201,0.47441959659283306,0.28011246382185084,111074602.79900926,318621546.7830242
1500,1600,201,0.31957846626831327,0.19978701473144908,244785107.6082402,626333287.3294315
1600,1700,201,0.18024371230177752,0.17337705392140024,769519733.9697852,831680982.0916958
1700,1800,201,0.17498829081417672,0.14835243754548447,816435781.7946508,1135927557.6112845
1800,1900,201,0.15798319640658331,0.10386831527423754,1001655121.0253766,2317255030.712171
1900,2000,201,0.09041213491489826,0.060698426991279864,3058345597.9799657,6785551263.32028
2000,2100,201,0.13358506651759772,0.09244738838956808,1400955003.28036,2925167332.5999956
2100,2200,201,0.09064913341656564,0.044115234346002084,3042374660.6670127,12845849437.694193
2200,2300,201,0.07225718810799307,0.047299691230594965,4788261878.677217,11174379002.237501
2300,2400,201,0.05470714255076649,0.030633146029172165,8353182036.211064,26641385465.460007
2400,2500,201,0.04865291045512552,0.03001368192017115,10561421082.649126,27752458210.902863
