#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 3.8729833462074169e-03 -1.6684192267747364e-01
#     2 3.8729833462074169e-03 -1.6537373159758115e-01
#     3 3.8729833462074169e-03 -1.6390197690342123e-01
#adaptive measurement: gap=1.4681910798924891e-03 period_steps=8560 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999747795e+00 +1.8404565148605952e-03 +9.9999240828480040e-01 +1.0000000000002067e+00 +3.7197453884431296e-06 +3.8719700160919031e-06
  1.00000000 +2.0000000000000000e+00 +2.0000000011833268e+00 +1.8492935133615196e-03 +9.9996996881774947e-01 +9.9999999997324840e-01 +1.4829117252546024e-05 +1.5202091774239929e-05
  1.50000000 +2.0000000000000000e+00 +2.0000000009589201e+00 +1.8638447942348584e-03 +9.9993300477800240e-01 +9.9999999982829824e-01 +3.3182708572835086e-05 +3.3812685036148101e-05
  2.00000000 +2.0000000000000000e+00 +2.0000000046525184e+00 +1.8839669720545991e-03 +9.9988185880211367e-01 +9.9999999906129500e-01 +5.8775542296799160e-05 +5.9366595893467485e-05
  2.50000000 +2.0000000000000000e+00 +1.9999999671086075e+00 +1.9086859097287392e-03 +9.9981897362405414e-01 +9.9999999757821134e-01 +9.0050921406045531e-05 +9.0977876239147612e-05
  3.00000000 +2.0000000000000000e+00 +1.9999999749790938e+00 +1.9376719509850661e-03 +9.9974515245235263e-01 +9.9999999398590178e-01 +1.2673895840297817e-04 +1.2811460292213664e-04
  3.50000000 +2.0000000000000000e+00 +1.9999999312101933e+00 +1.9703348378142410e-03 +9.9966185613312364e-01 +9.9999998727610384e-01 +1.6884442777120293e-04 +1.6931216341843018e-04
  4.00000000 +2.0000000000000000e+00 +2.0000000075677034e+00 +2.0058658232552594e-03 +9.9957110745607958e-01 +9.9999997864631607e-01 +2.1412641931297473e-04 +2.1478747863272032e-04
  4.50000000 +2.0000000000000000e+00 +1.9999999011296226e+00 +2.0433486759253469e-03 +9.9947520281145608e-01 +9.9999996509629985e-01 +2.6298259683356861e-04 +2.6184949376475969e-04
  5.00000000 +2.0000000000000000e+00 +1.9999997601000838e+00 +2.0812699283365823e-03 +9.9937788961469221e-01 +9.9999994604130538e-01 +3.1221161980909430e-04 +3.0995272453259153e-04
  5.50000000 +2.0000000000000000e+00 +1.9999996042441659e+00 +2.1193808341507217e-03 +9.9927982592560194e-01 +9.9999992221812528e-01 +3.6115124007871601e-04 +3.5910061455966867e-04
