#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 3.1622776601683794e-03 -1.6629068284483886e-01
#     2 3.1622776601683794e-03 -1.6537264580366598e-01
#     3 3.1622776601683794e-03 -1.6445321673605612e-01
#adaptive measurement: gap=9.1803704117288110e-04 period_steps=13689 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999828892e+00 +1.8394624472831899e-03 +9.9999493198126999e-01 +9.9999999999999856e-01 +2.4822948878501823e-06 +2.5857238415106068e-06
  1.00000000 +2.0000000000000000e+00 +2.0000000007509620e+00 +1.8454704767592483e-03 +9.9997967604228943e-01 +9.9999999998291800e-01 +9.9638920189780114e-06 +1.0360084170361664e-05
  1.50000000 +2.0000000000000000e+00 +1.9999999979700600e+00 +1.8551867289220828e-03 +9.9995499395744025e-01 +9.9999999987064458e-01 +2.2235346071166037e-05 +2.2770826190819020e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999943095976e+00 +1.8685596604928285e-03 +9.9992100346985879e-01 +9.9999999951456786e-01 +3.9380051998779725e-05 +3.9616963580493785e-05
  2.50000000 +2.0000000000000000e+00 +2.0000000021023654e+00 +1.8848445265097831e-03 +9.9987957237297687e-01 +9.9999999867228817e-01 +5.9655955948845606e-05 +6.0772997495514458e-05
  3.00000000 +2.0000000000000000e+00 +1.9999999754401503e+00 +1.9042922315091432e-03 +9.9983004564878908e-01 +9.9999999702966758e-01 +8.4356649848311031e-05 +8.5600672046381768e-05
  3.50000000 +2.0000000000000000e+00 +1.9999999778445512e+00 +1.9261490529850955e-03 +9.9977430890490715e-01 +9.9999999470573075e-01 +1.1291219447375433e-04 +1.1278419328040868e-04
  4.00000000 +2.0000000000000000e+00 +2.0000000923934365e+00 +1.9498641382428622e-03 +9.9971373891187643e-01 +9.9999999064914358e-01 +1.4341006879945640e-04 +1.4286037145118814e-04
  4.50000000 +2.0000000000000000e+00 +2.0000000686541508e+00 +1.9745318474385580e-03 +9.9965060522939386e-01 +9.9999998486755737e-01 +1.7523220954110473e-04 +1.7417769315363767e-04
