source_stage,model_branch,source_file,search_round,selection_rank,selection_status,case_id,wc_eV,eta,band_class,ntraj_per_run,independent_repeats,time_end,required_until,required_Q,bottleneck_window,passes_required_interval,active_orbitals,inactive_orbitals,max_inactive_noise,inactive_noise_limit,signal_rms,signal_peak,repeat_noise_rms,particle_number_max_error,Q_0_10,Q_10_20,Q_20_30,Q_30_40,Q_40_50,Q_50_60,Q_60_70,Q_70_80,Q_80_90,Q_90_100,Q_100_110,Q_110_120,Q_120_130,Q_130_140,Q_140_150
legacy-validation-t75,pre-resonant,scan_cloud_strict_validation_t75_20260809/strict_per_orbital_q60.csv,,,not-applicable,w4_e0p00036,4.0,0.00036,wide,32000000,4,75.0,60.0,1.6461505943156172,50-60,False,0 5 6 7 8 9,1 2 3 4,2.562753651423504e-05,4.2785310066211115e-05,0.0005043994938138002,0.0012474307816172942,0.00024076025903095756,1.5342305204057993e-10,92.06981413815215,23.55407535665892,7.11081187222528,4.57631224139147,3.135890810304602,1.6461505943156172,1.0418975344468753,,,,,,,,
legacy-validation-t75,pre-resonant,scan_cloud_strict_validation_t75_20260809/strict_per_orbital_q60.csv,,,not-applicable,w4p5_e0p0003,4.5,0.0003,wide,32000000,4,75.0,60.0,1.6415618959952754,50-60,False,0 5 6 7 8 9,1 2 3 4,1.3383702013365784e-05,3.3764700224879115e-05,0.00035331763594219145,0.0007630938088951693,0.00012634167628765777,1.5116707885454161e-10,86.84537867155862,20.65674876809011,7.534203229537393,4.499116777595706,3.089261798450083,1.6415618959952754,1.1749287568298665,,,,,,,,
dense-measure-ab,original-delE,scan_cloud_dense_ab_20260809/strict_ab_q60.csv,,,not-applicable,dense,5.0,0.00024,wide,1000000,4,60.0,60.0,0.36612153890571625,50-60,False,0 5 6 7 8 9,1 2 3 4,5.7772225443141865e-05,2.6540152191726588e-05,0.0002505393616554916,0.0007854954576668088,0.00025163416870540076,9.123368727159686e-12,13.996053181607927,3.1511163463084917,1.3769750439553665,0.8096517920531816,0.6260546369830645,0.36612153890571625,,,,,,,,,
dense-measure-ab,original-delE,scan_cloud_dense_ab_20260809/strict_ab_q60.csv,,,not-applicable,adaptive,5.0,0.00024,wide,1000000,4,60.0,60.0,0.35566462381938524,50-60,False,0 5 6 7 8 9,1 2 3 4,5.0819633539124695e-05,2.4683154460279877e-05,0.000200934927862031,0.0006437658633498183,0.00020511362334272695,9.122480548739986e-12,14.5733466587747,2.952845374676817,1.2128510701488053,0.8340215641327962,0.449755802688822,0.35566462381938524,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc2_eta0p00012,2.0,0.00012,narrow,1000000,3,60.0,60.0,0.6063554068945588,40-50,False,0 5 6 7 8 9,1 2 3 4,1.1893119970994456e-05,1.2119399434775256e-05,0.00010491146359054251,0.00031484204583050656,8.987339964727415e-05,9.197087535994797e-12,12.582194283728986,3.8614274591392532,1.442445278884652,0.7901290830960371,0.6063554068945588,0.6916985504832037,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc2_eta5em05,2.0,5e-05,narrow,1000000,3,60.0,60.0,0.6050767492999789,40-50,False,0 5 6 7 8 9,1 2 3 4,2.2981624017283286e-06,4.80598243454335e-06,3.7511751012504505e-05,9.54474925815397e-05,2.7717476747466912e-05,1.0241585357562144e-11,10.714468158340095,3.3925583335533944,1.1809417987363444,0.8140970694186622,0.6050767492999789,0.6302135340319427,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc10_eta0p00024,10.0,0.00024,wide,1000000,3,60.0,60.0,0.5895671647808276,50-60,False,0 5 6 7 8 9,1 2 3 4,6.261008077832373e-05,2.4384893908151387e-05,0.000252813531708637,0.0008246687665030622,0.0002616116123926178,9.127809619258187e-12,12.829911773108007,2.8675887808541964,1.1102139234251587,0.695124065365596,0.6561863840734097,0.5895671647808276,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc10_eta5em05,10.0,5e-05,wide,1000000,3,60.0,60.0,0.5871933345792533,50-60,False,0 5 6 7 8 9,1 2 3 4,2.0457250362763703e-06,4.03645323876956e-06,3.385746415123574e-05,8.744438216277435e-05,3.101652712706781e-05,1.0242473535981844e-11,10.293880345805038,2.102153585041668,1.0157947600812303,0.668457719205803,0.5962309679138926,0.5871933345792533,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc3p5_eta0p00012,3.5,0.00012,narrow,1000000,3,60.0,60.0,0.5695617630234373,50-60,False,0 5 6 7 8 9,1 2 3 4,1.3887062064247238e-05,1.1819676571477043e-05,0.00010523032014328609,0.00023526155901066042,8.555048822025369e-05,9.157119507108291e-12,9.891503996907169,3.508317436791093,1.4328433703861159,0.7788460778362398,0.7910721019421224,0.5695617630234373,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc9_eta5em05,9.0,5e-05,wide,1000000,3,60.0,60.0,0.5646982752509823,40-50,False,0 5 6 7 8 9,1 2 3 4,2.0661476068364625e-06,3.9967670415341235e-06,3.204850127604059e-05,9.871000901765916e-05,2.7816743128474805e-05,1.0240697179142444e-11,9.472272351508183,2.519508613419686,1.08788447381204,0.6454630639465907,0.5646982752509823,0.5900348161625427,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc2_eta0p00024,2.0,0.00024,narrow,1000000,3,60.0,60.0,0.5629157050737583,40-50,False,0 5 6 7 8 9,1 2 3 4,5.229642713924533e-05,2.7673395695643943e-05,0.00027712188473038614,0.0008244456062277415,0.0002664730144407131,9.126921440838487e-12,15.168306157724986,4.082179392214987,1.422172989402609,0.9864041572339097,0.5629157050737583,0.5824596722578081,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc5_eta0p00024,5.0,0.00024,wide,1000000,3,60.0,60.0,0.553623748562934,50-60,False,0 5 6 7 8 9,1 2 3 4,5.7710855873871485e-05,2.5213822029006744e-05,0.00025557828359471483,0.0009747642818280452,0.0002640025860403617,9.125145083999087e-12,12.918652116349762,3.653458017280743,1.3246685075174964,0.6934321396310427,0.6072139683979906,0.553623748562934,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc6p5_eta0p00012,6.5,0.00012,wide,1000000,3,60.0,60.0,0.5441855502796634,50-60,False,0 5 6 7 8 9,1 2 3 4,1.0045857829722535e-05,1.101622531305541e-05,0.00010123373988806984,0.0003019777987225786,8.768175923938264e-05,9.181988502859895e-12,11.157042834351214,3.0683765944256436,1.2669082155985725,0.6161164936928251,0.5888486166537751,0.5441855502796634,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc5_eta0p0005,5.0,0.0005,wide,1000000,3,60.0,60.0,0.5235992505213757,50-60,False,0 5 6 7 8 9,1 2 3 4,0.00035568341925100916,7.053050481731006e-05,0.0009417087109981079,0.003600265958955496,0.0012883180884715253,8.529177364380303e-12,14.556188442694795,4.048601547198044,1.3539714115851054,1.014929616036779,0.5476800789189513,0.5235992505213757,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc8_eta0p0005,8.0,0.0005,wide,1000000,3,60.0,60.0,0.5216596097109282,50-60,False,0 5 6 7 8 9,1 2 3 4,0.00038004717174545347,6.431969352113683e-05,0.0008634386477400011,0.002895368592409806,0.0011913370542563913,8.571809928525909e-12,18.110013629739235,3.9120965249636,1.6432940874730608,0.8344882156039312,0.600294055728435,0.5216596097109282,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc3p5_eta0p0025,3.5,0.0025,narrow,1000000,3,60.0,60.0,0.5097897616431883,50-60,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.001434320333833762,2.325272554668607,25.229734173056936,4.017855632859619,2.7398527890909463e-11,13.148719966883327,3.629097289133256,0.9201307343617795,0.5202728805819902,0.5611960759623633,0.5097897616431883,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc8_eta0p00024,8.0,0.00024,wide,1000000,3,60.0,60.0,0.5084053671531866,50-60,False,0 5 6 7 8 9,1 2 3 4,5.6677784200464365e-05,2.447347412123966e-05,0.0002511419424147683,0.0006523648087743992,0.00025062595236443605,9.127809619258187e-12,13.105765155630701,2.374126448396555,1.4064283614200306,0.8019719523317628,0.7251447207045871,0.5084053671531866,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc10_eta0p0005,10.0,0.0005,wide,1000000,3,60.0,60.0,0.5011773702296504,50-60,False,0 5 6 7 8 9,1 2 3 4,0.00043422064113503647,5.810578254993333e-05,0.0008869585315663726,0.003969370672925068,0.0010267537770655608,8.530065542800003e-12,14.524733862348995,3.0148686234260658,1.4596316980266817,0.5265931505743826,0.5663259412000436,0.5011773702296504,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc8_eta5em05,8.0,5e-05,wide,1000000,3,60.0,60.0,0.49365545045171577,40-50,False,0 5 6 7 8 9,1 2 3 4,2.0593308667959144e-06,4.304144352653391e-06,3.4230948470664797e-05,7.483955062635729e-05,3.0342550641630097e-05,1.0240697179142444e-11,9.04178018383842,2.5854387560896344,1.161396030333122,0.9874009379021347,0.49365545045171577,0.5453305221550521,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc8_eta0p001,8.0,0.001,wide,1000000,3,60.0,60.0,0.4923728311694794,50-60,False,0 5 6 7 8 9,1 2 3 4,0.005167018078131333,0.00016764457397199883,0.005072508973289784,0.024025301780577872,0.008561292700312336,6.6275873678023345e-12,15.457603294697511,2.3085372285036367,1.0652142604016914,0.684248313950015,0.5016144509561753,0.4923728311694794,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc2_eta0p0005,2.0,0.0005,narrow,1000000,3,60.0,60.0,0.49012357432113285,50-60,False,0 5 6 7 8 9,1 2 3 4,0.00043977181613188255,7.108716013083874e-05,0.0009230833822038591,0.0027806760366012547,0.0011856752158199801,8.562928144328907e-12,12.875749590579389,3.175306090209308,1.3389827893843524,0.8995874956154767,0.7622836906780494,0.49012357432113285,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc3p5_eta0p00024,3.5,0.00024,narrow,1000000,3,60.0,60.0,0.48433959438679486,50-60,False,0 5 6 7 8 9,1 2 3 4,5.4913616579875035e-05,2.7104117517289506e-05,0.00026343721967206953,0.0007601303531174941,0.00026224526468130376,9.129585976097587e-12,14.354387029966922,3.6415937384470825,1.2953819649427443,0.8890211133926421,0.6899893494964663,0.48433959438679486,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc6p5_eta0p00024,6.5,0.00024,wide,1000000,3,60.0,60.0,0.4826209382796205,50-60,False,0 5 6 7 8 9,1 2 3 4,5.651509856287201e-05,2.5243112235033572e-05,0.00023382265697192276,0.0006454766170939894,0.0002664131864698644,9.129585976097587e-12,14.607645258923428,3.427259138079043,1.3917570852515948,0.762709395268611,0.5077969079991451,0.4826209382796205,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc3p5_eta0p0005,3.5,0.0005,narrow,1000000,3,60.0,60.0,0.4792653063137343,40-50,False,0 5 6 7 8 9,1 2 3 4,0.00042037788998901824,7.284852937518664e-05,0.0008126718908203084,0.002738764984135545,0.0011543989806118812,8.546940932774305e-12,17.477650178299864,3.6144117970619574,1.3296921264225956,0.875768906143613,0.4792653063137343,0.5020790246571358,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc5_eta5em05,5.0,5e-05,wide,1000000,3,60.0,60.0,0.4695196595723009,50-60,False,0 5 6 7 8 9,1 2 3 4,2.1163671077400256e-06,4.379859719279836e-06,3.536680549282921e-05,7.680133740018563e-05,2.93009121723249e-05,1.0241585357562144e-11,7.871474440173769,2.6175469514319323,0.997559538618449,0.7031105609682186,0.5800592545364277,0.4695196595723009,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc3p5_eta5em05,3.5,5e-05,narrow,1000000,3,60.0,60.0,0.46818027389319844,40-50,False,0 5 6 7 8 9,1 2 3 4,2.2076719582811406e-06,4.652285757712227e-06,3.4921069122361216e-05,7.121702302049264e-05,2.865487997104505e-05,1.0242473535981844e-11,13.741506883181009,2.732381282802676,1.1448894662673792,0.9033997391976506,0.46818027389319844,0.5835652074371848,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc9_eta0p00012,9.0,0.00012,wide,1000000,3,60.0,60.0,0.4678290622669777,50-60,False,0 5 6 7 8 9,1 2 3 4,1.2121841032201825e-05,1.0839725938606515e-05,9.396879897500758e-05,0.00023092750464166412,8.884762632002155e-05,9.164224934465892e-12,13.957946898796228,2.0804692859903344,1.288809896210979,0.8320057501808019,0.7957532199538317,0.4678290622669777,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc8_eta0p00012,8.0,0.00012,wide,1000000,3,60.0,60.0,0.46203061048401056,50-60,False,0 5 6 7 8 9,1 2 3 4,1.2444911909185125e-05,1.151734328373943e-05,0.0001023400482465517,0.00024070411559894944,8.67206088752257e-05,9.174883075502294e-12,10.057101478057469,2.2727281373670607,1.1848875636351393,0.880099695988721,0.7020021124381713,0.46203061048401056,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc10_eta0p001,10.0,0.001,wide,1000000,3,60.0,60.0,0.46066588070032755,50-60,False,0 5 6 7 8 9,1 2 3 4,0.004457301600128866,0.000183599340236199,0.005149044989360237,0.02341453074110041,0.009121725351162124,6.8052230517423595e-12,11.455275027211684,2.4441726676386915,1.198182086149401,0.6827990123185217,0.5356254882883984,0.46066588070032755,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc6p5_eta5em05,6.5,5e-05,wide,1000000,3,60.0,60.0,0.4572473406408591,50-60,False,0 5 6 7 8 9,1 2 3 4,2.714848183126108e-06,4.365845971222674e-06,3.5711318496227355e-05,8.599706544112834e-05,3.142308465354081e-05,1.0240697179142444e-11,9.076826570818017,2.4006350533333785,1.357082217045221,0.8117578687246689,0.5932967226277307,0.4572473406408591,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc3p5_eta0p0075,3.5,0.0075,narrow,1000000,3,60.0,60.0,0.4537841190331072,50-60,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.12640680500146423,4.1114384163443125,39.30671472697876,7.1575273439676215,4.2518877307884395e-11,15.243417657511948,1.6903605657758762,0.4923755971919969,0.5388014422966911,0.5589664336916577,0.4537841190331072,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc6p5_eta0p0005,6.5,0.0005,wide,1000000,3,60.0,60.0,0.45322215245517733,50-60,False,0 5 6 7 8 9,1 2 3 4,0.0004304525305862441,6.103721896425389e-05,0.0009842042731896747,0.004206516703649443,0.0010718722998569507,8.637535131583718e-12,13.898163411618633,3.360641641273472,1.5794438395542025,0.6705680922385951,0.573778433525137,0.45322215245517733,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc9_eta0p00024,9.0,0.00024,wide,1000000,3,60.0,60.0,0.45276044656684933,50-60,False,0 5 6 7 8 9,1 2 3 4,5.4459304252592584e-05,2.4308708236761892e-05,0.0002435937856353589,0.0007536694763242376,0.00025023961314673594,9.15001407975069e-12,10.89331858490325,2.6162386689126103,1.2943746407997907,0.8558103910122417,0.6497017284231738,0.45276044656684933,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc5_eta0p00012,5.0,0.00012,wide,1000000,3,60.0,60.0,0.446953158282604,50-60,False,0 5 6 7 8 9,1 2 3 4,1.2082655302232459e-05,1.1327865427369892e-05,9.176811282772671e-05,0.00020967198451649535,8.94916330893312e-05,9.189093930217496e-12,10.661544272664067,2.8677336478699353,1.3830287836928872,0.8808570983702818,0.5910518800906541,0.446953158282604,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc10_eta0p00012,10.0,0.00012,wide,1000000,3,60.0,60.0,0.44565433458449705,50-60,False,0 5 6 7 8 9,1 2 3 4,1.0714928997067066e-05,1.0480309724666607e-05,9.111436305777556e-05,0.00021095498062652187,8.141140506406047e-05,9.155343150268891e-12,10.147677077405804,2.2089262718358658,1.185913890048222,0.7712881144853229,0.4844327801486967,0.44565433458449705,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc2_eta0p001,2.0,0.001,narrow,1000000,3,60.0,60.0,0.43691097026874365,50-60,False,0 5 6 7 8 9,1 2 3 4,0.004395312794752099,0.00020451830001959665,0.006525607496278383,0.040887502964152944,0.00876190936613479,6.74038602710425e-12,15.446548156263697,4.525872123855091,1.225261261146572,0.599595667408107,0.47819974628406814,0.43691097026874365,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc5_eta0p001,5.0,0.001,wide,1000000,3,60.0,60.0,0.43051860227263766,50-60,False,0 5 6 7 8 9,1 2 3 4,0.004003151136960813,0.0001751146903433481,0.0051532734174095365,0.02361208817745769,0.007275322296010826,6.6062710857295315e-12,16.119552384457908,4.290004188339904,1.0557005846993264,0.590358274066312,0.6422636515391618,0.43051860227263766,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc9_eta0p0075,9.0,0.0075,wide,1000000,3,60.0,60.0,0.42875543697290097,20-30,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.04677793910270685,3.1109286246143024,32.0484214118969,5.383241005558251,1.056221776707389e-11,12.4022469160401,1.149185037102739,0.42875543697290097,0.4513759580210861,0.5374251396155746,0.4689240132069633,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc10_eta0p0075,10.0,0.0075,wide,1000000,3,60.0,60.0,0.4167732715622131,20-30,False,0 1 5 7 8,2 3 4 6 9,18.682306719209357,8.056498176579698,51.11702183905076,561.8873890177352,88.54209179468178,5.262279501039302e-11,12.997295023482986,1.5528018657715206,0.4167732715622131,0.5767120012643436,0.4727389061430644,0.5159856687183078,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc6p5_eta0p0025,6.5,0.0025,wide,1000000,3,60.0,60.0,0.41466410171546136,20-30,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.0010613713522475974,0.7609427028564683,6.868399165932434,1.3489303593755764,6.306066779870889e-12,16.110150564592402,3.26772600817588,0.41466410171546136,0.4971740927623995,0.4680348385664214,0.5236038567760389,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc3p5_eta0p001,3.5,0.001,narrow,1000000,3,60.0,60.0,0.40646184735325763,50-60,False,0 5 6 7 8 9,1 2 3 4,0.00444323420881919,0.00019407666858965245,0.004824984348018129,0.01999699503613543,0.009301204284609945,6.6133765130871325e-12,17.81460724068577,3.9412321205142833,1.1775551738726067,0.6180585208310946,0.5756844774452502,0.40646184735325763,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc6p5_eta0p001,6.5,0.001,wide,1000000,3,60.0,60.0,0.40088030428924243,40-50,False,0 5 6 7 8 9,1 2 3 4,0.0039647017046763955,0.00016645373526093235,0.004958011571792962,0.02522233105252999,0.009601072796145547,6.699529819798045e-12,15.660638782204785,3.0432846212228744,1.3158740984756943,0.5730155226468581,0.40088030428924243,0.46777225042410214,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc9_eta0p001,9.0,0.001,wide,1000000,3,60.0,60.0,0.398497046016503,50-60,False,0 5 6 7 8 9,1 2 3 4,0.00460695048372847,0.00018271533852164622,0.005094889740403774,0.024878005782430206,0.007949159587890333,6.656897255652439e-12,18.322680677599607,2.7875478866516774,1.361995930256144,0.6158496709993431,0.5806994547405029,0.398497046016503,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc9_eta0p0025,9.0,0.0025,wide,1000000,3,60.0,60.0,0.39677819454011204,40-50,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.0011447212528375367,0.41149145292383127,2.4345431544532086,0.6786250955231364,6.221689829999377e-12,12.074413250930082,2.3160431876407017,0.6469693791155402,0.42270999356158684,0.39677819454011204,0.5531475707198455,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc8_eta0p0025,8.0,0.0025,wide,1000000,3,60.0,60.0,0.3913037062017495,30-40,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.0011590451247588192,73.00615506455678,711.670079022602,126.469027500087,6.239133654162288e-10,11.702277800634146,2.2838540457526233,0.7560438849593275,0.3913037062017495,0.5772395404270605,0.5673108250195009,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc2_eta0p0075,2.0,0.0075,narrow,1000000,3,60.0,60.0,0.3795451996150338,40-50,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.05020985395257854,1.902246101208523,18.53768904422622,3.2648898464937606,9.086953411951981e-12,13.711653769564375,1.5647127671446037,0.39352556726406435,0.4911761556121607,0.3795451996150338,0.4533513205908052,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc9_eta0p0005,9.0,0.0005,wide,1000000,3,60.0,60.0,0.36961555866227525,50-60,False,0 5 6 7 8 9,1 2 3 4,0.0005008212155986583,6.119147138161171e-05,0.0008066706579571628,0.0028300497604903494,0.0010814146369676639,8.587797140080511e-12,14.707601639691614,3.1581336946247736,1.1255870121386335,0.693649767401693,0.561917279862645,0.36961555866227525,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc8_eta0p0075,8.0,0.0075,wide,1000000,3,60.0,60.0,0.36852729239852017,40-50,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.11001553606693407,1.2333651565637695,7.5713680587445555,2.312999528954424,1.510258584858093e-11,12.178964109848788,1.5275345892102254,0.4309201638953216,0.440186306215713,0.36852729239852017,0.5201569506432581,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc5_eta0p0075,5.0,0.0075,wide,1000000,3,60.0,60.0,0.3634129083413139,20-30,False,0 1 2 4 5 6 7 8 9,3,4.309032557997761,0.3163137072096415,3.2111610969111957,24.704001257957007,5.6402878929365885,2.262368070660159e-11,13.27004594830405,1.839614454509405,0.3634129083413139,0.5292739040756407,0.3981260230549537,0.5073395930891145,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc6p5_eta0p0075,6.5,0.0075,wide,1000000,3,60.0,60.0,0.36292412077152775,20-30,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.04541145933308182,4.952134857610091,51.62349566660897,8.586420260646301,6.191314128045633e-11,14.094047465243111,1.6465772279614632,0.36292412077152775,0.5072943794402605,0.5466316346407077,0.48965684908194657,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc10_eta0p0025,10.0,0.0025,wide,1000000,3,60.0,60.0,0.27447050897277614,40-50,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.0011118391180125395,1.1214699824275076,6.1170402971598286,1.9387288380231258,6.359357485052897e-12,14.104386011451437,1.4946517689706755,0.6962716977326302,0.3954389335376178,0.27447050897277614,0.5192711404684572,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc5_eta0p0025,5.0,0.0025,wide,1000000,3,60.0,60.0,0.21101627914448282,40-50,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.0013017407717548668,0.9546785439532908,6.947149601179242,1.9846844526481628,1.2043699371133698e-11,14.513133266103875,2.861984072222031,0.9775425579896824,0.38628284293637344,0.21101627914448282,0.3412586718521904,,,,,,,,,
original-coarse-1m,original-delE,scan_cloud_grid_1m_q4_20260809/strict_grid_q60.csv,,,not-applicable,wc2_eta0p0025,2.0,0.0025,narrow,1000000,3,60.0,60.0,0.029465173388256667,40-50,False,0 1 2 3 4 5 6 7 8 9,,0.0,0.00134750283655653,0.650754130302851,5.289360450513808,2.871519666407988,6.0031979387531464e-12,9.874967109537735,3.6701975126517232,0.8960488985004439,0.4181167734230306,0.029465173388256667,0.37211603428786266,,,,,,,,,
original-fine-1m,original-delE,scan_cloud_grid_1m_fine_20260809/strict_fine_q60.csv,,,not-applicable,wc3_eta5em05,3.0,5e-05,narrow,1000000,3,60.0,60.0,0.6682716104483906,50-60,False,0 5 6 7 8 9,1 2 3 4,1.8871030125682795e-06,4.7349687155617265e-06,3.895372269266193e-05,0.0001049979606312485,2.817367841794519e-05,1.0242473535981844e-11,9.27645192867506,3.0286498632284102,1.067237738698552,0.9797466935120273,0.6799643000621093,0.6682716104483906,,,,,,,,,
original-fine-1m,original-delE,scan_cloud_grid_1m_fine_20260809/strict_fine_q60.csv,,,not-applicable,wc1p5_eta0p00018,1.5,0.00018,narrow,1000000,3,60.0,60.0,0.6595760314347519,50-60,False,0 5 6 7 8 9,1 2 3 4,2.878644266614413e-05,1.9800637569089998e-05,0.00018614660892700573,0.0004913959938431183,0.000153468684928379,1.0099476810410124e-11,14.24194459494102,4.073187654687363,1.3112734856735524,0.9482748626047831,0.7730861130996501,0.6595760314347519,,,,,,,,,
