source_stage,model_branch,source_file,search_round,selection_rank,selection_status,case_id,wc_eV,eta,band_class,ntraj_per_run,independent_repeats,time_end,required_until,required_Q,bottleneck_window,passes_required_interval,active_orbitals,inactive_orbitals,max_inactive_noise,inactive_noise_limit,signal_rms,signal_peak,repeat_noise_rms,particle_number_max_error,Q_0_10,Q_10_20,Q_20_30,Q_30_40,Q_40_50,Q_50_60,Q_60_70,Q_70_80,Q_80_90,Q_90_100,Q_100_110,Q_110_120,Q_120_130,Q_130_140,Q_140_150
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w5_e0p00024,5.0,0.00024,wide,8000000,3,50.0,50.0,1.6845853939262772,40-50,False,0 5 6 7 8 9,1 2 3 4,7.509508302153233e-06,2.616480151814199e-05,0.00020270420390489105,0.00032843900760924264,4.959074951427676e-05,6.159517340620368e-11,39.53108994276428,10.514477397311893,3.3471622532147367,2.7710807992653614,1.6845853939262772,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4_e0p00036,4.0,0.00036,wide,8000000,3,50.0,50.0,1.57216186030313,40-50,False,0 5 6 7 8 9,1 2 3 4,2.2409817714077577e-05,4.294083872949416e-05,0.0003427671738349719,0.0005948572430047525,7.708471740620239e-05,6.116795958632792e-11,40.843033432256775,9.734320438993956,3.5126333533911,2.539321359978936,1.57216186030313,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4p5_e0p00024,4.5,0.00024,wide,8000000,3,50.0,50.0,1.5584632804278322,40-50,False,0 5 6 7 8 9,1 2 3 4,1.0086295348237335e-05,2.6011312543081214e-05,0.0002002912496329405,0.0003180642800726833,4.268517465995424e-05,6.137756969337715e-11,36.913356655492315,9.168917111963268,3.844169494614416,2.478582059579859,1.5584632804278322,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4p5_e0p00036,4.5,0.00036,wide,8000000,3,50.0,50.0,1.4970581230129127,40-50,False,0 5 6 7 8 9,1 2 3 4,2.0564937882468786e-05,4.25997230525906e-05,0.00033948361561926386,0.0005685686006487063,8.841079387638603e-05,6.048050948948003e-11,47.07808041449625,8.157620354667127,4.046210468774893,2.0565052764414675,1.4970581230129127,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4_e0p0003,4.0,0.0003,wide,8000000,3,50.0,50.0,1.3487507576804563,40-50,False,0 5 6 7 8 9,1 2 3 4,1.3334116169769411e-05,3.4431660486377555e-05,0.0002652143645029611,0.0004600172641785407,5.599634829768051e-05,7.189182582578724e-11,35.22613833843616,9.106822664947755,4.250992597680667,2.238075474478747,1.3487507576804563,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4_e0p00024,4.0,0.00024,wide,8000000,3,50.0,50.0,1.3433941368640032,40-50,False,0 5 6 7 8 9,1 2 3 4,7.1725662033495435e-06,2.6314533895339657e-05,0.00020570747546312483,0.0003547906689703982,4.645184600870491e-05,6.179412537221651e-11,52.19037232511706,9.399582829945945,3.6142087307837207,2.347620844233991,1.3433941368640032,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4p75_e0p00024,4.75,0.00024,wide,8000000,3,50.0,50.0,1.324640387782467,40-50,False,0 5 6 7 8 9,1 2 3 4,8.527172627440569e-06,2.59983219922018e-05,0.00019850854849006648,0.00028375646736316675,4.423982123628904e-05,6.126565921249494e-11,38.464274480537604,9.502482664780144,3.795642268427348,1.8133792163657856,1.324640387782467,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w5_e0p00036,5.0,0.00036,wide,8000000,3,50.0,50.0,1.3194334313402432,40-50,False,0 5 6 7 8 9,1 2 3 4,1.667855725207793e-05,4.269444860475499e-05,0.0003412898914770416,0.0006588287325819347,8.437279534851944e-05,6.077005565430227e-11,32.01572780868027,8.610028487544493,3.8684581663857083,2.0424204677063273,1.3194334313402432,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4p75_e0p00036,4.75,0.00036,wide,8000000,3,50.0,50.0,1.1307805684369188,40-50,False,0 5 6 7 8 9,1 2 3 4,2.00964085802508e-05,4.2738923121373975e-05,0.00034135730529845934,0.0005877738517688354,8.12518315890552e-05,6.051958933994683e-11,40.98236546194317,11.036014413068882,3.290688695048104,2.4157238963411003,1.1307805684369188,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w5_e0p0003,5.0,0.0003,wide,8000000,3,50.0,50.0,1.1250074356337207,40-50,False,0 5 6 7 8 9,1 2 3 4,1.2507182894029829e-05,3.365063624257812e-05,0.00026002123497018386,0.0004482286812352309,6.926150907399634e-05,7.187139772213413e-11,38.532945662299944,10.261461407843434,3.3675687817549482,2.048626635775554,1.1250074356337207,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4p25_e0p00024,4.25,0.00024,wide,8000000,3,50.0,50.0,1.1128957694589883,40-50,False,0 5 6 7 8 9,1 2 3 4,9.732008331732212e-06,2.6217881645955765e-05,0.00019560249534696637,0.00030714847320893583,4.599849870775081e-05,6.181277711903022e-11,41.430396319882114,8.633749657120712,3.2086448239437844,2.57964664164091,1.1128957694589883,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4p25_e0p00036,4.25,0.00036,wide,8000000,3,50.0,50.0,1.003605463726904,40-50,False,0 5 6 7 8 9,1 2 3 4,2.2697625850261277e-05,4.2718634447498254e-05,0.00033584215390622445,0.0006149304823060062,9.546131070613779e-05,6.005240749118457e-11,39.043375826429475,8.608310878532816,4.004751576113218,1.842141570982969,1.003605463726904,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4p75_e0p0003,4.75,0.0003,wide,8000000,3,50.0,50.0,0.9726895457058483,40-50,False,0 5 6 7 8 9,1 2 3 4,1.476021347830142e-05,3.318716560479299e-05,0.0002524454360242818,0.00045919387951856246,6.007959393514582e-05,7.201261809086645e-11,33.37880039439947,9.523809833220145,3.789926425054922,2.2822011589894897,0.9726895457058483,,,,,,,,,,
legacy-refined-t50,pre-resonant,scan_cloud_strict_refined_t50_20260809/strict_per_orbital.csv,,,not-applicable,w4p25_e0p0003,4.25,0.0003,wide,8000000,3,50.0,50.0,0.6859256539532224,40-50,False,0 5 6 7 8 9,1 2 3 4,1.5231366598373466e-05,3.4131919578585055e-05,0.0002601831682176687,0.0004014804107947279,6.506679891462181e-05,7.155698256156029e-11,44.608823988005504,10.705776279689724,3.8291198047247077,2.0268820370277822,0.6859256539532224,,,,,,,,,,
legacy-validation-t75,pre-resonant,scan_cloud_strict_validation_t75_20260809/strict_per_orbital_q60.csv,,,not-applicable,w5_e0p00024,5.0,0.00024,wide,32000000,4,75.0,60.0,2.5005803629588033,50-60,True,0 5 6 7 8 9,1 2 3 4,9.392552212919174e-06,2.5479377296842292e-05,0.00026935346863969113,0.0005936507472255009,8.229314064359405e-05,1.106847946630296e-10,84.15673296279377,18.23615829419209,7.126366422160808,4.887905717123633,3.1652604394355714,2.5005803629588033,1.0188161242793372,,,,,,,,
