#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 4.0824829046386306e-03 -1.6665817606659536e-01
#     2 4.0824829046386306e-03 -1.6537331398261937e-01
#     3 4.0824829046386306e-03 -1.6408572351429951e-01
#adaptive measurement: gap=1.2848620839759906e-03 period_steps=9781 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999701965e+00 +1.8407890158202850e-03 +9.9999156414457568e-01 +9.9999999999934064e-01 +4.1551575434219260e-06 +4.2806972215540387e-06
  1.00000000 +2.0000000000000000e+00 +1.9999999997560161e+00 +1.8507573352388609e-03 +9.9996625187847687e-01 +9.9999999996614630e-01 +1.6518431089178999e-05 +1.7229724628183074e-05
  1.50000000 +2.0000000000000000e+00 +2.0000000036925663e+00 +1.8665371090667176e-03 +9.9992616641744825e-01 +9.9999999960410690e-01 +3.6510102671201688e-05 +3.7323874416250712e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999863857059e+00 +1.8887121834505283e-03 +9.9986980140327553e-01 +9.9999999849718824e-01 +6.4568119176406668e-05 +6.5631981629851158e-05
  2.50000000 +2.0000000000000000e+00 +1.9999999640664186e+00 +1.9163948983068270e-03 +9.9979937788956919e-01 +9.9999999642004733e-01 +9.9833548099661582e-05 +1.0079214270414157e-04
  3.00000000 +2.0000000000000000e+00 +1.9999999926412411e+00 +1.9484887368457426e-03 +9.9971764332893887e-01 +9.9999999233731940e-01 +1.4040954191271791e-04 +1.4195479310301397e-04
  3.50000000 +2.0000000000000000e+00 +1.9999999407449229e+00 +1.9850739021257491e-03 +9.9962435467803235e-01 +9.9999998621982977e-01 +1.8626537319944083e-04 +1.8939372758989504e-04
  4.00000000 +2.0000000000000000e+00 +1.9999998912545485e+00 +2.0244256527029662e-03 +9.9952383073966378e-01 +9.9999997574443356e-01 +2.3622349838659421e-04 +2.3997001626198763e-04
  4.50000000 +2.0000000000000000e+00 +2.0000001529183304e+00 +2.0661357640540251e-03 +9.9941707350933517e-01 +9.9999995981421730e-01 +2.8960984627923194e-04 +2.9335683149907200e-04
  5.00000000 +2.0000000000000000e+00 +1.9999999599379925e+00 +2.1089678770151656e-03 +9.9930722230828151e-01 +9.9999993828763223e-01 +3.4576245316465635e-04 +3.4707695080992790e-04
  5.50000000 +2.0000000000000000e+00 +1.9999999695831998e+00 +2.1510501962418130e-03 +9.9919893853701647e-01 +9.9999990749438772e-01 +3.9961144896337610e-04 +4.0154251952786226e-04
  6.00000000 +2.0000000000000000e+00 +2.0000003329214429e+00 +2.1908222444838935e-03 +9.9909615825639486e-01 +9.9999987188295936e-01 +4.5082278690908317e-04 +4.5314707535543277e-04
  6.50000000 +2.0000000000000000e+00 +2.0000002749673351e+00 +2.2279994107770539e-03 +9.9899959356506407e-01 +9.9999982869298076e-01 +5.0040665338871369e-04 +5.0017108856327227e-04
  7.00000000 +2.0000000000000000e+00 +1.9999997265870413e+00 +2.2648595017242374e-03 +9.9890360246643761e-01 +9.9999977188104261e-01 +5.4833993848818756e-04 +5.4828571531542335e-04
  7.50000000 +2.0000000000000000e+00 +1.9999995846159730e+00 +2.2949182365144781e-03 +9.9882444806959791e-01 +9.9999971658756970e-01 +5.9122162297306025e-04 +5.8461371950885950e-04
  8.00000000 +2.0000000000000000e+00 +1.9999994887209640e+00 +2.3197250704930904e-03 +9.9875823167858591e-01 +9.9999964141764319e-01 +6.2053761142444037e-04 +6.2158929270513289e-04
  8.50000000 +2.0000000000000000e+00 +1.9999989770901445e+00 +2.3395258101376994e-03 +9.9870452861927295e-01 +9.9999955930442286e-01 +6.4843831545307120e-04 +6.4747376236469066e-04
  9.00000000 +2.0000000000000000e+00 +1.9999983179570460e+00 +2.3585238748615052e-03 +9.9865286581383372e-01 +9.9999946858242528e-01 +6.7679081385073976e-04 +6.7087479104900854e-04
  9.50000000 +2.0000000000000000e+00 +1.9999986097461850e+00 +2.3695830419625209e-03 +9.9862110228238588e-01 +9.9999937984264586e-01 +6.9092280420597683e-04 +6.8859507040663383e-04
 10.00000000 +2.0000000000000000e+00 +1.9999971512182506e+00 +2.3666393339779272e-03 +9.9862449428847566e-01 +9.9999928815206918e-01 +6.9153771753014282e-04 +6.8467984078184746e-04
 10.50000000 +2.0000000000000000e+00 +1.9999970571257863e+00 +2.3627947481620996e-03 +9.9863040056279129e-01 +9.9999918801797594e-01 +6.9024967081937128e-04 +6.8016174831359380e-04
 11.00000000 +2.0000000000000000e+00 +1.9999976243116206e+00 +2.3574898379188870e-03 +9.9864036421136848e-01 +9.9999904301428666e-01 +6.8295093553009229e-04 +6.7764183917029346e-04
 11.50000000 +2.0000000000000000e+00 +1.9999967872226216e+00 +2.3451367372074663e-03 +9.9866846252633312e-01 +9.9999892831514314e-01 +6.7428878600872099e-04 +6.5832037098388684e-04
 12.00000000 +2.0000000000000000e+00 +1.9999965150208836e+00 +2.3195089428199147e-03 +9.9873049821808424e-01 +9.9999881602217411e-01 +6.3662321652779472e-04 +6.3406254312174497e-04
 12.50000000 +2.0000000000000000e+00 +1.9999968134077279e+00 +2.2933463532638630e-03 +9.9879435803782290e-01 +9.9999870138704439e-01 +6.2012375022353703e-04 +5.8681682348802504e-04
 13.00000000 +2.0000000000000000e+00 +1.9999968142530387e+00 +2.2551448225618907e-03 +9.9888885653149861e-01 +9.9999856888601346e-01 +5.5751008592410951e-04 +5.5506449515083426e-04
 13.50000000 +2.0000000000000000e+00 +1.9999957618546360e+00 +2.2200254485851916e-03 +9.9897647647646270e-01 +9.9999852666549416e-01 +5.2297109942927938e-04 +5.0202575717819343e-04
 14.00000000 +2.0000000000000000e+00 +1.9999957097180046e+00 +2.1870052988726984e-03 +9.9905982766002666e-01 +9.9999826087448251e-01 +4.8393193760550685e-04 +4.5797952741272966e-04
 14.50000000 +2.0000000000000000e+00 +1.9999970055809715e+00 +2.1357102502929178e-03 +9.9918989070970277e-01 +9.9999828183620354e-01 +4.1381539752821016e-04 +3.9801205760843511e-04
 15.00000000 +2.0000000000000000e+00 +1.9999961957414669e+00 +2.1160980863254757e-03 +9.9924126261609658e-01 +9.9999810891805085e-01 +3.8457157305212724e-04 +3.7605689243548938e-04
 15.50000000 +2.0000000000000000e+00 +1.9999960241166743e+00 +2.0744374118258908e-03 +9.9934839454237301e-01 +9.9999808719738614e-01 +3.3958437783064018e-04 +3.1393388243392445e-04
 16.00000000 +2.0000000000000000e+00 +1.9999945952351188e+00 +2.0453465859207216e-03 +9.9942457454338929e-01 +9.9999802612081123e-01 +3.1954877033283253e-04 +2.5785056587091637e-04
 16.50000000 +2.0000000000000000e+00 +1.9999940899728041e+00 +2.0144363431817175e-03 +9.9950732639231699e-01 +9.9999770190481396e-01 +2.5911660262025832e-04 +2.3585510169244053e-04
 17.00000000 +2.0000000000000000e+00 +1.9999942803027591e+00 +1.9739215811211928e-03 +9.9961306043555842e-01 +9.9999770901881646e-01 +1.8798618220765062e-04 +2.0124436339318224e-04
 17.50000000 +2.0000000000000000e+00 +1.9999997053909031e+00 +1.9548163261784955e-03 +9.9966757947913054e-01 +9.9999758670253713e-01 +1.7249229826294071e-04 +1.6234151899304340e-04
 18.00000000 +2.0000000000000000e+00 +1.9999966180088229e+00 +1.9351733721117083e-03 +9.9972229496404375e-01 +9.9999786093036291e-01 +1.6224183887554827e-04 +1.1760226813838723e-04
 18.50000000 +2.0000000000000000e+00 +1.9999974186081118e+00 +1.9268079260825659e-03 +9.9974934450087161e-01 +9.9999764811119196e-01 +1.4957381209560584e-04 +1.0343357687995503e-04
 19.00000000 +2.0000000000000000e+00 +1.9999973170699425e+00 +1.9205928375044120e-03 +9.9977137638196045e-01 +9.9999757049045934e-01 +1.0935121432490188e-04 +1.2170191375721610e-04
 19.50000000 +2.0000000000000000e+00 +1.9999976573588607e+00 +1.9080935686183501e-03 +9.9980883455494896e-01 +9.9999777004484380e-01 +8.0884544742162748e-05 +1.1251085596097245e-04
 20.00000000 +2.0000000000000000e+00 +1.9999919666028045e+00 +1.9010596770918744e-03 +9.9983249514129702e-01 +9.9999754470546465e-01 +5.5908172764260614e-05 +1.1405198185361157e-04
 20.50000000 +2.0000000000000000e+00 +1.9999950445765957e+00 +1.9131372995538603e-03 +9.9980933743543865e-01 +9.9999776170921961e-01 +1.0402095901851140e-04 +8.8879897215476841e-05
 21.00000000 +2.0000000000000000e+00 +1.9999958827095301e+00 +1.9269326071978327e-03 +9.9978070067721236e-01 +9.9999704606723427e-01 +8.5231706478306707e-05 +1.3702154955694786e-04
 21.50000000 +2.0000000000000000e+00 +1.9999979139341291e+00 +1.9336304988484205e-03 +9.9976958606678268e-01 +9.9999741156209421e-01 +1.1226531052846901e-04 +1.2073706097680738e-04
 22.00000000 +2.0000000000000000e+00 +2.0000003149599417e+00 +1.9522723025079591e-03 +9.9972690860072633e-01 +9.9999764736067565e-01 +1.0357767277086361e-04 +1.7186636623870894e-04
 22.50000000 +2.0000000000000000e+00 +1.9999974334203023e+00 +1.9810834796233421e-03 +9.9965755336283169e-01 +9.9999702246168520e-01 +1.6920122652665096e-04 +1.7622294847011435e-04
 23.00000000 +2.0000000000000000e+00 +1.9999978244440979e+00 +2.0136479773291104e-03 +9.9957747377029671e-01 +9.9999687057625064e-01 +1.9976058986275488e-04 +2.2589506358712053e-04
 23.50000000 +2.0000000000000000e+00 +1.9999997925030810e+00 +2.0339169546908092e-03 +9.9952943542027661e-01 +9.9999676760462597e-01 +2.3985336471831563e-04 +2.3394361077031230e-04
 24.00000000 +2.0000000000000000e+00 +1.9999975245435933e+00 +2.0785543138623721e-03 +9.9941671979519708e-01 +9.9999664841228664e-01 +2.7956461880877283e-04 +3.0706717410306146e-04
 24.50000000 +2.0000000000000000e+00 +2.0000006490850368e+00 +2.1091371108393252e-03 +9.9933967510869359e-01 +9.9999660974558935e-01 +3.4075980598538184e-04 +3.2295533850683952e-04
 25.00000000 +2.0000000000000000e+00 +2.0000018697709727e+00 +2.1257728869268741e-03 +9.9929642718565859e-01 +9.9999745021621145e-01 +3.5191514308061827e-04 +3.5420745383696447e-04
