label,orbital,initially_occupied,qm_signal_rms,simulation_signal_rms,error_rms,Q_qm,amplitude_ratio,cosine_similarity,pearson_correlation,qm_peak_abs,simulation_peak_abs,max_abs_error
r2,3,True,5.66462698387724e-08,1.496009167611156e-07,1.3264859457664862e-07,0.4270401056231347,2.64096677834061,0.4716349765388227,0.300474184947644,9.950362167554516e-08,6.603476196964664e-07,5.692964907266784e-07
r2,4,True,6.852679400046541e-08,1.5416669431028477e-07,1.2857648470030332e-07,0.5329652164639073,2.249728687281616,0.5646894330631027,0.39594854465632895,1.32828821164388e-07,6.24288128525663e-07,5.091569770243609e-07
r2,5,False,1.1331888691553215e-05,1.1381323904838704e-05,5.024545580644242e-07,22.553061783748912,1.0043624866631753,0.9990307316902531,0.994875330667501,2.01292618826376e-05,2.0222220317958844e-05,1.4399877148697943e-06
r2,6,False,1.0909439168976393e-05,1.0977039228465584e-05,5.175258782506655e-07,21.079987740617614,1.0061964743046947,0.9989008103538553,0.9941925810251971,1.9485830705035268e-05,1.9573323193826787e-05,1.494602040827501e-06
r2,7,False,1.049173563723665e-05,1.0572579383303326e-05,5.483358181064049e-07,19.133777679284705,1.007705469224725,0.9986741616735957,0.9930342100837016,1.883102876233672e-05,1.891298451940171e-05,2.1120427878257315e-06
r2,8,False,1.0093983930926125e-05,1.0182467875540137e-05,5.930002616992326e-07,17.02188781839991,1.0087660080716905,0.9983274259331516,0.9912632281255752,1.8166202429492194e-05,1.82425649716406e-05,2.6722419599261237e-06
r2,9,False,9.727693838943199e-06,9.822927227826258e-06,6.483399189791607e-07,15.004002613721324,1.0097899245658624,0.9978479529526326,0.9887494968156161,1.7492740211740316e-05,1.756346781021053e-05,3.1012537147989442e-06
r3,0,True,5.1682022097888024e-05,5.067363278699731e-05,3.327845009022614e-06,15.530177023799256,0.9804885863602476,0.9980797963482906,0.9887391652639412,9.409912299163103e-05,9.35246936052403e-05,1.2580087973224074e-05
r3,1,True,3.436105083557288e-08,1.5362870073731166e-07,1.4200422129481642e-07,0.2419720380300213,4.471012876540576,0.437336374471548,0.28251503757309304,4.917798723802491e-08,5.562595970509676e-07,5.271404053264206e-07
r3,2,True,4.4802550350877525e-08,1.5426021366082446e-07,1.3580249718188563e-07,0.329909620814054,3.443112332952337,0.5325493030701623,0.37229518143536416,6.778292704900934e-08,5.467413487503237e-07,4.835351392618037e-07
r3,3,True,5.66462698387724e-08,1.5981350614689742e-07,1.3372783589494e-07,0.4235937077698255,2.821253837221081,0.6001444711861368,0.44022206106712974,9.950362167554516e-08,5.618567929799312e-07,4.649214018215275e-07
r3,4,True,6.852679400046541e-08,1.676431249318669e-07,1.3475674084054068e-07,0.5085221976506097,2.4463879768069745,0.6372171461504514,0.4792123655496321,1.32828821164388e-07,6.110721391117124e-07,4.830583643089525e-07
r3,5,False,1.1331888691553215e-05,1.1111200326343056e-05,6.529771468536924e-07,17.354188804546734,0.9805250147422768,0.9985002257795615,0.9920531881267122,2.01292618826376e-05,2.0009720081469073e-05,2.511023326347825e-06
r3,6,False,1.0909439168976393e-05,1.0701230353586957e-05,6.824030701324408e-07,15.986796728301776,0.9809148011951405,0.9981912495962529,0.9904534249538417,1.9485830705035268e-05,1.936797228646112e-05,2.5232659367928603e-06
r3,7,False,1.049173563723665e-05,1.0304677815839682e-05,7.00557124816229e-07,14.976274261701148,0.982170936452776,0.9978920868513194,0.9889996358988479,1.883102876233672e-05,1.871490491025849e-05,2.5325291831593595e-06
r3,8,False,1.0093983930926125e-05,9.935006677822543e-06,6.963173998006139e-07,14.496239694450367,0.9842502965933495,0.9977085822210158,0.9882578377212955,1.8166202429492194e-05,1.8051862807805464e-05,2.451274864285323e-06
r3,9,False,9.727693838943199e-06,9.596581737016236e-06,6.69591086309211e-07,14.527812627498209,0.9865217692808055,0.9976906813637255,0.9884025133917761,1.7492740211740316e-05,1.738023285628296e-05,2.3289586769829323e-06
