label,path,n_points,tmax,qm_signal_rms,simulation_signal_rms,error_rms,Q_qm,Q_qm_first_half,Q_qm_second_half,Q_qm_min_half,amplitude_ratio,cosine_similarity,max_abs_occupation_error,max_particle_error
r1,E:\project_qm\scan_v064_short_qm_20260811\t50-high-accuracy\n250k-b16-r1\ahm-sepmb-s10-n5-250000.dat,101,50.0,1.7958460738051352e-05,1.8196480615072815e-05,1.0221679729042684e-06,17.56899180378963,35.51059569293713,12.647988722256516,12.647988722256516,1.013253913043735,0.998488017112237,9.8597694855318e-06,7.502176657681048e-11
r2,E:\project_qm\scan_v064_short_qm_20260811\t50-high-accuracy\n250k-b16-r2\ahm-sepmb-s10-n5-250000.dat,101,50.0,1.7958460738051352e-05,1.807846942069791e-05,9.143200011468964e-07,19.641329857735567,37.03126177328826,14.27259970464459,14.27259970464459,1.0066825706499598,0.9987347144289389,1.0024518235729474e-05,7.51700923729004e-11
r3,E:\project_qm\scan_v064_short_qm_20260811\t50-high-accuracy\n250k-b16-r3\ahm-sepmb-s10-n5-250000.dat,101,50.0,1.7958460738051352e-05,1.761498887249512e-05,1.1603984646740187e-06,15.476115562679821,31.68736227749037,11.119911120183476,11.119911120183476,0.9808740921303759,0.9980581666759444,1.2580087973224074e-05,7.496137044427087e-11
