# time_au orbital_0 orbital_1 orbital_2 orbital_3 orbital_4 orbital_5 orbital_6 orbital_7 orbital_8 orbital_9
0.000000000000000000e+00 1.000000000000037526e+00 1.000000000000037526e+00 1.000000000000037526e+00 1.000000000000037526e+00 1.000000000000037526e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 9.999994900368529560e-01 1.000000000000018652e+00 1.000000000000018652e+00 1.000000000000018652e+00 1.000000000000018652e+00 1.036092555120939350e-07 1.028234425868016178e-07 1.020150855307488144e-07 1.011842930207927187e-07 1.003311833476451011e-07
4.000000000000000000e+00 9.999991768828777605e-01 9.999999999998540057e-01 9.999999999998555600e-01 9.999999999998571143e-01 9.999999999998586686e-01 1.775313576621167358e-07 1.711090853294639910e-07 1.646491453731666158e-07 1.581636116488152247e-07 1.516646846247122298e-07
6.000000000000000000e+00 9.999997938700241340e-01 9.999999999996449507e-01 9.999999999996518341e-01 9.999999999996591615e-01 9.999999999996666000e-01 5.506777878913735448e-08 4.763913846813075604e-08 4.070584667212755678e-08 3.429375120758454080e-08 2.842502728236543101e-08
8.000000000000000000e+00 9.999998658106626914e-01 9.999999999996100897e-01 9.999999999996174171e-01 9.999999999996251887e-01 9.999999999996332933e-01 1.720715437037586581e-08 2.155914709404808502e-08 2.641433560124710903e-08 3.169487214704894882e-08 3.731553088837779388e-08
1.000000000000000000e+01 9.999992521120151245e-01 9.999999999994035882e-01 9.999999999993965938e-01 9.999999999993910427e-01 9.999999999993867128e-01 1.452586476788868559e-07 1.485978922461323130e-07 1.507931232412882292e-07 1.517689406713024972e-07 1.514719922957770152e-07
1.200000000000000000e+01 9.999994100817528597e-01 9.999999999988310462e-01 9.999999999988190558e-01 9.999999999988116173e-01 9.999999999988082866e-01 1.461752098647513288e-07 1.324775942218270893e-07 1.182416157264415951e-07 1.037451649238386056e-07 8.928358280005352189e-08
1.400000000000000000e+01 9.999999200578847391e-01 9.999999999984818810e-01 9.999999999984821031e-01 9.999999999984889865e-01 9.999999999985028643e-01 2.574021072758574240e-08 1.839266650213258335e-08 1.348917927039120411e-08 1.110328071227715895e-08 1.122301529478159104e-08
1.600000000000000000e+01 9.999995918269414252e-01 9.999999999984343635e-01 9.999999999984118260e-01 9.999999999983959498e-01 9.999999999983879562e-01 5.735365151020172935e-08 6.954330457584588000e-08 8.199955915963433868e-08 9.409266847594366485e-08 1.051904348777773352e-07
1.800000000000000000e+01 9.999992510275822477e-01 9.999999999979632959e-01 9.999999999978789189e-01 9.999999999978070875e-01 9.999999999977494669e-01 1.593642309558213433e-07 1.580796890289035238e-07 1.532108719983652994e-07 1.448862146448640233e-07 1.334402040208738908e-07
2.000000000000000000e+01 9.999996627376980252e-01 9.999999999972005726e-01 9.999999999970901055e-01 9.999999999970037301e-01 9.999999999969452213e-01 1.036404077029985028e-07 8.403997854312801086e-08 6.543194006662081611e-08 4.886740797737905982e-08 3.529452112918897765e-08
2.200000000000000000e+01 9.999998156263465443e-01 9.999999999969321207e-01 9.999999999968136599e-01 9.999999999967241759e-01 9.999999999966678876e-01 2.686173164049307483e-08 2.762714196874847995e-08 3.298627905663140654e-08 4.230678045302010581e-08 5.460477615395024291e-08
2.400000000000000000e+01 9.999994080038085986e-01 9.999999999968338660e-01 9.999999999966271425e-01 9.999999999964482855e-01 9.999999999963048447e-01 9.625896130636052042e-08 1.105748628608105054e-07 1.222794075895848003e-07 1.300358017677112300e-07 1.328611372168255932e-07
2.600000000000000000e+01 9.999994188109839754e-01 9.999999999962027042e-01 9.999999999958669727e-01 9.999999999955727636e-01 9.999999999953342877e-01 1.455853530548574533e-07 1.347153097414123938e-07 1.192867565467261671e-07 1.007283433944457476e-07 8.089046815410714486e-08
2.800000000000000000e+01 9.999997559706719219e-01 9.999999999955460073e-01 9.999999999951483254e-01 9.999999999948115947e-01 9.999999999945546891e-01 7.286408882917694822e-08 5.559248071082366342e-08 4.300366307294725257e-08 3.637116567024071843e-08 3.621806133457799767e-08
3.000000000000000000e+01 9.999996332093273876e-01 9.999999999954370944e-01 9.999999999949730212e-01 9.999999999945684559e-01 9.999999999942471574e-01 4.907213337002301145e-08 5.861123785462815337e-08 7.195299073397709003e-08 8.676352092027006393e-08 1.004117588346717538e-07
3.200000000000000000e+01 9.999994004187412466e-01 9.999999999952875473e-01 9.999999999946473928e-01 9.999999999940601958e-01 9.999999999935625938e-01 1.165910961796399840e-07 1.246827768275243626e-07 1.265919917724083322e-07 1.215914477169375806e-07 1.101465846157352750e-07
3.400000000000000000e+01 9.999995755629479399e-01 9.999999999947194462e-01 9.999999999938903317e-01 9.999999999931311612e-01 9.999999999924947813e-01 1.197277564752475155e-07 1.027518022835334287e-07 8.380629491555655999e-08 6.596730022031154974e-08 5.220985918699854431e-08
3.600000000000000000e+01 9.999997018901586321e-01 9.999999999943439688e-01 9.999999999934056083e-01 9.999999999925490712e-01 9.999999999918379734e-01 6.310885517686373809e-08 5.447784942640755063e-08 5.301199467675402295e-08 5.846449905455294871e-08 6.907470366221194246e-08
3.800000000000000000e+01 9.999995250690973947e-01 9.999999999943703921e-01 9.999999999932885908e-01 9.999999999922667415e-01 9.999999999913826709e-01 7.430777188816167346e-08 8.631136241425494987e-08 9.827031959884402019e-08 1.068034089996192801e-07 1.092669321903891571e-07
4.000000000000000000e+01 9.999994848067698117e-01 9.999999999942458251e-01 9.999999999929197747e-01 9.999999999916319160e-01 9.999999999904891634e-01 1.173922816520310439e-07 1.162718961851374112e-07 1.082251569866716769e-07 9.468963079942320131e-08 7.864517826118206430e-08
4.200000000000000000e+01 9.999996307414492636e-01 9.999999999939105377e-01 9.999999999923635530e-01 9.999999999908555370e-01 9.999999999895231584e-01 9.820798952496927725e-08 8.238334133513240725e-08 6.879548919155471627e-08 6.056350505758303675e-08 5.934177471189125293e-08
4.400000000000000000e+01 9.999996152435813856e-01 9.999999999938207207e-01 9.999999999921218574e-01 9.999999999904422010e-01 9.999999999889391811e-01 6.866583975131993073e-08 6.815600855285052417e-08 7.368723804583913986e-08 8.272915239717134814e-08 9.155305750364823321e-08
4.600000000000000000e+01 9.999995133581547346e-01 9.999999999939415130e-01 9.999999999920439198e-01 9.999999999901073577e-01 9.999999999883198987e-01 9.050432876564034663e-08 9.855603402647669166e-08 1.029287181986768759e-07 1.012950627997522114e-07 9.339349093070792936e-08
4.800000000000000000e+01 9.999995553431397788e-01 9.999999999939241935e-01 9.999999999917641436e-01 9.999999999895125002e-01 9.999999999874038537e-01 1.083264535831341437e-07 1.012635073331438660e-07 8.988767711075802510e-08 7.745700573315226093e-08 6.775981607880905732e-08
5.000000000000000000e+01 9.999996149557405234e-01 9.999999999938481432e-01 9.999999999914721549e-01 9.999999999889648272e-01 9.999999999866004963e-01 8.762337790271913744e-08 7.731816691187822739e-08 7.164091155892588117e-08 7.181066624635292819e-08 7.669045769589467199e-08
5.200000000000000000e+01 9.999995681758958588e-01 9.999999999939531703e-01 9.999999999914109816e-01 9.999999999886654001e-01 9.999999999860225142e-01 7.878256830758939318e-08 8.164458276273669814e-08 8.714220065365231903e-08 9.181232305265002836e-08 9.248258444456505188e-08
5.400000000000000000e+01 9.999995408616609849e-01 9.999999999941381335e-01 9.999999999913924409e-01 9.999999999883385504e-01 9.999999999853274035e-01 9.618415196469780257e-08 9.838649901742644749e-08 9.601833725427300235e-08 8.901806351548649081e-08 7.957230048657644446e-08
5.600000000000000000e+01 9.999995801791045080e-01 9.999999999942382756e-01 9.999999999912666526e-01 9.999999999878892432e-01 9.999999999845113896e-01 9.894009438332296834e-08 9.085116880487968890e-08 8.188841294271784954e-08 7.522033702939565586e-08 7.296318566870917777e-08
5.800000000000000000e+01 9.999995872594259483e-01 9.999999999943397500e-01 9.999999999911929338e-01 9.999999999875437418e-01 9.999999999838407039e-01 8.565199971172990400e-08 8.056115433688087705e-08 7.963578599448380759e-08 8.198964942770356155e-08 8.494527962012108279e-08
6.000000000000000000e+01 9.999995597041687612e-01 9.999999999945330398e-01 9.999999999912455584e-01 9.999999999873260270e-01 9.999999999832589470e-01 8.646060304671270066e-08 8.859937242321639658e-08 9.049948106486410862e-08 8.965375467407090820e-08 8.512646904029606848e-08
6.200000000000000000e+01 9.999995626288564754e-01 9.999999999947436491e-01 9.999999999912977389e-01 9.999999999870686773e-01 9.999999999825867070e-01 9.577690024666977755e-08 9.394069001999881286e-08 8.893756846751886246e-08 8.225480011657787920e-08 7.650570219743849759e-08
