window_start,window_stop,orbital,Q,signal_rms,error_rms,amplitude_ratio,cosine
0.0,25.0,0,12.093249929221997,5.085985249111514e-07,4.205639740250298e-08,1.000239000276547,0.9965819647654005
0.0,25.0,5,5.280650111106045,1.0691660393080994e-07,2.0246863867376358e-08,0.9822425795043683,0.9819057392160001
0.0,25.0,6,5.475015031321912,1.0467768064134665e-07,1.9119158585409912e-08,0.9925772205541507,0.9832228882713026
0.0,25.0,7,4.825336709761286,1.0249893555140992e-07,2.124182035712916e-08,1.0617119593026143,0.9815675934668534
0.0,25.0,8,4.4407439546636045,1.00266488307888e-07,2.2578759174482374e-08,0.9086402845654039,0.9766888997214214
0.0,25.0,9,3.969480662921715,9.78921815494311e-08,2.4661206304347654e-08,1.150733156442389,0.9822963856088696
25.0,50.0,0,9.074784173373514,4.519646580304061e-07,4.9804452579326754e-08,1.0181585542037157,0.9941986904362164
25.0,50.0,5,2.6657839529550538,9.894803988268577e-08,3.711780160316468e-08,1.1698375517549424,0.9521842366898653
25.0,50.0,6,3.005190148205382,9.526256639487696e-08,3.169934736135255e-08,0.8945161767381664,0.9443269911140001
25.0,50.0,7,2.6076354730755424,9.13792536775972e-08,3.504295543649017e-08,1.2088901906787137,0.9572215725806169
25.0,50.0,8,2.1420824500874525,8.754612617761424e-08,4.086963420760956e-08,0.8768788944964994,0.8843759831945893
25.0,50.0,9,2.3796647423743,8.402646857221683e-08,3.531021285308442e-08,1.2590279230074701,0.9565158623076875
