# time_au orbital_0 orbital_1 orbital_2 orbital_3 orbital_4 orbital_5 orbital_6 orbital_7 orbital_8 orbital_9
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 9.999998439279694784e-01 9.999999999999986677e-01 9.999999999999986677e-01 9.999999999999986677e-01 9.999999999999986677e-01 3.133286021391503591e-08 3.127556160596274219e-08 3.121634460450280108e-08 3.115519025766258295e-08 3.109207914138780508e-08
2.000000000000000000e+00 9.999994900368518458e-01 9.999999999999810152e-01 9.999999999999811262e-01 9.999999999999811262e-01 9.999999999999811262e-01 1.036092477094368067e-07 1.028234350526647202e-07 1.020150782685042916e-07 1.011842860333866042e-07 1.003311766375824286e-07
3.000000000000000000e+00 9.999991968919246244e-01 9.999999999999218403e-01 9.999999999999221734e-01 9.999999999999225064e-01 9.999999999999228395e-01 1.668259822700911479e-07 1.637833143321576232e-07 1.606797919107891864e-07 1.575181357788052719e-07 1.543011617241882633e-07
4.000000000000000000e+00 9.999991768828748739e-01 9.999999999998153699e-01 9.999999999998168132e-01 9.999999999998183675e-01 9.999999999998200328e-01 1.775313539939909005e-07 1.711090806166721988e-07 1.646491394930907893e-07 1.581636044769144155e-07 1.516646760352654139e-07
5.000000000000000000e+00 9.999994411337799205e-01 9.999999999996928013e-01 9.999999999996966871e-01 9.999999999997006839e-01 9.999999999997049027e-01 1.288955782913792505e-07 1.201662018704997900e-07 1.115923871155342735e-07 1.031998217517043887e-07 9.501343591684175809e-08
6.000000000000000000e+00 9.999997938707878564e-01 9.999999999996038724e-01 9.999999999996109779e-01 9.999999999996183053e-01 9.999999999996258548e-01 5.506763083461011888e-08 4.763898524943082700e-08 4.070568848090797231e-08 3.429358838986898010e-08 2.842486023808171443e-08
7.000000000000000000e+00 9.999999785392923446e-01 9.999999999995751176e-01 9.999999999995843325e-01 9.999999999995937694e-01 9.999999999996035394e-01 7.043185402315616165e-09 4.947581753556047520e-09 3.577997960851786197e-09 2.924403769742441182e-09 2.969181978774152255e-09
8.000000000000000000e+00 9.999998658118894879e-01 9.999999999995785593e-01 9.999999999995862199e-01 9.999999999995943245e-01 9.999999999996027622e-01 1.720687399161338719e-08 2.155887697330315785e-08 2.641407658921072800e-08 3.169462497452026609e-08 3.731529614915458293e-08
9.000000000000000000e+00 9.999995446794999188e-01 9.999999999995408118e-01 9.999999999995426991e-01 9.999999999995450306e-01 9.999999999995478062e-01 7.736537730120049161e-08 8.453637399316574462e-08 9.144790643805763630e-08 9.797538649806944115e-08 1.039972795404628925e-07
1.000000000000000000e+01 9.999992521126378486e-01 9.999999999993935962e-01 9.999999999993871569e-01 9.999999999993818278e-01 9.999999999993776090e-01 1.452584599537837025e-07 1.485977200848083615e-07 1.507929672004541902e-07 1.517688019243133019e-07 1.514718728214709556e-07
1.100000000000000000e+01 9.999991970034317612e-01 9.999999999991283639e-01 9.999999999991158184e-01 9.999999999991054933e-01 9.999999999990977217e-01 1.744220272424265375e-07 1.688640828321481983e-07 1.619044753889983931e-07 1.536336107872425054e-07 1.441759244535007475e-07
1.200000000000000000e+01 9.999994100774272088e-01 9.999999999988132826e-01 9.999999999988004040e-01 9.999999999987915222e-01 9.999999999987869703e-01 1.461756619002769479e-07 1.324782098724529029e-07 1.182424251072761147e-07 1.037462013606711380e-07 8.928488248775675322e-08
1.300000000000000000e+01 9.999997282773395169e-01 9.999999999985518251e-01 9.999999999985437205e-01 9.999999999985413890e-01 9.999999999985449417e-01 8.158393807703317111e-08 6.669131193024673583e-08 5.292004318443710030e-08 4.058093930329243036e-08 2.995224613982487181e-08
1.400000000000000000e+01 9.999999200229297003e-01 9.999999999984111598e-01 9.999999999984066079e-01 9.999999999984087173e-01 9.999999999984180432e-01 2.574579891308792112e-08 1.839895476898417835e-08 1.349618881524396544e-08 1.111101736902220017e-08 1.123146580360291688e-08
1.500000000000000000e+01 9.999998547239227209e-01 9.999999999983700816e-01 9.999999999983589793e-01 9.999999999983552046e-01 9.999999999983592014e-01 1.614133262632014483e-08 2.054009073104641583e-08 2.717691533800458848e-08 3.571065246856520908e-08 4.571364256373545911e-08
1.600000000000000000e+01 9.999995917567424675e-01 9.999999999983302246e-01 9.999999999982982501e-01 9.999999999982744914e-01 9.999999999982600585e-01 5.736839588429379237e-08 6.955804903812083587e-08 8.201400323366095375e-08 9.410646275021932215e-08 1.052031836218928815e-07
1.700000000000000000e+01 9.999993283341763739e-01 9.999999999981863397e-01 9.999999999981243892e-01 9.999999999980736520e-01 9.999999999980359044e-01 1.193657327781796165e-07 1.293901984653371896e-07 1.371031034457006470e-07 1.420215802650840277e-07 1.437927884752876513e-07
1.800000000000000000e+01 9.999992510474533525e-01 9.999999999979081178e-01 9.999999999978211873e-01 9.999999999977515763e-01 9.999999999977019494e-01 1.593698491805114943e-07 1.580810688703447032e-07 1.532074296322218956e-07 1.448774173415475979e-07 1.334255987833332281e-07
1.900000000000000000e+01 9.999994032867189908e-01 9.999999999975687226e-01 9.999999999974781284e-01 9.999999999974134024e-01 9.999999999973775422e-01 1.515320106364300830e-07 1.373129983142128270e-07 1.207918277740076114e-07 1.027982816544765821e-07 8.428832481487341324e-08
2.000000000000000000e+01 9.999996630143257459e-01 9.999999999972941644e-01 9.999999999972288833e-01 9.999999999971981302e-01 9.999999999972042364e-01 1.035985395892983531e-07 8.399072593260078056e-08 6.537573612557975260e-08 4.880495415524138401e-08 3.522679306813459433e-08
2.100000000000000000e+01 9.999998401449573526e-01 9.999999999971610487e-01 9.999999999971430631e-01 9.999999999971649345e-01 9.999999999972269960e-01 4.991672492327894319e-08 3.665278319404246102e-08 2.747766671898245924e-08 2.286436204860382424e-08 2.295480962759675191e-08
2.200000000000000000e+01 9.999998160537806324e-01 9.999999999971148634e-01 9.999999999971461717e-01 9.999999999972172260e-01 9.999999999973253617e-01 2.677164855479454339e-08 2.753700545258052849e-08 3.289823068514046818e-08 4.222303037214290953e-08 5.452750071322060435e-08
