window_start,window_stop,orbital,Q,signal_rms,error_rms,amplitude_ratio,cosine
0.0,25.0,0,8.94520368085901,5.085985249111514e-07,5.685712064885151e-08,0.9670759083166504,0.9940990153322729
0.0,25.0,5,10.03491953369466,1.0691660393080994e-07,1.0654455531189032e-08,0.9734081617407884,0.9952623166984408
0.0,25.0,6,9.4184476513992,1.0467768064134665e-07,1.1114111848972881e-08,0.9690204999299844,0.9946784829396347
0.0,25.0,7,8.911888823081195,1.0249893555140992e-07,1.150137053841432e-08,0.9658297928234229,0.9940862228256364
0.0,25.0,8,8.488502928933336,1.00266488307888e-07,1.1812034365462304e-08,0.9643091808199441,0.993464485068454
0.0,25.0,9,8.117545249908911,9.78921815494311e-08,1.205933302934524e-08,0.9647441727231659,0.9927790231770822
25.0,50.0,0,8.950414943623738,4.519646580304061e-07,5.0496503332773975e-08,0.992985105992981,0.9937392622713912
25.0,50.0,5,9.404913228469354,9.894803988268577e-08,1.0520888122940133e-08,1.0021937549719857,0.9943620163097887
25.0,50.0,6,9.183502323071508,9.526256639487696e-08,1.0373228322222007e-08,0.9972840081461343,0.9940589363952795
25.0,50.0,7,8.87805064266837,9.13792536775972e-08,1.0292715975106493e-08,0.9924493353423698,0.9936368753783915
25.0,50.0,8,8.589347916833601,8.754612617761424e-08,1.0192406574431492e-08,0.9876022522468187,0.9932155509030527
25.0,50.0,9,8.366514113035837,8.402646857221683e-08,1.0043187334292006e-08,0.9831930974984759,0.9928785420895205
50.0,75.0,0,7.775865895789763,4.358978615067642e-07,5.605779052115351e-08,0.9954837147420509,0.9917033573441595
50.0,75.0,5,9.212400441970503,9.180822681881425e-08,9.96572254941805e-09,1.000562479757558,0.9941119903269235
50.0,75.0,6,8.11844691397877,8.93302041371181e-08,1.100336124429226e-08,0.9958332136268188,0.9923907784455147
50.0,75.0,7,7.288459175915745,8.716253086173323e-08,1.1958979087069094e-08,0.9940666009640835,0.9905491665325211
50.0,75.0,8,6.8515360185271845,8.512377764327967e-08,1.2424042931847274e-08,0.9943168218705899,0.9893042720679066
50.0,75.0,9,6.682841477275144,8.301542047011425e-08,1.2422174123448294e-08,0.9951365323861069,0.9887615608291277
75.0,100.0,0,4.895506827685598,4.36628887906896e-07,8.918972095751664e-08,0.9914850216704302,0.9789944906483735
75.0,100.0,5,5.825637233413316,9.248977353436881e-08,1.587633589745132e-08,0.9919892471254738,0.9851806452876601
75.0,100.0,6,5.240323570059916,8.989639814986738e-08,1.7154741868132304e-08,0.9924669699018739,0.9816827430088104
75.0,100.0,7,4.796104461366683,8.730046934896312e-08,1.8202370288675124e-08,0.993219598590273,0.9781380982198319
75.0,100.0,8,4.476558960851299,8.47341571837807e-08,1.8928413079064406e-08,0.9926362014911673,0.9748915969877683
75.0,100.0,9,4.236351185134377,8.22622422930881e-08,1.941818293576592e-08,0.9889184353198762,0.9718895734248908
