#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 3.6514837167011078e-03 -1.6665817606659536e-01
#     2 3.6514837167011078e-03 -1.6537331398261937e-01
#     3 3.6514837167011078e-03 -1.6408572351429951e-01
#adaptive measurement: gap=1.2848620839759906e-03 period_steps=9781 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999765909e+00 +1.8401561389166767e-03 +9.9999317086614292e-01 +9.9999999999982370e-01 +3.5663049302031735e-06 +3.2628287499641191e-06
  1.00000000 +2.0000000000000000e+00 +2.0000000025587794e+00 +1.8481269212426246e-03 +9.9997293096541495e-01 +9.9999999996945232e-01 +1.3818624382167109e-05 +1.3250440769763231e-05
  1.50000000 +2.0000000000000000e+00 +1.9999999964280806e+00 +1.8610565373181219e-03 +9.9994008603103335e-01 +9.9999999979653076e-01 +3.0288952706637293e-05 +2.9625219293451574e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999870144414e+00 +1.8789964733756125e-03 +9.9989448594755681e-01 +9.9999999937473294e-01 +5.2722051630260696e-05 +5.2792627674784529e-05
  2.50000000 +2.0000000000000000e+00 +1.9999999826446870e+00 +1.9012054470319807e-03 +9.9983799041264709e-01 +9.9999999806967343e-01 +8.1081602721986963e-05 +8.0929915391826491e-05
  3.00000000 +2.0000000000000000e+00 +1.9999999774244097e+00 +1.9268966980480475e-03 +9.9977256060253783e-01 +9.9999999531246042e-01 +1.1351835514949435e-04 +1.1392572860384812e-04
  3.50000000 +2.0000000000000000e+00 +1.9999999368639474e+00 +1.9554949104571531e-03 +9.9969962205410690e-01 +9.9999999093145386e-01 +1.4983259662901553e-04 +1.5055441824972422e-04
  4.00000000 +2.0000000000000000e+00 +1.9999999167723685e+00 +1.9869283802141082e-03 +9.9961933733743080e-01 +9.9999998497014253e-01 +1.9031796710932479e-04 +1.9035972534188410e-04
  4.50000000 +2.0000000000000000e+00 +2.0000000027492999e+00 +2.0195870495194538e-03 +9.9953575318630405e-01 +9.9999997556093945e-01 +2.3128431326060870e-04 +2.3298693790745981e-04
  5.00000000 +2.0000000000000000e+00 +1.9999997794338888e+00 +2.0529017262204043e-03 +9.9945027914925866e-01 +9.9999996432126737e-01 +2.7495741922045625e-04 +2.7479911060016726e-04
  5.50000000 +2.0000000000000000e+00 +1.9999998452939740e+00 +2.0854133284928405e-03 +9.9936658535336709e-01 +9.9999994488719879e-01 +3.1628382838690795e-04 +3.1718593115615207e-04
  6.00000000 +2.0000000000000000e+00 +1.9999999155847537e+00 +2.1178030860518745e-03 +9.9928296014294271e-01 +9.9999992379584646e-01 +3.5947812588315968e-04 +3.5763793490083758e-04
  6.50000000 +2.0000000000000000e+00 +1.9999996939868567e+00 +2.1484197533355402e-03 +9.9920349983959822e-01 +9.9999989340093853e-01 +3.9895460981930950e-04 +3.9765214808432054e-04
  7.00000000 +2.0000000000000000e+00 +1.9999996279970929e+00 +2.1759956113568389e-03 +9.9913152669836225e-01 +9.9999985828383831e-01 +4.3468481808008535e-04 +4.3393019928249899e-04
  7.50000000 +2.0000000000000000e+00 +1.9999995452229560e+00 +2.2007577637905003e-03 +9.9906651450643968e-01 +9.9999981643781510e-01 +4.6757905308542888e-04 +4.6609000228721128e-04
  8.00000000 +2.0000000000000000e+00 +1.9999995744223189e+00 +2.2180490085825324e-03 +9.9902003449122401e-01 +9.9999976237426613e-01 +4.9271221466428740e-04 +4.8749091993107130e-04
  8.50000000 +2.0000000000000000e+00 +1.9999997903058240e+00 +2.2336879756146163e-03 +9.9897764125299837e-01 +9.9999970545768646e-01 +5.1344757636359779e-04 +5.0920571292634414e-04
  9.00000000 +2.0000000000000000e+00 +1.9999994257738531e+00 +2.2456764368578496e-03 +9.9894433353155365e-01 +9.9999964925279605e-01 +5.2568349580064456e-04 +5.3033371982818525e-04
  9.50000000 +2.0000000000000000e+00 +1.9999989500077853e+00 +2.2548823112144714e-03 +9.9891801447273709e-01 +9.9999959547087847e-01 +5.4142270116813707e-04 +5.4096735369909546e-04
 10.00000000 +2.0000000000000000e+00 +1.9999985938885774e+00 +2.2533928278951581e-03 +9.9891872314482477e-01 +9.9999951908501383e-01 +5.4310321088907223e-04 +5.3865456049949898e-04
 10.50000000 +2.0000000000000000e+00 +1.9999988082226903e+00 +2.2551097216219978e-03 +9.9891146934687902e-01 +9.9999947163803260e-01 +5.4622629267311190e-04 +5.4283272230657559e-04
 11.00000000 +2.0000000000000000e+00 +1.9999984038272378e+00 +2.2437234269966221e-03 +9.9893734345122409e-01 +9.9999937690264640e-01 +5.3371333196910314e-04 +5.2956631404397863e-04
 11.50000000 +2.0000000000000000e+00 +1.9999989850872530e+00 +2.2270388301501541e-03 +9.9897706959088295e-01 +9.9999929966436096e-01 +5.0999304089687013e-04 +5.1363770421502348e-04
 12.00000000 +2.0000000000000000e+00 +1.9999982621755665e+00 +2.2080317614520222e-03 +9.9902264810031538e-01 +9.9999920851857749e-01 +4.9071156094020500e-04 +4.8743182173702053e-04
 12.50000000 +2.0000000000000000e+00 +1.9999989003679968e+00 +2.1922451531045410e-03 +9.9906112128538715e-01 +9.9999911391542096e-01 +4.8468603050078480e-04 +4.5507876859291613e-04
 13.00000000 +2.0000000000000000e+00 +1.9999977729769234e+00 +2.1664167472233344e-03 +9.9912484263021206e-01 +9.9999902668971363e-01 +4.3641579573479013e-04 +4.3971488589388463e-04
 13.50000000 +2.0000000000000000e+00 +1.9999986223679360e+00 +2.1444573656176024e-03 +9.9917956967477795e-01 +9.9999893701565323e-01 +4.0695915439333517e-04 +4.1453415669950297e-04
 14.00000000 +2.0000000000000000e+00 +1.9999970446476205e+00 +2.1084502943244034e-03 +9.9927009915717468e-01 +9.9999881747832309e-01 +3.7142545032311987e-04 +3.5965791456938652e-04
