# time_au orbital_0 orbital_1 orbital_2 orbital_3 orbital_4 orbital_5 orbital_6 orbital_7 orbital_8 orbital_9
0.000000000000000000e+00 1.000000000000037526e+00 1.000000000000037526e+00 1.000000000000037526e+00 1.000000000000037526e+00 1.000000000000037526e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 9.999994900368527340e-01 1.000000000000018430e+00 1.000000000000018430e+00 1.000000000000018430e+00 1.000000000000018430e+00 1.036092555120939085e-07 1.028234425868015913e-07 1.020150855307487218e-07 1.011842930207926525e-07 1.003311833476450879e-07
4.000000000000000000e+00 9.999991768828764283e-01 9.999999999998526734e-01 9.999999999998542277e-01 9.999999999998557820e-01 9.999999999998573363e-01 1.775313576621167358e-07 1.711090853294640174e-07 1.646491453731665894e-07 1.581636116488151453e-07 1.516646846247123622e-07
6.000000000000000000e+00 9.999997938700220246e-01 9.999999999996428413e-01 9.999999999996497246e-01 9.999999999996570521e-01 9.999999999996644906e-01 5.506777878913740742e-08 4.763913846813080898e-08 4.070584667212759649e-08 3.429375120758456727e-08 2.842502728236549388e-08
8.000000000000000000e+00 9.999998658106598048e-01 9.999999999996072031e-01 9.999999999996145306e-01 9.999999999996223021e-01 9.999999999996304068e-01 1.720715437037580294e-08 2.155914709404798907e-08 2.641433560124700977e-08 3.169487214704882309e-08 3.731553088837764168e-08
1.000000000000000000e+01 9.999992521120120159e-01 9.999999999994004796e-01 9.999999999993934852e-01 9.999999999993879340e-01 9.999999999993836042e-01 1.452586476788865912e-07 1.485978922461321807e-07 1.507931232412880439e-07 1.517689406713022325e-07 1.514719922957769094e-07
1.200000000000000000e+01 9.999994100817487519e-01 9.999999999988269384e-01 9.999999999988149479e-01 9.999999999988075094e-01 9.999999999988041788e-01 1.461752098647514347e-07 1.324775942218271952e-07 1.182416157264416083e-07 1.037451649238386850e-07 8.928358280005370717e-08
1.400000000000000000e+01 9.999999200578795211e-01 9.999999999984766630e-01 9.999999999984768850e-01 9.999999999984837684e-01 9.999999999984976462e-01 2.574021072758580527e-08 1.839266650213260651e-08 1.348917927039118426e-08 1.110328071227711759e-08 1.122301529478146200e-08
1.600000000000000000e+01 9.999995918269363182e-01 9.999999999984292565e-01 9.999999999984067189e-01 9.999999999983908427e-01 9.999999999983828491e-01 5.735365151020141171e-08 6.954330457584552266e-08 8.199955915963400781e-08 9.409266847594322810e-08 1.051904348777768720e-07
1.800000000000000000e+01 9.999992510275766966e-01 9.999999999979577447e-01 9.999999999978733678e-01 9.999999999978015364e-01 9.999999999977439158e-01 1.593642309558211580e-07 1.580796890289031797e-07 1.532108719983651935e-07 1.448862146448639703e-07 1.334402040208740231e-07
2.000000000000000000e+01 9.999996627376916969e-01 9.999999999971942444e-01 9.999999999970837772e-01 9.999999999969974018e-01 9.999999999969388931e-01 1.036404077029986351e-07 8.403997854312803733e-08 6.543194006662090875e-08 4.886740797737920540e-08 3.529452112918909676e-08
2.200000000000000000e+01 9.999998156263398830e-01 9.999999999969254594e-01 9.999999999968069986e-01 9.999999999967175146e-01 9.999999999966612263e-01 2.686173164049298218e-08 2.762714196874829797e-08 3.298627905663113522e-08 4.230678045301972200e-08 5.460477615394973337e-08
2.400000000000000000e+01 9.999994080038018263e-01 9.999999999968270936e-01 9.999999999966203701e-01 9.999999999964415132e-01 9.999999999962980723e-01 9.625896130636008367e-08 1.105748628608099628e-07 1.222794075895845092e-07 1.300358017677109918e-07 1.328611372168254079e-07
2.600000000000000000e+01 9.999994188109763149e-01 9.999999999961950437e-01 9.999999999958593122e-01 9.999999999955651031e-01 9.999999999953266272e-01 1.455853530548574268e-07 1.347153097414122085e-07 1.192867565467263523e-07 1.007283433944460652e-07 8.089046815410743603e-08
2.800000000000000000e+01 9.999997559706640393e-01 9.999999999955381247e-01 9.999999999951404428e-01 9.999999999948037122e-01 9.999999999945468065e-01 7.286408882917709380e-08 5.559248071082363695e-08 4.300366307294715993e-08 3.637116567024055962e-08 3.621806133457762709e-08
3.000000000000000000e+01 9.999996332093185059e-01 9.999999999954282126e-01 9.999999999949641394e-01 9.999999999945595741e-01 9.999999999942382756e-01 4.907213337002268058e-08 5.861123785462769015e-08 7.195299073397665328e-08 8.676352092026958748e-08 1.004117588346712112e-07
3.200000000000000000e+01 9.999994004187318097e-01 9.999999999952781105e-01 9.999999999946379559e-01 9.999999999940507589e-01 9.999999999935531569e-01 1.165910961796396399e-07 1.246827768275238067e-07 1.265919917724081204e-07 1.215914477169376600e-07 1.101465846157353809e-07
3.400000000000000000e+01 9.999995755629371708e-01 9.999999999947086771e-01 9.999999999938795625e-01 9.999999999931203920e-01 9.999999999924840122e-01 1.197277564752475684e-07 1.027518022835333493e-07 8.380629491555658645e-08 6.596730022031164239e-08 5.220985918699843843e-08
3.600000000000000000e+01 9.999997018901477519e-01 9.999999999943330886e-01 9.999999999933947281e-01 9.999999999925381911e-01 9.999999999918270932e-01 6.310885517686363221e-08 5.447784942640728593e-08 5.301199467675367223e-08 5.846449905455239284e-08 6.907470366221120131e-08
3.800000000000000000e+01 9.999995250690848492e-01 9.999999999943578466e-01 9.999999999932760453e-01 9.999999999922541960e-01 9.999999999913701254e-01 7.430777188816118377e-08 8.631136241425431460e-08 9.827031959884360991e-08 1.068034089996189889e-07 1.092669321903888659e-07
4.000000000000000000e+01 9.999994848067567110e-01 9.999999999942327245e-01 9.999999999929066741e-01 9.999999999916188154e-01 9.999999999904760628e-01 1.173922816520305278e-07 1.162718961851370803e-07 1.082251569866714651e-07 9.468963079942330719e-08 7.864517826118206430e-08
4.200000000000000000e+01 9.999996307414352748e-01 9.999999999938965489e-01 9.999999999923495642e-01 9.999999999908415482e-01 9.999999999895091696e-01 9.820798952496898608e-08 8.238334133513232784e-08 6.879548919155455746e-08 6.056350505758269265e-08 5.934177471189073015e-08
4.400000000000000000e+01 9.999996152435676189e-01 9.999999999938069539e-01 9.999999999921080907e-01 9.999999999904284342e-01 9.999999999889254143e-01 6.866583975131942780e-08 6.815600855284996830e-08 7.368723804583870311e-08 8.272915239717085845e-08 9.155305750364769058e-08
4.600000000000000000e+01 9.999995133581400797e-01 9.999999999939268580e-01 9.999999999920292648e-01 9.999999999900927028e-01 9.999999999883052437e-01 9.050432876563968488e-08 9.855603402647618873e-08 1.029287181986765185e-07 1.012950627997522114e-07 9.339349093070783671e-08
4.800000000000000000e+01 9.999995553431241246e-01 9.999999999939084283e-01 9.999999999917483784e-01 9.999999999894967351e-01 9.999999999873880885e-01 1.083264535831337466e-07 1.012635073331437601e-07 8.988767711075794569e-08 7.745700573315223446e-08 6.775981607880879262e-08
5.000000000000000000e+01 9.999996149557232039e-01 9.999999999938308237e-01 9.999999999914548354e-01 9.999999999889475077e-01 9.999999999865831768e-01 8.762337790271871392e-08 7.731816691187793623e-08 7.164091155892564294e-08 7.181066624635245173e-08 7.669045769589403672e-08
5.200000000000000000e+01 9.999995681758783173e-01 9.999999999939356288e-01 9.999999999913934401e-01 9.999999999886478586e-01 9.999999999860049726e-01 7.878256830758865202e-08 8.164458276273598345e-08 8.714220065365168376e-08 9.181232305264973719e-08 9.248258444456464160e-08
5.400000000000000000e+01 9.999995408616422221e-01 9.999999999941193707e-01 9.999999999913736781e-01 9.999999999883197876e-01 9.999999999853086408e-01 9.618415196469700848e-08 9.838649901742578575e-08 9.601833725427244649e-08 8.901806351548641140e-08 7.957230048657628564e-08
5.600000000000000000e+01 9.999995801790849681e-01 9.999999999942187356e-01 9.999999999912471127e-01 9.999999999878697032e-01 9.999999999844918497e-01 9.894009438332251836e-08 9.085116880487949037e-08 8.188841294271759807e-08 7.522033702939541763e-08 7.296318566870874102e-08
5.800000000000000000e+01 9.999995872594049651e-01 9.999999999943187667e-01 9.999999999911719506e-01 9.999999999875227585e-01 9.999999999838197207e-01 8.565199971172924226e-08 8.056115433688038736e-08 7.963578599448334437e-08 8.198964942770307186e-08 8.494527962012042105e-08
6.000000000000000000e+01 9.999995597041473339e-01 9.999999999945116125e-01 9.999999999912241311e-01 9.999999999873045997e-01 9.999999999832375197e-01 8.646060304671154923e-08 8.859937242321547014e-08 9.049948106486332777e-08 8.965375467407057732e-08 8.512646904029564496e-08
