case_id,parent_case,origin,wc_eV,eta,delE_eV,ntraj,back_replicas,mpi_ranks,nstep,dt,tmax,qm_job_id,qm_seconds,poisson_job_id,poisson_seconds,qm_path,poisson_path,Q_active_0_200,amplitude_ratio_active,cosine_active,max_particle_error,Q_active_0_50,min_orbital_Q_0_50,Q_active_50_100,min_orbital_Q_50_100,Q_active_100_150,min_orbital_Q_100_150,Q_active_150_200,min_orbital_Q_150_200,min_Q_active_0_150,strict_min_orbital_Q_0_150,target_Q,projected_multiplier,projected_ntraj_Q10,projected_seconds_same_ranks_Q10,passes_Q10,rank
f02_hist_d01,r03_hist_d01,refine_top30,3.389460,2.9610e-5,-17.194874968839816,800000,256,128,400,0.5,200,645037,194,645063,557,E:\project_qm\scan_v071_q10_t200_20260811\confirm\f02_hist_d01\qm\ahm-qm-s10-n5.dat,E:\project_qm\scan_v071_q10_t200_20260811\confirm\f02_hist_d01\poisson\ahm-sepmb-s10-n5-800000.dat,4.6546000149569435,1.031163180496453,0.9780899803987718,8.409619667304469e-10,47.88018368330769,41.77917800086225,17.164177169529957,11.011271269634223,6.608227148448401,3.556277376301366,2.4567451972248207,1.3312135346477936,6.608227148448401,3.556277376301366,10.0,2.2899714842635235,1831977.1874108189,1275.5141167347826,False,1
f05_random_09,,new_basin_random,3.300561,3.0652e-5,-17.194874968839816,800000,256,128,400,0.5,200,645061,196,645066,533,E:\project_qm\scan_v071_q10_t200_20260811\confirm\f05_random_09\qm\ahm-qm-s10-n5.dat,E:\project_qm\scan_v071_q10_t200_20260811\confirm\f05_random_09\poisson\ahm-sepmb-s10-n5-800000.dat,4.505546866304135,1.0220035836412908,0.9761365606043582,6.94300616999044e-10,38.22079654571003,30.60373576098499,18.047055889177717,10.217726146739835,6.263763665957347,3.4447561580412698,2.3820267958618206,1.3535465531316608,6.263763665957347,3.4447561580412698,10.0,2.548761940911762,2039009.5527294097,1358.4901145059691,False,2
f03_random_07,,new_basin_random,3.311842,2.9979e-5,-17.194874968839816,800000,256,128,400,0.5,200,645059,198,645064,538,E:\project_qm\scan_v071_q10_t200_20260811\confirm\f03_random_07\qm\ahm-qm-s10-n5.dat,E:\project_qm\scan_v071_q10_t200_20260811\confirm\f03_random_07\poisson\ahm-sepmb-s10-n5-800000.dat,5.057783186031853,1.040090110270253,0.9819803904579746,8.71403393887249e-10,36.36821768692572,33.592800537609286,16.243803833111446,10.521668381753281,6.262360941272891,3.3890678596350057,2.7424867351138746,1.22910199889734,6.262360941272891,3.3890678596350057,10.0,2.5499038781887435,2039923.1025509948,1371.848286465544,False,3
f01_random_06,r06_random_06,refine_top30,3.322913,3.0264e-5,-17.194874968839816,800000,256,128,400,0.5,200,645052,185,645062,534,E:\project_qm\scan_v071_q10_t200_20260811\confirm\f01_random_06\qm\ahm-qm-s10-n5.dat,E:\project_qm\scan_v071_q10_t200_20260811\confirm\f01_random_06\poisson\ahm-sepmb-s10-n5-800000.dat,4.713475370977785,1.0522166639151158,0.9799070368809324,8.561915620930449e-10,32.36542268587582,28.432242257564578,16.837974771132057,10.643199367858498,6.173995109229465,3.60264914817103,2.524854717975222,1.2858569885609157,6.173995109229465,3.60264914817103,10.0,2.6234176601105603,2098734.128088448,1400.9050304990392,False,4
f04_random_08,,new_basin_random,3.329774,3.0438e-5,-17.194874968839816,800000,256,128,400,0.5,200,645060,197,645065,553,E:\project_qm\scan_v071_q10_t200_20260811\confirm\f04_random_08\qm\ahm-qm-s10-n5.dat,E:\project_qm\scan_v071_q10_t200_20260811\confirm\f04_random_08\poisson\ahm-sepmb-s10-n5-800000.dat,4.750946381215296,1.0066213206193475,0.9780156494186263,9.651257570908456e-10,46.00014836095696,33.69177193302158,15.280648036859406,10.867488508538074,6.040323143719527,3.3433837851664028,2.5548940341628597,1.3230172446453028,6.040323143719527,3.3433837851664028,10.0,2.7408145677675972,2192651.6542140776,1515.6704559754812,False,5
