rank,case_id,wc_eV,eta,ntraj_per_run,independent_repeats,time_end,required_until,required_Q,active_orbitals,inactive_orbitals,max_inactive_noise,inactive_noise_limit,tail_window_start,tail_Q,signal_rms,signal_peak,repeat_noise_rms,particle_number_max_error,passes_required_interval,min_active_Q_0_10,Q_orb0_0_10,Q_orb1_0_10,Q_orb2_0_10,Q_orb3_0_10,Q_orb4_0_10,Q_orb5_0_10,Q_orb6_0_10,Q_orb7_0_10,Q_orb8_0_10,Q_orb9_0_10,min_active_Q_10_20,Q_orb0_10_20,Q_orb1_10_20,Q_orb2_10_20,Q_orb3_10_20,Q_orb4_10_20,Q_orb5_10_20,Q_orb6_10_20,Q_orb7_10_20,Q_orb8_10_20,Q_orb9_10_20,min_active_Q_20_30,Q_orb0_20_30,Q_orb1_20_30,Q_orb2_20_30,Q_orb3_20_30,Q_orb4_20_30,Q_orb5_20_30,Q_orb6_20_30,Q_orb7_20_30,Q_orb8_20_30,Q_orb9_20_30,min_active_Q_30_40,Q_orb0_30_40,Q_orb1_30_40,Q_orb2_30_40,Q_orb3_30_40,Q_orb4_30_40,Q_orb5_30_40,Q_orb6_30_40,Q_orb7_30_40,Q_orb8_30_40,Q_orb9_30_40,min_active_Q_40_50,Q_orb0_40_50,Q_orb1_40_50,Q_orb2_40_50,Q_orb3_40_50,Q_orb4_40_50,Q_orb5_40_50,Q_orb6_40_50,Q_orb7_40_50,Q_orb8_40_50,Q_orb9_40_50,min_active_Q_50_60,Q_orb0_50_60,Q_orb1_50_60,Q_orb2_50_60,Q_orb3_50_60,Q_orb4_50_60,Q_orb5_50_60,Q_orb6_50_60,Q_orb7_50_60,Q_orb8_50_60,Q_orb9_50_60
1,wc0.05_eta1.0E-4,0.05,0.0001,1000000,8,60.0,60.0,3.33474932191478,0 5 6 7 8 9,1 2 3 4,7.876198511151533e-06,7.83253349243651e-05,40.0,3.33474932191478,0.0005907908575882905,0.0008335187489556888,6.805372129690296e-05,7.398526236102043e-12,False,95.73442493588487,306.32949630578116,33.5008414458558,34.12062273769895,39.35624835385197,37.42125043506274,95.73442493588487,102.83646363578141,107.11655275743072,104.66971607020582,163.5510842340458,25.567319331855522,59.63062854612665,20.48559073403075,23.066514946683647,19.924689484916158,20.04242382280604,25.567319331855522,32.86644440395669,28.545481514755085,28.577200060777795,27.212713624937432,10.542805599466343,26.70276785097108,10.058035160585106,9.650991725304594,9.009127819086157,9.186618988231265,11.975033027101889,10.542805599466343,12.924625235870963,11.22702320013982,12.77813126946498,6.65277800134825,15.859231332665805,7.9326542566174725,6.88109375767067,7.442672196264042,7.234915166092197,6.65277800134825,6.973188043574127,6.861988789340337,7.128860396239423,6.740552616755852,4.119068240110951,10.14186584569963,5.650591976029961,4.839144367134882,5.691377441491128,5.462273678746487,4.37970591089702,4.553992964657517,4.578032419214696,4.119068240110951,4.127877025263695,3.33474932191478,6.898385941623057,4.292069618203351,4.0017823224804125,4.3416617314335095,4.68090469897601,3.4451844342925244,3.33474932191478,3.4331941939858934,3.5078499195861084,3.7776801886656886
2,wc0.20_eta5.0E-5,0.2,5e-05,1000000,8,60.0,60.0,3.222718967376487,0 5 6 7 8 9,1 2 3 4,2.124206606363809e-06,3.6291604678584184e-05,40.0,3.222718967376487,0.00026269320124283716,0.00040124194604497184,2.986586489409611e-05,1.0241585357562144e-11,False,95.15937224016551,256.9091421450622,26.916638702258304,28.913508239124855,40.0725203946409,27.234054120060257,95.91748987410763,116.43847980953618,112.03159886208519,95.15937224016551,128.74382443762647,23.49635978808266,54.28905012087963,14.9011339747794,16.906117933665328,15.741509283672594,17.696828345172058,26.482166005586016,23.49635978808266,24.178592243159926,26.70288472947209,24.895268159011483,9.279892206867261,23.622676733776835,6.068656160572816,6.49266120241055,7.148501380897158,7.289854581703704,10.375269372173019,10.502323993602202,9.558275554635841,9.279892206867261,10.080965370412411,6.486242942430521,14.385157348432434,5.6802651279136285,6.376327956870077,5.76949819835165,5.886632974237519,7.562579742134845,6.687223055884467,6.883372560576574,6.746391902265346,6.486242942430521,3.791729140301143,8.854408839929015,4.179882891256098,4.419199470380506,4.158280791450879,3.9718193356213307,4.364278638414804,4.250836409144833,3.923818232781021,4.147761948558419,3.791729140301143,3.222718967376487,6.9037008756765115,3.600512395660637,3.342305285849151,3.5962076901618794,3.406776766210535,3.2826300789718887,3.398244924938153,3.222718967376487,3.3254226580990953,3.5722115954162206
3,wc0.50_eta1.0E-4,0.5,0.0001,1000000,8,60.0,60.0,3.2082142003986194,0 5 6 7 8 9,1 2 3 4,8.831212559172704e-06,7.588280070744932e-05,40.0,3.2082142003986194,0.0005712346269974671,0.0008120286925189422,6.534225576730543e-05,7.365663634573139e-12,False,105.89159185264033,274.386143784624,31.131352172647436,31.31100609163456,44.645773794944525,27.157236146409264,114.34347750276594,128.01588377668446,109.47784173431775,108.11085780433389,105.89159185264033,23.46764024425642,65.04241721730271,20.69084111690417,20.00701111089675,23.6524883307983,19.995431725221152,32.25162431385948,25.392399418351065,27.20621637834127,26.446353644476254,23.46764024425642,11.803032565325045,29.178156047374415,9.92708277195781,9.255939668501595,10.059970143547218,9.474692420562397,12.468879271463903,11.803032565325045,12.215625074504947,12.536588423999003,13.602198045418579,6.364606496711951,16.054905051356876,7.839252277986595,7.4037338063768585,7.039685809647273,8.15975122927346,7.37258635395911,7.215176234279829,6.811068657355473,6.930994898276889,6.364606496711951,3.9334687126800247,8.646934207445462,5.5876601537269925,5.358462610885603,5.015157772610122,5.703549057543345,3.9334687126800247,4.456693985586581,4.336924075200004,4.533782368173438,4.621632592947594,3.2082142003986194,7.400586156921669,4.6744870770605536,4.066101940868071,4.374865449927132,3.6902359416232984,3.2817576794321073,3.266280836521376,3.278410079810213,3.838895573233722,3.2082142003986194
