rank,case_id,wc_eV,eta,ntraj_per_run,independent_repeats,time_end,required_until,required_Q,active_orbitals,inactive_orbitals,max_inactive_noise,inactive_noise_limit,tail_window_start,tail_Q,signal_rms,signal_peak,repeat_noise_rms,particle_number_max_error,passes_required_interval,min_active_Q_0_10,Q_orb0_0_10,Q_orb1_0_10,Q_orb2_0_10,Q_orb3_0_10,Q_orb4_0_10,Q_orb5_0_10,Q_orb6_0_10,Q_orb7_0_10,Q_orb8_0_10,Q_orb9_0_10,min_active_Q_10_20,Q_orb0_10_20,Q_orb1_10_20,Q_orb2_10_20,Q_orb3_10_20,Q_orb4_10_20,Q_orb5_10_20,Q_orb6_10_20,Q_orb7_10_20,Q_orb8_10_20,Q_orb9_10_20,min_active_Q_20_30,Q_orb0_20_30,Q_orb1_20_30,Q_orb2_20_30,Q_orb3_20_30,Q_orb4_20_30,Q_orb5_20_30,Q_orb6_20_30,Q_orb7_20_30,Q_orb8_20_30,Q_orb9_20_30,min_active_Q_30_40,Q_orb0_30_40,Q_orb1_30_40,Q_orb2_30_40,Q_orb3_30_40,Q_orb4_30_40,Q_orb5_30_40,Q_orb6_30_40,Q_orb7_30_40,Q_orb8_30_40,Q_orb9_30_40,min_active_Q_40_50,Q_orb0_40_50,Q_orb1_40_50,Q_orb2_40_50,Q_orb3_40_50,Q_orb4_40_50,Q_orb5_40_50,Q_orb6_40_50,Q_orb7_40_50,Q_orb8_40_50,Q_orb9_40_50,min_active_Q_50_60,Q_orb0_50_60,Q_orb1_50_60,Q_orb2_50_60,Q_orb3_50_60,Q_orb4_50_60,Q_orb5_50_60,Q_orb6_50_60,Q_orb7_50_60,Q_orb8_50_60,Q_orb9_50_60
11,wc0.40_eta1.0E-4,0.4,0.0001,1000000,3,60.0,60.0,2.9377359215542085,0 5 6 7 8 9,1 2 3 4,7.761408633302838e-06,7.653064016033258e-05,40.0,2.9377359215542085,0.0005752502950444721,0.0008484902862337786,7.224229960018303e-05,7.37099270509134e-12,False,58.27194890209038,162.76688289701147,34.131326519006265,32.915231214671174,47.80021815813808,17.301843997187888,85.15845422667518,132.01858435588616,58.27194890209038,71.47472225369783,94.96764126478872,20.762240760335537,61.67787699585531,19.417639388023375,19.36685241285981,26.19144754897217,16.36418171024425,20.762240760335537,27.911904331408643,29.173529567907618,27.98409798982167,33.12082540009034,10.725459735560321,26.294130310996024,10.596760153680524,9.261963828767295,9.657357063857175,10.901355669688693,10.725459735560321,11.678734076251615,13.54941569684544,14.898781826610467,12.888014959189073,6.326491555739425,16.11301909861392,7.690583641806378,8.630765634232962,7.732269603249514,6.717508097063193,7.82925005693145,7.960458285261392,6.326491555739425,6.592516980149264,6.626477682177294,3.871326690657269,8.209828453597865,5.363130029953508,4.706886111718423,6.77833022643879,4.144603818033369,4.4270233138662345,5.1809408922322975,3.871326690657269,5.619696113073888,4.047819901673228,2.9377359215542085,6.119683715238032,4.389120318152627,4.536586613207569,4.355235269133686,3.9429940882269356,3.1091250894061773,3.2361549622530985,3.0212471252279203,2.9377359215542085,3.4307883549121394
12,wc0.40_eta1.5E-4,0.4,0.00015,1000000,3,60.0,60.0,2.886721405000064,0 5 6 7 8 9,1 2 3 4,1.7531654396488622e-05,0.00012095707021178395,40.0,2.886721405000064,0.0009502002381323067,0.001475692606960682,0.00011720702375835756,9.921841126470099e-12,False,89.23468425233867,259.35525200420807,43.98980850918888,56.79061663624494,43.375331223558355,78.33948652982949,124.11870446405659,169.99064156169254,170.56070595892555,89.23468425233867,190.74955860518762,25.345361268155123,91.79492736756096,23.030731445714018,22.473555977261707,22.34780218167174,24.14975202824506,40.81879701949006,31.318694127615874,25.345361268155123,34.267449560532576,26.24469381846813,9.899932702339347,30.83975997528018,10.159254463572116,14.874884113857021,10.152333774039569,11.53017231140736,14.74878889269081,9.899932702339347,13.592657269657533,11.699418108436966,10.163143937377649,6.00616987018949,14.84927157649198,8.166160609545267,9.887408698397106,8.519383363945579,9.05984928164207,6.929310110135436,7.257746213283125,8.882091065706785,7.716043576370122,6.00616987018949,3.935895073702769,9.401465532511507,7.804636486563872,6.7930499957684125,5.550807839576996,5.573242659774937,4.491055721756273,4.842446145112683,4.664343453055296,4.967491374932837,3.935895073702769,2.886721405000064,6.8956055769104,5.344032697847025,4.907885680950793,5.627263056465077,5.867027357409438,3.489337618999716,3.27080264481222,2.886721405000064,3.5444668488017546,3.295674378879197
13,wc0.40_eta5.0E-5,0.4,5e-05,1000000,3,60.0,60.0,2.8763501459765566,0 5 6 7 8 9,1 2 3 4,2.453175577597018e-06,3.5797642670359234e-05,40.0,2.8763501459765566,0.0002567903182678175,0.00039534653404771066,2.8682917717839138e-05,1.0239809000722744e-11,False,91.25418387875212,242.6346293194517,22.006522640399016,41.787454080263636,23.37705239947229,23.125465205522993,91.25418387875212,123.47839296689905,114.84005925257847,141.7927804825242,148.2167798849134,24.000481269861336,53.486030158654394,15.34663555054819,15.849959620728407,15.743324117850523,16.664032238987133,24.000481269861336,29.64402361964034,26.713078563336644,27.87556837657623,24.287462987572184,9.293214189282,26.304852942050285,7.484123607245124,5.393033313629052,7.776937984913905,6.225214843875714,10.078251363283183,10.438876850779963,11.200031511664612,12.145174612398412,9.293214189282,5.365259329915203,11.359844401071985,7.752025039662058,5.771258440076881,5.72902823484022,4.987967230971453,6.804653943051975,6.943105022471537,7.064094810779413,5.994886680707561,5.365259329915203,3.423485339823587,10.686901333818371,4.354509561306491,4.294896978238936,4.749208353925893,4.452107486567168,4.957281527296553,3.423485339823587,4.603222063135561,4.038089001001718,4.219829943453495,2.8763501459765566,7.100523104329033,3.5259314950573404,2.903276616077604,3.283954057217751,4.141149718239694,3.213393911752665,3.387806372659506,2.8763501459765566,3.1316605200536243,3.2081985356784943
14,wc0.05_eta5.0E-5,0.05,5e-05,1000000,3,60.0,60.0,2.8373671743977553,0 5 6 7 8 9,1 2 3 4,2.4924879609814853e-06,3.6662291966915436e-05,40.0,2.8373671743977553,0.0002645107982890354,0.00040709156204867073,3.1288766569794854e-05,1.0241585357562144e-11,False,70.77145764156127,273.12992102983003,31.612062436311593,22.037971899946303,55.40585776048433,38.896665417916886,73.501989920715,112.03696351426771,70.77145764156127,110.56831979441692,79.83791066440112,22.608009936010305,57.66317407265183,12.807343993839588,17.53877380797968,18.598767800265247,14.34739054623285,23.359490781738764,22.608009936010305,24.13104162257761,39.82396225476919,34.22406507301466,9.8710617410135,24.84295682787905,8.151518930865835,5.9917721161996695,5.744312202159844,7.0368817525794976,9.8710617410135,13.273181744953842,11.567599912793696,10.374052160097053,10.932468915309794,6.352664845621458,14.38439692571531,5.446266833780583,5.44995608002064,5.401711420767294,6.658331000139925,7.327607534082151,6.352664845621458,6.9497885710447855,7.221816172031216,7.8296732252910894,3.222855809613635,7.914906968676291,5.829125774782034,4.4693534298920365,3.9883393794202,4.613455017218163,3.222855809613635,4.055683575765175,4.04737718415332,4.6090365615205116,3.6920923693990266,2.8373671743977553,6.553168740959097,3.84084109642899,2.806886579864465,4.338715948885538,3.687503965656312,3.2206801135137337,3.939510661573132,3.2669579298550193,3.2183324086844034,2.8373671743977553
15,wc0.10_eta1.5E-4,0.1,0.00015,1000000,3,60.0,60.0,2.8091982211742885,0 5 6 7 8 9,1 2 3 4,2.0100996577649953e-05,0.00012397856418494815,40.0,2.8091982211742885,0.0009700034541434289,0.0014236546355755684,0.00012120603875399619,9.913847520692798e-12,False,76.62383974542584,241.820884360849,29.68010975996117,107.01860597841237,93.9527194617575,41.867637804318974,128.2922711198485,126.91699425982549,97.26293831223218,139.43884996096256,76.62383974542584,24.803630263443786,86.21613939766468,23.839108922239475,22.918655183740842,25.546612963525796,26.365456805357013,33.7559430085353,40.74437848179352,30.13492949953629,24.803630263443786,31.710087816752246,11.767796999203757,24.582906326169212,10.777443912986776,11.833690641291815,11.70300298395284,12.223373146025448,14.143300693350094,12.447072636658044,12.158258239357382,12.2539824077386,11.767796999203757,6.807847285065101,15.660714483206034,10.393685948232525,11.016192295148397,10.403590665122207,8.878358808005952,9.039795673612456,7.603762945094968,7.196141697999981,10.460050479801941,6.807847285065101,3.772386324019214,11.176129253906346,7.642433859495521,5.852882707579822,5.6132583969242305,6.029492424690063,4.9442055933310245,5.205241592549572,4.8337131718276005,5.860803916329321,3.772386324019214,2.8091982211742885,6.406622263250696,4.854846208476811,4.6862886434976625,4.250347509651516,4.858962165728889,2.8091982211742885,3.5575366441482563,3.502668098549451,3.1914825867106913,2.9450573631999544
16,wc0.05_eta2.0E-4,0.05,0.0002,1000000,3,60.0,60.0,2.7520158555132714,0 5 6 7 8 9,1 2 3 4,3.592601426825777e-05,0.00017356538146527387,40.0,2.7520158555132714,0.0014218735113731857,0.0022578208109556917,0.00019165562409579733,8.326672684688674e-12,False,102.88737207518632,411.79670210812327,40.325860495305214,128.3804900564702,39.14587988862431,56.350789726428026,102.88737207518632,122.64235870528447,152.15387043723413,104.44831671854213,130.854470569133,22.046453099040622,77.08449123485138,21.954601707174238,30.614011682789158,32.71518166198346,27.570092767379748,22.046453099040622,27.937145689114573,34.550127101295644,30.2495327715752,31.895626176044427,10.5123279492218,26.41811031076872,13.574673340071056,14.94720420761042,12.806200997277998,11.618514555765982,10.5123279492218,12.238724636782061,12.475463610756668,11.87416592145572,11.59772206916259,6.211207157030149,12.811897558704866,10.59686511080266,9.100813831906907,12.394435387448027,11.22632402340268,6.774779561076001,7.009526749832234,6.211207157030149,8.311692161400352,7.122058206812414,4.014504020759311,9.475916569684747,6.227917441221657,8.289865654739843,7.319365327962755,6.341582461866606,5.027736647006911,4.573700157460176,4.014504020759311,4.566414053920322,4.58998320083235,2.7520158555132714,6.349184187231721,5.164332932935648,4.97427417286997,5.199406909956952,4.450888723609616,3.5267434340580115,2.7520158555132714,3.2781617919459545,3.53545017136736,3.204244649253823
17,wc0.40_eta2.0E-4,0.4,0.0002,1000000,3,60.0,60.0,2.690813714227373,0 5 6 7 8 9,1 2 3 4,3.47035342687027e-05,0.00016939214940484004,40.0,2.690813714227373,0.0013939012832837468,0.0023500771067524284,0.0001825146990630003,8.374634319352481e-12,False,82.86669904222083,285.18893220915925,54.2510533069445,54.30887083206946,81.88535417720978,77.36042295156975,133.97465008674786,128.40784493425863,189.46695946315114,212.2559223783204,82.86669904222083,25.14726587051037,64.91382987262293,25.709427119630725,23.72470828275902,38.29494196414065,28.33175938717197,36.319417453225505,25.14726587051037,28.34365949776661,34.443056368918384,27.028966647903196,11.66930872232615,28.154230415737203,10.476347245957879,14.658778311384523,13.945309672638613,14.738763303310396,11.66930872232615,13.680067254286218,12.360975094906228,12.247034243472717,15.693271517322101,6.580881806875389,17.081397058230348,11.413005128405798,9.202243963223074,9.371510462867159,7.6332497040375795,7.507080815507463,8.647545528394556,7.844708513498132,6.580881806875389,7.186958942143777,4.498927609792105,9.499491553103928,6.962314758927658,6.135489852976922,5.390120152445983,6.4334762952151054,4.903383474087629,4.498927609792105,4.600331302230581,5.533242104379811,4.582447314588188,2.690813714227373,6.490832023928956,4.57355632947412,6.321874925556153,4.810497944472515,5.1613887622477055,3.0925890485440806,3.3740030558432963,2.690813714227373,3.5674100403439435,3.3837631363676772
18,wc0.10_eta2.0E-4,0.1,0.0002,1000000,3,60.0,60.0,2.6491587493653888,0 5 6 7 8 9,1 2 3 4,3.668019446897382e-05,0.000171775131446371,40.0,2.6491587493653888,0.0013994964406659246,0.0022377413950933006,0.00019142471973612767,8.375522497772181e-12,False,86.14634676083563,394.4361687954983,56.280216058589964,63.19515356735301,103.50757022482121,53.73436090871135,128.3609550846276,174.17043209836584,86.14634676083563,94.8364113732351,111.57511798653034,26.722871239906237,56.918799414774874,29.280247196977687,33.64437875339232,39.72690105827293,27.830152465932976,31.92713689756388,29.69759291322794,28.446093484772994,26.722871239906237,29.038093067257275,9.52001066682482,19.553890001393547,12.171282723111498,12.529036059728007,14.249806664131667,13.750989801287593,14.811002773938581,11.930263644702695,15.688981421800758,9.52001066682482,11.369571820537617,6.875249611411437,16.571109141453135,8.871899351919698,10.56817801833174,11.058555324951275,7.050483088500526,7.123082407195187,7.700438032364655,8.487017810788629,6.875249611411437,8.253159329374755,3.701316654439736,8.39062223244814,6.337280794713753,4.806319621493292,6.539197957029152,6.116325041277732,4.829902544676501,4.660733638030705,4.5476613657407965,3.8032966635109227,3.701316654439736,2.6491587493653888,6.2463536206130446,5.840451207311831,4.453144641928771,4.723456688733602,5.780951979546044,3.200063813147333,4.860524283402935,3.112527654937896,3.0029126083850057,2.6491587493653888
19,wc0.30_eta2.0E-4,0.3,0.0002,1000000,3,60.0,60.0,2.6475262374357222,0 5 6 7 8 9,1 2 3 4,4.023910123321586e-05,0.00017057441902302857,40.0,2.6475262374357222,0.001393261639028876,0.0021907396548700715,0.0001923032679814953,8.347100788341777e-12,False,102.84159167880024,322.2132657755761,51.10442632970817,81.17794533842164,36.35846994755812,64.15482670978224,215.8054005644246,128.639092475742,121.08844349868255,119.59045649432979,102.84159167880024,27.319748088507,74.32017940652713,31.272327047061182,25.219450370528577,24.684951676422745,34.04264660881042,37.97863379877049,30.40540688634783,35.05546743495292,27.319748088507,34.741624147370125,10.183311011611805,26.07868393204204,11.65827564051645,10.919543465261052,9.742766751376418,11.799819242134777,12.058021015051757,11.7759479531873,14.027945781205524,14.044033094018893,10.183311011611805,6.931354820111749,14.466282901074136,12.767686379908996,9.577108430563708,8.698035012479822,9.500788066218995,7.633154253951865,6.931354820111749,7.3250118452854975,8.104431499841949,6.990545064984988,3.2679255349681497,7.735878643102586,5.833360859623809,6.259259162048733,7.138072150785156,7.800437792094411,4.364427398501432,4.706454873085926,4.435832716818263,3.2679255349681497,6.069552504027112,2.6475262374357222,7.08767601886686,3.8853794764637257,4.653770407753633,5.06807676842877,4.812542332876798,3.2339128118614777,2.984614368902099,2.6475262374357222,3.1061268969817766,3.0012783319335674
20,wc0.50_eta1.5E-4,0.5,0.00015,1000000,3,60.0,60.0,2.64408789084007,0 5 6 7 8 9,1 2 3 4,1.8097570974071256e-05,0.00011901818104216567,40.0,2.64408789084007,0.0009380686624312314,0.0014980235696552566,0.00011784823894151976,9.893419417039695e-12,False,75.3842244137572,291.0104960487949,57.88174770083506,30.346632953361368,71.55512325139243,44.046838717003745,105.41208772051665,160.4976719722002,75.3842244137572,105.41249445425424,145.26332898279352,23.817491726441506,88.60294998803055,21.787702937514712,21.330590494838304,22.590653460173016,26.00238498603123,34.651296134850185,34.25422618872995,23.817491726441506,29.550871860744433,37.77721600122663,10.450884817795542,25.321674759391037,10.64447800516905,11.73390845619878,9.856892659433123,9.586563318898005,11.95103556802399,13.683688527471249,12.753900279425237,12.191574480203885,10.450884817795542,6.383845052704865,17.946163151883404,7.620823717072968,7.6258764521085745,6.5859964930277215,8.691257248845154,8.387368242494663,6.8840218665579,6.706622669237129,6.7402592808928885,6.383845052704865,4.151550741590347,8.39704993533804,5.746371523758833,6.865948415373338,6.411420354662842,5.5438108296159045,4.332114103249215,4.151550741590347,4.421648229532912,4.470693537519001,4.207168159410533,2.64408789084007,7.721819106392409,6.028761847503123,4.926458220592438,5.4175717589495545,4.4948276015398,3.7102029746495675,3.0456598898345804,3.4344900270276515,2.731698425899977,2.64408789084007
21,wc0.20_eta2.0E-4,0.2,0.0002,1000000,3,60.0,60.0,2.616586701351843,0 5 6 7 8 9,1 2 3 4,3.6266665056773725e-05,0.00017064591742295412,40.0,2.616586701351843,0.0013863363413864035,0.002195461533323915,0.00018861499493387087,8.347988966761477e-12,False,117.15794392114879,217.61584455605336,37.82294350139043,31.377900286558564,55.42888727153923,40.6649940286892,122.8076294088602,117.15794392114879,169.75745507861922,180.07134796230372,120.02369183800732,25.990037380238846,54.37802697399165,33.36796647076666,30.261394262554685,29.790970623408473,29.06598650843069,30.741102362389654,35.267447921573954,37.51694262764718,30.148179171114883,25.990037380238846,12.472759446356081,25.84672290414261,14.148935501917132,10.875910045144947,16.249597199197474,10.172358816344998,12.676074318100945,13.60966425450256,15.665778278095772,12.472759446356081,12.715028022520999,6.151850714572945,12.98068302075855,8.081710421761208,10.439150654939183,9.993350604943872,10.857428327488982,7.654858740723804,7.400391923634518,6.151850714572945,6.854915508379999,6.324420859986459,3.946972622572725,8.277339873611531,7.545561577659435,6.67267190238106,5.273499775067521,7.71363527777448,3.946972622572725,5.544197925381166,4.303193365955301,5.260113743428891,4.170577468280378,2.616586701351843,6.24010023096595,4.600149242401667,4.50349965367376,4.733620722536328,4.975804126888489,2.886899170744056,3.368209836611455,2.616586701351843,5.539841880712316,3.3409446028417418
22,wc0.30_eta5.0E-5,0.3,5e-05,1000000,3,60.0,60.0,2.585638548107163,0 5 6 7 8 9,1 2 3 4,2.4606520079691777e-06,3.6109534630567366e-05,40.0,2.585638548107163,0.00026071012401463975,0.00040078787908847584,2.972769775556804e-05,1.0239809000722744e-11,False,46.649368346400365,340.5282515334225,28.599862120304426,17.206553229696983,24.990381581940355,19.781378741255455,108.95633807040808,46.649368346400365,117.04717464552895,139.14792875639253,125.68973042847956,18.107059105279674,40.15551609675833,17.79267665660904,13.808545727343763,15.271704741144427,19.232043334798096,18.107059105279674,22.125415963694948,25.92337334542721,25.522978772858334,22.877101686846647,10.736259679190303,25.036484936617505,6.251332831235165,7.374564767754769,6.864277874188285,6.313133279822129,11.157257052906974,11.313983331010734,11.269294119329544,13.458862560063272,10.736259679190303,5.853285647301169,15.762923368255914,5.002932232960102,5.771684946053824,5.195778528929709,5.289637405119582,6.173062610137827,6.394099057304207,6.688692427168907,7.251843339280015,5.853285647301169,3.355399899459968,8.818895392271909,4.442231200739141,4.799549921658681,3.9711722211459928,4.362204649778458,3.355399899459968,3.5688204545477107,3.9529090656911223,5.499832734281117,4.35439229215942,2.585638548107163,7.439934703273134,4.803972571867213,3.6278402155399383,2.695688697606336,2.7654110841278783,2.585638548107163,2.9070705337071745,3.3843328824010905,3.3835293122410404,3.098432572449182
23,wc0.20_eta1.5E-4,0.2,0.00015,1000000,3,60.0,60.0,2.544156445921139,0 5 6 7 8 9,1 2 3 4,1.755005907518235e-05,0.00012199212922242656,40.0,2.544156445921139,0.0009520490585123852,0.001504615706139449,0.0001232330490708342,9.896083952298795e-12,False,79.47548470076046,255.29830806634212,38.24389304576897,80.11462154658217,39.21584422169412,62.466322848674174,143.47880995190923,107.08929767718045,79.47548470076046,123.57841079570723,126.39836479780271,26.35429826062494,70.54648845832706,24.34320294222923,32.97047177067578,32.85816863699599,22.024921470592815,32.78137831379819,31.324837999194063,26.35429826062494,28.92518379445403,31.312937130395568,8.832095499489247,25.07742312383456,8.12580010450099,12.923746622750537,11.451442186656681,11.936928020473832,13.692452772613546,14.46622877438465,11.009560629465698,13.711668249593956,8.832095499489247,4.974608667491055,14.379224635710127,9.160243857135434,9.457627016751305,8.58418712918304,8.953240806311085,8.223370433431533,8.667595682842636,7.78485786730182,6.63412572864981,4.974608667491055,4.057265724102331,9.081214153028618,5.950180133343384,7.469646913102084,6.237908094722461,7.226536880231248,4.5603652498968446,5.408708711484569,4.061581791929719,5.008809385571195,4.057265724102331,2.544156445921139,6.200539955640733,5.424109399414579,5.588188717133108,6.902397592865753,4.839611178472535,3.7299837613676505,3.8005552701003555,2.544156445921139,3.1186256134644403,3.509748098017444
24,wc0.50_eta5.0E-5,0.5,5e-05,1000000,3,60.0,60.0,2.502922303910922,0 5 6 7 8 9,1 2 3 4,2.2403249608487116e-06,3.56070470137269e-05,40.0,2.502922303910922,0.0002574750727844573,0.00039316063966916864,3.008838078744753e-05,1.0240697179142444e-11,False,62.95938481817424,261.31211430958683,23.325662428190505,19.820782967507856,46.23915974758426,24.44918910026039,111.22301014864975,94.4609481680522,108.24831424368871,102.48612531726091,62.95938481817424,22.637596312890746,59.108089368465194,18.991548854081504,19.52985745721153,13.383855169774534,12.980283986311576,25.90400317379178,22.97458958452654,22.637596312890746,24.08205042276542,26.341715311560478,8.967893511391189,25.15601687776193,6.430793321377811,7.125622965533215,7.396766448904825,8.296906230405035,13.026750763727756,8.967893511391189,10.716075312166522,10.452254504605124,10.561244178310531,5.489288633834118,15.21565134256595,5.562875444283801,6.754440449690534,5.894379667806285,5.253289607344608,6.50750800990865,6.48867877360255,6.175817770526224,7.834417296748596,5.489288633834118,3.3073188255941304,8.735681825902562,4.317289887961558,4.263873420461288,4.256680727785842,3.7473593488452246,3.3073188255941304,3.8251970924624206,4.207977460258633,4.442573187873226,5.305337641432693,2.502922303910922,6.706183230766644,2.9738776189914575,4.0435162625892485,2.9624067584225373,3.4616342405835567,3.7274817933400506,2.6776231657734106,3.389058761949262,3.3772548807641067,2.502922303910922
