rank,stage,case_id,version,wc_eV,eta,delE_eV,ntraj_per_repeat,independent_repeats,tmax,qm_signal_rms,qm_signal_peak,poisson_rms_vs_qm,repeat_noise_of_mean_rms,Q_accuracy,Q_repeat,Q_conservative,Q_0_40,Q_40_end,Q_0_60,projected_ntraj_Q10,occupation_min,occupation_max,max_particle_error,min_window_Q,selection_score,selection_status
1,screen,s13_wc4_eta0p0002,v0.61,4.0,0.0002,-17.1948749688398,2000000,3,75.0,0.00010516921614073962,0.000565182255689578,2.2958097421595154e-05,2.243922904947336e-05,4.58092037024871,4.686846232946131,4.58092037024871,13.346724501873998,3.0352689484900286,7.76069549359886,9530694,-0.0001817604040994652,1.0003451699010641,1.3788348240950654e-10,1.7425373257324583,3.9190962241082254,retained_top30
2,screen,s19_wc5_eta0p00023,v0.61,5.0,0.00023,-17.1948749688398,2000000,3,75.0,0.00011856294601028554,0.0006394789585212335,2.7824944035935755e-05,2.6963631207733e-05,4.261030888585514,4.397143140582728,4.261030888585514,13.167994766134768,2.857137835533204,7.7176935221627865,11015410,-0.000317549111168718,1.0000557303111388,1.5063061908904274e-10,1.6351012485187064,3.870597743373453,retained_top30
3,screen,s14_wc4_eta0p00023,v0.61,4.0,0.00023,-17.1948749688398,2000000,3,75.0,0.00012102749006756801,0.0006498637496635817,2.8542995765694424e-05,3.138733269849078e-05,4.240181761615572,3.8559342149321103,3.8559342149321103,12.53686937221115,2.561439139943952,5.640268692584927,13451502,-0.00025588672758472157,1.0003640029646577,1.517577175036422e-10,1.6875025566532895,3.538836475070029,retained_top30
4,screen,s29_wc8_eta0p00023,v0.61,8.0,0.00023,-17.1948749688398,2000000,3,75.0,0.00011316476796191414,0.0006134510454929298,2.8399652656531142e-05,2.6589699506972114e-05,3.9847236630159752,4.255962649455331,3.9847236630159752,12.897856155645789,2.7009951319789947,6.721762441136221,12596027,-0.00023589477133561487,1.000136347308561,1.50416568089895e-10,2.014925478265978,3.5362478231553984,retained_top30
5,screen,s20_wc5_eta0p00026,v0.61,5.0,0.00026,-17.1948749688398,2000000,3,75.0,0.0001340958793308699,0.0007227821300278547,3.70543383048752e-05,3.1906847987210265e-05,3.618898230689146,4.202730378902413,3.618898230689146,14.305990850163685,2.392654348299491,6.177616228519118,15271344,-0.0001943249729794951,1.000107533139233,1.0441958409046492e-10,1.5167421339202423,3.496012301330868,retained_top30
6,screen,s18_wc5_eta0p0002,v0.61,5.0,0.0002,-17.1948749688398,2000000,3,75.0,0.00010304620062186315,0.0005561510746459053,2.3948403251996927e-05,2.4963573522730495e-05,4.302842220316742,4.1278625645496945,4.1278625645496945,13.958272875809186,2.748946698854957,6.332291994466521,11737607,-0.00025193112988864075,1.0001762670557823,1.3811884969072707e-10,1.76973141420553,3.4956672575974745,retained_top30
7,screen,s17_wc5_eta0p00017,v0.61,5.0,0.00017,-17.1948749688398,2000000,3,75.0,8.754544193063986e-05,0.00047279847419468,1.9856503887884452e-05,2.0014313322914585e-05,4.408905133801332,4.374141671421134,4.374141671421134,11.948910926052038,2.937230650799464,5.96979626766614,10453081,-0.00014363395622827186,1.0001528709901333,1.5653878193688797e-10,2.256565914794836,3.4142748607195177,retained_top30
8,screen,s12_wc4_eta0p00017,v0.61,4.0,0.00017,-17.1948749688398,2000000,3,75.0,8.933322187003263e-05,0.00048047576683307724,2.0947142930600445e-05,1.981838009120364e-05,4.264697203146067,4.507594538954425,4.264697203146067,11.384597861842499,2.874845904696149,7.151335181357227,10996478,-0.00013288911495825894,1.0000556766431519,1.575051200575217e-10,1.561335321793583,3.362664706655989,retained_top30
9,screen,s24_wc6_eta0p00023,v0.61,6.0,0.00023,-17.1948749688398,2000000,3,75.0,0.00011642676008818754,0.0006298559787810687,3.1271415101926633e-05,2.8971589551851078e-05,3.723104941324337,4.018652821234267,3.723104941324337,9.181643303855916,2.5539679954113628,5.408858902469544,14428443,-0.00018488263388935725,1.0001366238818996,1.5086421001342387e-10,1.5660767484261517,3.3513558907174357,retained_top30
