catalog_id,generation,selection_status,version,case_id,wc_eV,eta,delE_eV,ntraj_per_repeat,independent_repeats,tmax,qm_signal_rms,poisson_rms_vs_qm,repeat_noise_of_mean_rms,Q_accuracy,Q_repeat,Q_conservative,Q_0_40,Q_40_end,Q_0_60,min_window_Q,projected_ntraj_Q10,selection_score,rank,source
fine_f24_wc4_eta0p0007,previous_grid,screened_out,v0.61,f24_wc4_eta0p0007,4.0,0.0007,-17.1948749688398,1000000,3,75.0,0.00037264247741571293,0.00038080994115887514,0.0003665605111830641,0.9785523883165783,1.0165919842620783,0.9785523883165783,,,,0.3465378386468108,104431578,0.7580055006578597,20,v0.61 fine grid with matching exact QM
fine_f04_wc0p25_eta0p0007,previous_grid,screened_out,v0.61,f04_wc0p25_eta0p0007,0.25,0.0007,-17.1948749688398,1000000,3,75.0,0.000420115215469733,0.00040470906895111636,0.0004566544892582307,1.0380672134640934,0.919984858031615,0.919984858031615,,,,0.3525258258223322,118151338,0.7566708116581234,21,v0.61 fine grid with matching exact QM
fine_f19_wc2_eta0p0007,previous_grid,screened_out,v0.61,f19_wc2_eta0p0007,2.0,0.0007,-17.1948749688398,1000000,3,75.0,0.0003967078076613037,0.00044772662735166976,0.00043474584244196954,0.8860491724779795,0.9125051212289783,0.8860491724779795,,,,0.31801358152035647,127375046,0.7081663638696524,22,v0.61 fine grid with matching exact QM
fine_f05_wc0p25_eta0p001,previous_grid,screened_out,v0.61,f05_wc0p25_eta0p001,0.25,0.001,-17.1948749688398,1000000,3,75.0,0.0006210346137998914,0.0010270038524989255,0.0010754151658943262,0.6047052426227789,0.5774835928442879,0.5774835928442879,,,,0.23157240907332594,299861494,0.5774835928442879,23,v0.61 fine grid with matching exact QM
fine_f10_wc0p5_eta0p001,previous_grid,screened_out,v0.61,f10_wc0p5_eta0p001,0.5,0.001,-17.1948749688398,1000000,3,75.0,0.0006172066549821315,0.001047468279820561,0.0010675628503565282,0.5892366068477639,0.5781454972660451,0.5781454972660451,,,,0.23125663532003263,299175280,0.5763609445360384,24,v0.61 fine grid with matching exact QM
fine_f15_wc1_eta0p001,previous_grid,screened_out,v0.61,f15_wc1_eta0p001,1.0,0.001,-17.1948749688398,1000000,3,75.0,0.0006059400530822024,0.0010146668600774153,0.0010432881810255909,0.5971812788248267,0.5807983490108561,0.5807983490108561,,,,0.2298339088705363,296448498,0.5736966318901537,25,v0.61 fine grid with matching exact QM
fine_f20_wc2_eta0p001,previous_grid,screened_out,v0.61,f20_wc2_eta0p001,2.0,0.001,-17.1948749688398,1000000,3,75.0,0.0005781390472097899,0.0011788936862627826,0.0010195450575093555,0.49040812920336496,0.5670559068984401,0.49040812920336496,,,,0.16545664935068516,415800186,0.47316859115696874,26,v0.61 fine grid with matching exact QM
fine_f25_wc4_eta0p001,previous_grid,screened_out,v0.61,f25_wc4_eta0p001,4.0,0.001,-17.1948749688398,1000000,3,75.0,0.0005367355365119036,0.001090020051867482,0.0007999487860751407,0.49240886494917124,0.6709623739106305,0.49240886494917124,,,,0.17164603606443946,412428126,0.4577708507778785,27,v0.61 fine grid with matching exact QM
reference25_v0.60,previous_grid,reference,v0.60,wc4_eta0p00013758,4.0,0.00013758,-17.194874968839816,1000000,2,25.0,7.892056343511006e-05,1.987828373106237e-05,1.1050098088344348e-05,3.970190007489759,7.142069039039168,3.970190007489759,,,,,6344209,,,direct old-parameter comparison against matching QM
reference25_v0.61,previous_grid,reference,v0.61,wc4_eta0p00013758,4.0,0.00013758,-17.194874968839816,500000,2,25.0,7.892056343511006e-05,7.418085944695657e-06,7.911993228082422e-06,10.638938942402337,9.974801691562812,9.974801691562812,,,,,502530,,,direct old-parameter comparison against matching QM
local_screen_s13_wc4_eta0p0002,local_screen,retained_top30,v0.61,s13_wc4_eta0p0002,4.0,0.0002,-17.1948749688398,2000000,3,75.0,0.00010516921614073962,2.2958097421595154e-05,2.243922904947336e-05,4.58092037024871,4.686846232946131,4.58092037024871,13.346724501873998,3.0352689484900286,7.76069549359886,1.7425373257324583,9530694,3.9190962241082254,1,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s19_wc5_eta0p00023,local_screen,retained_top30,v0.61,s19_wc5_eta0p00023,5.0,0.00023,-17.1948749688398,2000000,3,75.0,0.00011856294601028554,2.7824944035935755e-05,2.6963631207733e-05,4.261030888585514,4.397143140582728,4.261030888585514,13.167994766134768,2.857137835533204,7.7176935221627865,1.6351012485187064,11015410,3.870597743373453,2,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s14_wc4_eta0p00023,local_screen,retained_top30,v0.61,s14_wc4_eta0p00023,4.0,0.00023,-17.1948749688398,2000000,3,75.0,0.00012102749006756801,2.8542995765694424e-05,3.138733269849078e-05,4.240181761615572,3.8559342149321103,3.8559342149321103,12.53686937221115,2.561439139943952,5.640268692584927,1.6875025566532895,13451502,3.538836475070029,3,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s29_wc8_eta0p00023,local_screen,retained_top30,v0.61,s29_wc8_eta0p00023,8.0,0.00023,-17.1948749688398,2000000,3,75.0,0.00011316476796191414,2.8399652656531142e-05,2.6589699506972114e-05,3.9847236630159752,4.255962649455331,3.9847236630159752,12.897856155645789,2.7009951319789947,6.721762441136221,2.014925478265978,12596027,3.5362478231553984,4,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s20_wc5_eta0p00026,local_screen,retained_top30,v0.61,s20_wc5_eta0p00026,5.0,0.00026,-17.1948749688398,2000000,3,75.0,0.0001340958793308699,3.70543383048752e-05,3.1906847987210265e-05,3.618898230689146,4.202730378902413,3.618898230689146,14.305990850163685,2.392654348299491,6.177616228519118,1.5167421339202423,15271344,3.496012301330868,5,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s18_wc5_eta0p0002,local_screen,retained_top30,v0.61,s18_wc5_eta0p0002,5.0,0.0002,-17.1948749688398,2000000,3,75.0,0.00010304620062186315,2.3948403251996927e-05,2.4963573522730495e-05,4.302842220316742,4.1278625645496945,4.1278625645496945,13.958272875809186,2.748946698854957,6.332291994466521,1.76973141420553,11737607,3.4956672575974745,6,"v0.61 local 3x2M screen, t=0-75 a.u."
