catalog_id,generation,selection_status,version,case_id,wc_eV,eta,delE_eV,ntraj_per_repeat,independent_repeats,tmax,qm_signal_rms,poisson_rms_vs_qm,repeat_noise_of_mean_rms,Q_accuracy,Q_repeat,Q_conservative,Q_0_40,Q_40_end,Q_0_60,min_window_Q,projected_ntraj_Q10,selection_score,rank,source
local_screen_s17_wc5_eta0p00017,local_screen,retained_top30,v0.61,s17_wc5_eta0p00017,5.0,0.00017,-17.1948749688398,2000000,3,75.0,8.754544193063986e-05,1.9856503887884452e-05,2.0014313322914585e-05,4.408905133801332,4.374141671421134,4.374141671421134,11.948910926052038,2.937230650799464,5.96979626766614,2.256565914794836,10453081,3.4142748607195177,7,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s12_wc4_eta0p00017,local_screen,retained_top30,v0.61,s12_wc4_eta0p00017,4.0,0.00017,-17.1948749688398,2000000,3,75.0,8.933322187003263e-05,2.0947142930600445e-05,1.981838009120364e-05,4.264697203146067,4.507594538954425,4.264697203146067,11.384597861842499,2.874845904696149,7.151335181357227,1.561335321793583,10996478,3.362664706655989,8,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s24_wc6_eta0p00023,local_screen,retained_top30,v0.61,s24_wc6_eta0p00023,6.0,0.00023,-17.1948749688398,2000000,3,75.0,0.00011642676008818754,3.1271415101926633e-05,2.8971589551851078e-05,3.723104941324337,4.018652821234267,3.723104941324337,9.181643303855916,2.5539679954113628,5.408858902469544,1.5660767484261517,14428443,3.3513558907174357,9,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s23_wc6_eta0p0002,local_screen,screened_out,v0.61,s23_wc6_eta0p0002,6.0,0.0002,-17.1948749688398,2000000,3,75.0,0.00010120134440531825,2.2675406670259417e-05,2.53928309488404e-05,4.4630442962706285,3.9854297698910077,3.9854297698910077,13.594070125668939,2.671134166071986,5.743325354926171,1.6691290512374182,12591564,3.3446999764225382,10,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s10_wc3_eta0p00026,local_screen,screened_out,v0.61,s10_wc3_eta0p00026,3.0,0.00026,-17.1948749688398,2000000,3,75.0,0.0001401072927594967,4.1387594991381666e-05,3.6952202447483346e-05,3.385248473332937,3.791581650880428,3.385248473332937,13.118294504742348,2.235412494378447,5.700033764520818,1.5426230085110073,17452149,3.3427953338410368,11,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s09_wc3_eta0p00023,local_screen,screened_out,v0.61,s09_wc3_eta0p00023,3.0,0.00023,-17.1948749688398,2000000,3,75.0,0.00012381696697122852,3.18178003066526e-05,3.5005992865048276e-05,3.891437050264608,3.537022002162765,3.537022002162765,11.68259339550384,2.3325469240598213,5.332092332917338,1.3937337026841208,15986540,3.2833464266527357,12,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s04_wc2_eta0p00023,local_screen,screened_out,v0.61,s04_wc2_eta0p00023,2.0,0.00023,-17.1948749688398,2000000,3,75.0,0.00012691652377412257,3.64880212908269e-05,3.513894383205834e-05,3.47830655881659,3.611847993516889,3.47830655881659,13.739388931596396,2.291479651635566,6.436487452085393,1.386244851507942,16530816,3.2690066608368262,13,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s15_wc4_eta0p00026,local_screen,screened_out,v0.61,s15_wc4_eta0p00026,4.0,0.00026,-17.1948749688398,2000000,3,75.0,0.00013690838753275405,4.110888054988945e-05,3.485516293351941e-05,3.3303847173995162,3.9279227526173,3.3303847173995162,12.07535726991003,2.1959417243278416,6.404931507798073,1.3739863305720004,18031888,3.2508602364477017,14,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s16_wc5_eta0p00014,local_screen,screened_out,v0.61,s16_wc5_eta0p00014,5.0,0.00014,-17.1948749688398,2000000,3,75.0,7.206046808344331e-05,1.5863084045080083e-05,1.5382824587154227e-05,4.542651849959326,4.684475706992006,4.542651849959326,12.057138753938888,3.0681961054235596,6.360786305313521,1.7769504774961855,9691949,3.216968872773381,15,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s21_wc6_eta0p00014,local_screen,screened_out,v0.61,s21_wc6_eta0p00014,6.0,0.00014,-17.1948749688398,2000000,3,75.0,7.078650173662585e-05,1.4969910366550317e-05,1.6178641717413505e-05,4.728585542822991,4.375305601856332,4.375305601856332,13.252247718331096,2.926638666158525,5.903177085970028,1.7042532304403697,10447520,3.070948145651466,16,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s02_wc2_eta0p00017,local_screen,screened_out,v0.61,s02_wc2_eta0p00017,2.0,0.00017,-17.1948749688398,2000000,3,75.0,9.353140720081721e-05,2.415980337455516e-05,2.476462683026497e-05,3.8713645864901145,3.7768147221387576,3.7768147221387576,13.617605832195201,2.5027975411797168,6.0198759386016585,1.5675184083153206,14020989,3.0471461179965407,17,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s30_wc8_eta0p00026,local_screen,screened_out,v0.61,s30_wc8_eta0p00026,8.0,0.00026,-17.1948749688398,2000000,3,75.0,0.00012795785837875173,3.9754793299747174e-05,3.8960668445769954e-05,3.2186774916413787,3.284282931563624,3.2186774916413787,14.054117662954381,2.143344174943987,5.934328424105888,1.5158306122640264,19305234,3.0373847629946225,18,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s11_wc4_eta0p00014,local_screen,screened_out,v0.61,s11_wc4_eta0p00014,4.0,0.00014,-17.1948749688398,2000000,3,75.0,7.351916182679316e-05,1.7622604127404547e-05,1.7042531306842774e-05,4.1718670688666855,4.313863973790934,4.1718670688666855,12.852399854189228,2.7757321239525417,6.580474112395232,1.7961896698906283,11491298,2.9841427957797566,19,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s01_wc2_eta0p00014,local_screen,screened_out,v0.61,s01_wc2_eta0p00014,2.0,0.00014,-17.1948749688398,2000000,3,75.0,7.691546074520167e-05,1.759978641943848e-05,1.8959557759929666e-05,4.3702496673624776,4.056817237992739,4.056817237992739,12.168013854093612,2.6940819141652725,6.199279052380396,1.7168154259025477,12152318,2.9681177870640885,20,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s08_wc3_eta0p0002,local_screen,screened_out,v0.61,s08_wc3_eta0p0002,3.0,0.0002,-17.1948749688398,2000000,3,75.0,0.00010756050583924298,3.146330370024312e-05,2.4288478222673167e-05,3.418601773799483,4.428458006020147,3.418601773799483,11.09706560811164,2.2723518863515046,5.773383869038756,1.6742809087657187,17113269,2.957765897244296,21,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s05_wc2_eta0p00026,local_screen,screened_out,v0.61,s05_wc2_eta0p00026,2.0,0.00026,-17.1948749688398,2000000,3,75.0,0.00014368858523413708,4.832749926307958e-05,4.8809489818077726e-05,2.973226163678406,2.943865747617765,2.943865747617765,14.008250493526731,1.9409865901413768,5.459796936235775,1.2273440380443579,23077779,2.943865747617765,22,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s28_wc8_eta0p0002,local_screen,screened_out,v0.61,s28_wc8_eta0p0002,8.0,0.0002,-17.1948749688398,2000000,3,75.0,9.837931144468718e-05,2.765489253266356e-05,2.38388500543793e-05,3.55739265045019,4.12684803252976,3.55739265045019,12.20196355732373,2.4047179025754666,5.909917655802507,1.4000540821190899,15803977,2.943557734576562,23,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s25_wc6_eta0p00026,local_screen,screened_out,v0.61,s25_wc6_eta0p00026,6.0,0.00026,-17.1948749688398,2000000,3,75.0,0.00013166434365865975,3.57245892977936e-05,4.4062293195971305e-05,3.685538343383881,2.9881409728964825,2.9881409728964825,14.96537853177776,1.9719734442904877,6.15938098438261,1.1067099847294293,22398959,2.860382006774156,24,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s03_wc2_eta0p0002,local_screen,screened_out,v0.61,s03_wc2_eta0p0002,2.0,0.0002,-17.1948749688398,2000000,3,75.0,0.00011019794436436357,3.401347663224742e-05,3.1725830896690636e-05,3.2398318335940806,3.4734454937745527,3.2398318335940806,13.725897995197972,2.1323875966111077,5.72670523167689,1.2303711333348224,19053952,2.837253109235008,25,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s06_wc3_eta0p00014,local_screen,screened_out,v0.61,s06_wc3_eta0p00014,3.0,0.00014,-17.1948749688398,2000000,3,75.0,7.514651286384817e-05,2.0964638778349417e-05,1.6911742305734524e-05,3.584441099049768,4.443451863523671,3.584441099049768,13.346921171706708,2.3620718869480055,6.215461798879373,1.6817174602853346,15566362,2.592177460443482,26,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s07_wc3_eta0p00017,local_screen,screened_out,v0.61,s07_wc3_eta0p00017,3.0,0.00017,-17.1948749688398,2000000,3,75.0,9.13372442257365e-05,2.8388829732764043e-05,1.9674219604446188e-05,3.217365600679291,4.642483720426458,3.217365600679291,13.192033201696127,2.1103912242846152,6.3712112853673615,1.5063864547294863,19320981,2.565152751380738,27,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s22_wc6_eta0p00017,local_screen,screened_out,v0.61,s22_wc6_eta0p00017,6.0,0.00017,-17.1948749688398,2000000,3,75.0,8.598796794198564e-05,2.334013881292535e-05,2.7537367178519835e-05,3.684124101882678,3.1225921993392105,3.1225921993392105,12.978051018047562,2.0741414125351407,5.27604675828122,1.1868580897192686,20511597,2.4155886426747233,28,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s27_wc8_eta0p00017,local_screen,screened_out,v0.61,s27_wc8_eta0p00017,8.0,0.00017,-17.1948749688398,2000000,3,75.0,8.360142542888295e-05,2.745204681101935e-05,2.199881457103401e-05,3.045362191183684,3.8002695626591407,3.045362191183684,11.528330426436087,2.0302571808056826,5.390725156132635,1.1950047752061015,21565131,2.3229221672139797,29,"v0.61 local 3x2M screen, t=0-75 a.u."
local_screen_s26_wc8_eta0p00014,local_screen,screened_out,v0.61,s26_wc8_eta0p00014,8.0,0.00014,-17.1948749688398,2000000,3,75.0,6.883104643891251e-05,1.393021703419647e-05,2.0793227043281198e-05,4.941132379340768,3.310262822391174,3.310262822391174,13.910630148203559,2.21775497817121,6.55456550325261,1.293925443899339,18251773,2.2910972720837552,30,"v0.61 local 3x2M screen, t=0-75 a.u."
local_confirm_s12_wc4_eta0p00017,local_confirm,retained_top30,v0.61,s12_wc4_eta0p00017,4.0,0.00017,-17.1948749688398,8000000,3,100.0,8.815562061761405e-05,1.7877004372756706e-05,2.102023398918717e-05,4.931230019273084,4.193845827927577,4.193845827927577,24.19785497014584,3.128502592523658,13.073960178032323,1.7554838750507877,45484672,3.421175806629316,1,"v0.61 local 3x8M confirmation, t=0-100 a.u."
local_confirm_s17_wc5_eta0p00017,local_confirm,retained_top30,v0.61,s17_wc5_eta0p00017,5.0,0.00017,-17.1948749688398,8000000,3,100.0,8.64603900864811e-05,2.0502084992123282e-05,2.0730194777297467e-05,4.217151090715817,4.170746633850619,4.170746633850619,25.08888187057229,3.1263407180245966,14.27469637881779,1.6834901416620658,45989891,3.3694601990588495,2,"v0.61 local 3x8M confirmation, t=0-100 a.u."
local_confirm_s24_wc6_eta0p00023,local_confirm,retained_top30,v0.61,s24_wc6_eta0p00023,6.0,0.00023,-17.1948749688398,8000000,3,100.0,0.00011509372900950319,3.245715382553926e-05,2.9459539988840928e-05,3.5460203820749205,3.9068406720912785,3.5460203820749205,26.087426538657127,2.6635361010897802,12.637760188251793,1.6951534074193173,63622032,3.3052551126294576,3,"v0.61 local 3x8M confirmation, t=0-100 a.u."
local_confirm_s18_wc5_eta0p0002,local_confirm,screened_out,v0.61,s18_wc5_eta0p0002,5.0,0.0002,-17.1948749688398,8000000,3,100.0,0.00010177861505803512,2.7495039661199547e-05,2.636497157039598e-05,3.7017082467301576,3.8603726458145573,3.7017082467301576,25.629697691662514,2.7707351774489557,12.85285476074324,1.5915231942579613,58382894,3.2446539302321282,4,"v0.61 local 3x8M confirmation, t=0-100 a.u."
local_confirm_s20_wc5_eta0p00026,local_confirm,screened_out,v0.61,s20_wc5_eta0p00026,5.0,0.00026,-17.1948749688398,8000000,3,100.0,0.00013247201583776221,4.253949270194141e-05,3.81381947346198e-05,3.1140948662915413,3.473473685882443,3.1140948662915413,27.002335347512325,2.3284049040063635,13.315869246278332,1.3255873147116954,82494750,3.1140948662915413,5,"v0.61 local 3x8M confirmation, t=0-100 a.u."
local_confirm_s14_wc4_eta0p00023,local_confirm,screened_out,v0.61,s14_wc4_eta0p00023,4.0,0.00023,-17.1948749688398,8000000,3,100.0,0.00011946731366863749,3.785881557383424e-05,3.345235302428778e-05,3.1556009309283883,3.5712678740984027,3.1556009309283883,25.05835070465593,2.35126549625353,13.035302804507968,1.2509235057914547,80338892,2.996708861736666,6,"v0.61 local 3x8M confirmation, t=0-100 a.u."
local_confirm_s13_wc4_eta0p0002,local_confirm,screened_out,v0.61,s13_wc4_eta0p0002,4.0,0.0002,-17.1948749688398,8000000,3,100.0,0.0001037979887855656,3.171658680099162e-05,2.755368789808924e-05,3.272672101725661,3.7671178235550697,3.272672101725661,25.737837958278742,2.4388357375869663,11.363387976217288,1.3690940394221236,74693877,2.896909253811057,7,"v0.61 local 3x8M confirmation, t=0-100 a.u."
local_confirm_s19_wc5_eta0p00023,local_confirm,screened_out,v0.61,s19_wc5_eta0p00023,5.0,0.00023,-17.1948749688398,8000000,3,100.0,0.00011711572836336911,3.0296154518433302e-05,3.865287110049802e-05,3.8656961658982683,3.0299360701787594,3.0299360701787594,27.886425766194915,2.264214664886425,12.282793644184963,1.3294246033714745,87141104,2.8489118034603313,8,"v0.61 local 3x8M confirmation, t=0-100 a.u."
local_confirm_s29_wc8_eta0p00023,local_confirm,screened_out,v0.61,s29_wc8_eta0p00023,8.0,0.00023,-17.1948749688398,8000000,3,100.0,0.00011202592700173063,3.6647731948089646e-05,3.425256059392014e-05,3.056831106503721,3.2705854703783905,3.056831106503721,23.52338474764934,2.3087358751451093,11.070169769919387,1.330177371997335,85614456,2.8110504809208035,9,"v0.61 local 3x8M confirmation, t=0-100 a.u."
