#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 6.3245553203367588e-03 -2.5724525522958491e-01
#     2 6.3245553203367588e-03 -1.7270231030974789e-01
#     3 6.3245553203367588e-03 -7.3498644351309927e-02
#adaptive measurement: gap=1.8374661087827551e-02 period_steps=684 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999311922e+00 +1.8453422411457915e-03 +9.9998000460891157e-01 +9.9999999999935185e-01 +1.0218656452377602e-05 +9.7767339859319402e-06
  1.00000000 +2.0000000000000000e+00 +1.9999999979057095e+00 +1.8689855562690381e-03 +9.9991996671570527e-01 +9.9999999979278753e-01 +4.0740295632579079e-05 +3.9293194275825500e-05
  1.50000000 +2.0000000000000000e+00 +1.9999999934076944e+00 +1.9078714043110762e-03 +9.9982117846950691e-01 +9.9999999860115174e-01 +9.1548143436847928e-05 +8.7274785554288575e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999689722427e+00 +1.9609134839473200e-03 +9.9968632974058536e-01 +9.9999999386062510e-01 +1.6066586769841347e-04 +1.5301053100075826e-04
  2.50000000 +2.0000000000000000e+00 +1.9999999560139399e+00 +2.0270884268935017e-03 +9.9951794363257684e-01 +9.9999998019668190e-01 +2.4830359173929657e-04 +2.3377258024392673e-04
  3.00000000 +2.0000000000000000e+00 +2.0000001017095066e+00 +2.1030917647009780e-03 +9.9932431455334159e-01 +9.9999995422690247e-01 +3.4935525806768303e-04 +3.2637596300876367e-04
  3.50000000 +2.0000000000000000e+00 +1.9999998316038414e+00 +2.1872818060206601e-03 +9.9910950043090063e-01 +9.9999991135515165e-01 +4.6474539068883959e-04 +4.2584282480520158e-04
  4.00000000 +2.0000000000000000e+00 +1.9999997085802261e+00 +2.2754816115800620e-03 +9.9888397674095963e-01 +9.9999984425868294e-01 +5.9065132946085636e-04 +5.2552766969176843e-04
  4.50000000 +2.0000000000000000e+00 +1.9999997918007797e+00 +2.3666444566231631e-03 +9.9865032930553743e-01 +9.9999974900771160e-01 +7.2471004720110906e-04 +6.2521163792863990e-04
  5.00000000 +2.0000000000000000e+00 +1.9999995116149110e+00 +2.4559513454003828e-03 +9.9842080147146395e-01 +9.9999961533944448e-01 +8.5749153141935670e-04 +7.2209165770138392e-04
  5.50000000 +2.0000000000000000e+00 +1.9999996680027594e+00 +2.5421463178345706e-03 +9.9819840697412421e-01 +9.9999944060284518e-01 +9.9571898673970517e-04 +8.0643343503726485e-04
  6.00000000 +2.0000000000000000e+00 +1.9999992148056294e+00 +2.6239205556031686e-03 +9.9798642642650404e-01 +9.9999922348676662e-01 +1.1310135383750938e-03 +8.8333654788690075e-04
  6.50000000 +2.0000000000000000e+00 +1.9999982670735266e+00 +2.6966928805353856e-03 +9.9779661979806089e-01 +9.9999895521435633e-01 +1.2633475136402644e-03 +9.4107747433088416e-04
  7.00000000 +2.0000000000000000e+00 +1.9999984689877426e+00 +2.7605181682056018e-03 +9.9762885834092596e-01 +9.9999865507165742e-01 +1.3815645799831772e-03 +9.9092200751742655e-04
  7.50000000 +2.0000000000000000e+00 +1.9999978446808697e+00 +2.8075196664470643e-03 +9.9750322067878150e-01 +9.9999826055247909e-01 +1.4881770246561630e-03 +1.0103417444344248e-03
  8.00000000 +2.0000000000000000e+00 +1.9999973726878899e+00 +2.8342889390618234e-03 +9.9742808575373187e-01 +9.9999783845514034e-01 +1.5740406823901046e-03 +1.0000351082632903e-03
  8.50000000 +2.0000000000000000e+00 +1.9999961281272554e+00 +2.8597724956296116e-03 +9.9735635879965734e-01 +9.9999728449697500e-01 +1.6594131654808627e-03 +9.8694353895949888e-04
  9.00000000 +2.0000000000000000e+00 +1.9999951385881942e+00 +2.8624830720198006e-03 +9.9734197634089339e-01 +9.9999669847752137e-01 +1.7073571403813906e-03 +9.5396804156324864e-04
  9.50000000 +2.0000000000000000e+00 +1.9999942050584261e+00 +2.8583188817016382e-03 +9.9734575293144301e-01 +9.9999621315879217e-01 +1.7591399586311725e-03 +8.9889395110168374e-04
 10.00000000 +2.0000000000000000e+00 +1.9999938485102906e+00 +2.8327419192697751e-03 +9.9740365192791591e-01 +9.9999545913898014e-01 +1.7816801493554428e-03 +8.1920878374795096e-04
 10.50000000 +2.0000000000000000e+00 +1.9999943309081400e+00 +2.8078460931091525e-03 +9.9746082804318414e-01 +9.9999474426955304e-01 +1.7908635163619848e-03 +7.5356417226357349e-04
 11.00000000 +2.0000000000000000e+00 +1.9999923826391997e+00 +2.7758587838033863e-03 +9.9753690350971058e-01 +9.9999398726771127e-01 +1.8076074462993565e-03 +6.6150177725188069e-04
 11.50000000 +2.0000000000000000e+00 +1.9999917720958751e+00 +2.7170919889549488e-03 +9.9768127757331992e-01 +9.9999290098705640e-01 +1.7422178945454894e-03 +5.8360354548889107e-04
 12.00000000 +2.0000000000000000e+00 +1.9999910719904668e+00 +2.6397421405644963e-03 +9.9787507567835376e-01 +9.9999248319311773e-01 +1.6949425745562759e-03 +4.3749855502511563e-04
 12.50000000 +2.0000000000000000e+00 +1.9999939692318711e+00 +2.5875360552185997e-03 +9.9800597152090909e-01 +9.9999152326012775e-01 +1.6290425717832529e-03 +3.7346264730529381e-04
 13.00000000 +2.0000000000000000e+00 +1.9999895242470902e+00 +2.5104155676315141e-03 +9.9819943280184698e-01 +9.9999079611192621e-01 +1.5144333155551874e-03 +2.9533777079819275e-04
 13.50000000 +2.0000000000000000e+00 +1.9999893939295310e+00 +2.4523222919247160e-03 +9.9834973509845004e-01 +9.9998990497174201e-01 +1.4166826532270149e-03 +2.4367727618928556e-04
 14.00000000 +2.0000000000000000e+00 +1.9999911714273300e+00 +2.3926296796057144e-03 +9.9850370009682621e-01 +9.9998958344141586e-01 +1.3461338801774463e-03 +1.6058258148072630e-04
 14.50000000 +2.0000000000000000e+00 +1.9999910682498616e+00 +2.3141556939015374e-03 +9.9870706964293843e-01 +9.9998846353098059e-01 +1.1938851158959693e-03 +1.1058170883808777e-04
 15.00000000 +2.0000000000000000e+00 +1.9999907853380678e+00 +2.2770442122840000e-03 +9.9880624746076507e-01 +9.9998797412716345e-01 +1.0904504565590939e-03 +1.1532795512646746e-04
 15.50000000 +2.0000000000000000e+00 +1.9999925770356708e+00 +2.2172400240438928e-03 +9.9896565495417977e-01 +9.9998776036427517e-01 +9.8933279302758077e-04 +5.7251887577380053e-05
 16.00000000 +2.0000000000000000e+00 +1.9999917151908857e+00 +2.1714710844645589e-03 +9.9908830684473715e-01 +9.9998695837224316e-01 +8.4478097524036302e-04 +7.9953808993157618e-05
 16.50000000 +2.0000000000000000e+00 +1.9999916865053153e+00 +2.1415267025028813e-03 +9.9917364230651395e-01 +9.9998609656644510e-01 +7.0550660400501425e-04 +1.3475452381192158e-04
 17.00000000 +2.0000000000000000e+00 +1.9999900577621728e+00 +2.1391406665460392e-03 +9.9918702486270505e-01 +9.9998515508470387e-01 +6.7510919676642359e-04 +1.5271085595620329e-04
 17.50000000 +2.0000000000000000e+00 +1.9999946314258537e+00 +2.1178984615567390e-03 +9.9925032667110714e-01 +9.9998476551117710e-01 +5.1067431090005041e-04 +2.5423350795841890e-04
 18.00000000 +2.0000000000000000e+00 +1.9999948474640328e+00 +2.1226800604404010e-03 +9.9924732913752456e-01 +9.9998543820282670e-01 +4.2723536993923391e-04 +3.3999728847705423e-04
 18.50000000 +2.0000000000000000e+00 +1.9999936811728991e+00 +2.1312590790491764e-03 +9.9923595392284692e-01 +9.9998425371744692e-01 +3.4021099641768276e-04 +4.3958136215552392e-04
 19.00000000 +2.0000000000000000e+00 +1.9999947005203200e+00 +2.1299952545778184e-03 +9.9924559564867155e-01 +9.9998530843147926e-01 +3.3457012805316374e-04 +4.3452579108648436e-04
 19.50000000 +2.0000000000000000e+00 +1.9999942091709859e+00 +2.1871293920988064e-03 +9.9910850515448446e-01 +9.9998332927707634e-01 +3.1735489695473016e-04 +5.9081067107346794e-04
 20.00000000 +2.0000000000000000e+00 +1.9999996624189829e+00 +2.1693909119827087e-03 +9.9916105705213809e-01 +9.9998283693735535e-01 +2.6447628208919226e-04 +5.9162972948856828e-04
 20.50000000 +2.0000000000000000e+00 +1.9999991187824981e+00 +2.2901839830181915e-03 +9.9885830067123960e-01 +9.9998641662559518e-01 +2.8262200690316495e-04 +8.7266069563064557e-04
 21.00000000 +2.0000000000000000e+00 +2.0000024194768571e+00 +2.2421767502210721e-03 +9.9898449146903001e-01 +9.9998477053609958e-01 +1.9740945939146240e-04 +8.3332853548396331e-04
 21.50000000 +2.0000000000000000e+00 +1.9999975089320348e+00 +2.2965604697494884e-03 +9.9884881886498988e-01 +9.9998342180737754e-01 +2.9407348545272278e-04 +8.7368584158296848e-04
 22.00000000 +2.0000000000000000e+00 +1.9999990156523264e+00 +2.3478037402629298e-03 +9.9872050326349948e-01 +9.9998547461100895e-01 +3.7828590685806912e-04 +9.1573621752894744e-04
 22.50000000 +2.0000000000000000e+00 +1.9999971979924587e+00 +2.3960324512380233e-03 +9.9859810037643559e-01 +9.9998577145507905e-01 +4.2762113202870523e-04 +9.8850703604358566e-04
 23.00000000 +2.0000000000000000e+00 +1.9999959788155455e+00 +2.4301625359541825e-03 +9.9850950195208377e-01 +9.9998531422830517e-01 +5.3389917992799861e-04 +9.7128463912628184e-04
 23.50000000 +2.0000000000000000e+00 +1.9999962666093327e+00 +2.4176401705705546e-03 +9.9853870516593934e-01 +9.9998663959544587e-01 +4.9161245224669972e-04 +9.8304278531739634e-04
 24.00000000 +2.0000000000000000e+00 +1.9999915256145786e+00 +2.5385285066141412e-03 +9.9822823841236941e-01 +9.9998845467102526e-01 +7.6665462730080654e-04 +1.0166522887475249e-03
 24.50000000 +2.0000000000000000e+00 +2.0000022259143582e+00 +2.5229677963256470e-03 +9.9826675163576128e-01 +9.9998555951760271e-01 +8.6023130759843710e-04 +8.8745753850138576e-04
 25.00000000 +2.0000000000000000e+00 +2.0000057968613749e+00 +2.4699283274916537e-03 +9.9840040300655974e-01 +9.9998750689010163e-01 +7.7485304939072549e-04 +8.3723705341151372e-04
 25.50000000 +2.0000000000000000e+00 +1.9999928666558882e+00 +2.5452268403155639e-03 +9.9819501642358899e-01 +9.9998601148914801e-01 +9.2088038274955352e-04 +8.9809170350447652e-04
 26.00000000 +2.0000000000000000e+00 +1.9999832687781043e+00 +2.5398316715692262e-03 +9.9820317975298622e-01 +9.9998729450934920e-01 +1.0499012330568022e-03 +7.5962450503568838e-04
 26.50000000 +2.0000000000000000e+00 +1.9999934715823664e+00 +2.5544347649294002e-03 +9.9816738954904938e-01 +9.9998996522767591e-01 +1.1107121155229018e-03 +7.3193310829406289e-04
 27.00000000 +2.0000000000000000e+00 +1.9999979229705533e+00 +2.5250458128395149e-03 +9.9823844711015142e-01 +9.9998423084713284e-01 +1.1436109225559604e-03 +6.3371111919485409e-04
 27.50000000 +2.0000000000000000e+00 +1.9999878268796418e+00 +2.5349153830476860e-03 +9.9820424335769120e-01 +9.9998460982626058e-01 +1.3904784562654990e-03 +4.2066835975412814e-04
 28.00000000 +2.0000000000000000e+00 +1.9999870475888581e+00 +2.5602014503978625e-03 +9.9814125955243227e-01 +9.9998529357011401e-01 +1.4018906082665370e-03 +4.7155626839997085e-04
 28.50000000 +2.0000000000000000e+00 +1.9999784372322451e+00 +2.5949254185807943e-03 +9.9804067180023315e-01 +9.9998721173512084e-01 +1.4897025936128532e-03 +4.8241387023369875e-04
 29.00000000 +2.0000000000000000e+00 +1.9999879914427048e+00 +2.4945867154183869e-03 +9.9830153309352143e-01 +9.9998328490893229e-01 +1.5296324855137275e-03 +1.8554951202575038e-04
 29.50000000 +2.0000000000000000e+00 +1.9999720363329447e+00 +2.6121424713783756e-03 +9.9799312357369907e-01 +9.9998424027709776e-01 +1.6923367051671790e-03 +3.3029944407297760e-04
 30.00000000 +2.0000000000000000e+00 +1.9999748469483918e+00 +2.6227256218738487e-03 +9.9797165218698769e-01 +9.9998961483784254e-01 +1.6297962423228044e-03 +4.0893673288530511e-04
 30.50000000 +2.0000000000000000e+00 +1.9999711283469255e+00 +2.4837782935714973e-03 +9.9831560921825346e-01 +9.9997980791564844e-01 +1.4888388404028460e-03 +2.1574402639790944e-04
 31.00000000 +2.0000000000000000e+00 +1.9999585621698912e+00 +2.4903559217523030e-03 +9.9828907903543973e-01 +9.9998522804177259e-01 +1.5571033099951352e-03 +1.6858961241699363e-04
 31.50000000 +2.0000000000000000e+00 +1.9999739461741253e+00 +2.5126369117971954e-03 +9.9824069582006192e-01 +9.9998781366524592e-01 +1.5354138461522659e-03 +2.3607666817941725e-04
 32.00000000 +2.0000000000000000e+00 +1.9999704688100506e+00 +2.5259837011754292e-03 +9.9819892502995977e-01 +9.9997815207375407e-01 +1.6815069694313496e-03 +1.4141592620069713e-04
 32.50000000 +2.0000000000000000e+00 +1.9999669503732442e+00 +2.5496938299815969e-03 +9.9813567264425895e-01 +9.9997645001184920e-01 +1.6188321339702309e-03 +2.6904521052466268e-04
 33.00000000 +2.0000000000000000e+00 +1.9999671642622139e+00 +2.6112042969392746e-03 +9.9797376566519458e-01 +9.9999195053603152e-01 +1.4980268010013939e-03 +5.3625699762027267e-04
 33.50000000 +2.0000000000000000e+00 +1.9999657023088477e+00 +2.5671769540061783e-03 +9.9809280414601176e-01 +9.9997783630758030e-01 +1.6439643654191452e-03 +2.8539518073248581e-04
 34.00000000 +2.0000000000000000e+00 +1.9999426916011460e+00 +2.6358399239591059e-03 +9.9791468586987619e-01 +9.9998240865984367e-01 +1.5245248640063623e-03 +5.7838060615297002e-04
 34.50000000 +2.0000000000000000e+00 +1.9999453015062318e+00 +2.5863420022723548e-03 +9.9802754078905453e-01 +9.9998074496189859e-01 +1.4528728993813483e-03 +5.3884135026134258e-04
 35.00000000 +2.0000000000000000e+00 +1.9999569485843565e+00 +2.6350369583222196e-03 +9.9792213046073386e-01 +9.9997933765067781e-01 +1.3950462555000357e-03 +7.0348563374460888e-04
 35.50000000 +2.0000000000000000e+00 +1.9999582640177889e+00 +2.5765454488651620e-03 +9.9806302872354102e-01 +9.9998484627807316e-01 +1.2822711045541737e-03 +6.6985389443803306e-04
 36.00000000 +2.0000000000000000e+00 +1.9999628127677720e+00 +2.5344287725115218e-03 +9.9816842229303770e-01 +9.9998365738371831e-01 +1.2059898610539297e-03 +6.4193046233422307e-04
 36.50000000 +2.0000000000000000e+00 +1.9999542170241578e+00 +2.5061391290744951e-03 +9.9821712689225872e-01 +9.9998598833730068e-01 +1.1088636794700602e-03 +6.8802109082709089e-04
 37.00000000 +2.0000000000000000e+00 +1.9999325269903758e+00 +2.5323442194485116e-03 +9.9816171746063387e-01 +9.9998530531683860e-01 +1.0460972893838582e-03 +8.0687993314183370e-04
 37.50000000 +2.0000000000000000e+00 +1.9999460947550851e+00 +2.6054043965677174e-03 +9.9797097655923805e-01 +9.9999412176181002e-01 +9.8912801583789689e-04 +1.0457736632286379e-03
 38.00000000 +2.0000000000000000e+00 +1.9999297029722547e+00 +2.5984455238473492e-03 +9.9798825645150635e-01 +9.9998325768542506e-01 +1.1599207529463459e-03 +8.6856511023893773e-04
 38.50000000 +2.0000000000000000e+00 +1.9999444583634631e+00 +2.5831627807537199e-03 +9.9803227557413576e-01 +9.9997272371459800e-01 +1.0567793091191540e-03 +9.3822140151656147e-04
 39.00000000 +2.0000000000000000e+00 +1.9999376541038765e+00 +2.3452390526597310e-03 +9.9863330593857924e-01 +9.9997619480297040e-01 +8.2595296216578620e-04 +5.6454629581279860e-04
 39.50000000 +2.0000000000000000e+00 +1.9999501771750590e+00 +2.6164477714040631e-03 +9.9794445709768775e-01 +9.9995797793920405e-01 +1.0457684948237339e-03 +1.0517964678631408e-03
 40.00000000 +2.0000000000000000e+00 +1.9999415373397602e+00 +2.6303871787508645e-03 +9.9792486969608107e-01 +9.9996783451290672e-01 +1.1096108056991350e-03 +9.9768498471365500e-04
 40.50000000 +2.0000000000000000e+00 +1.9999568685420230e+00 +2.5853769999961435e-03 +9.9803777811719374e-01 +9.9997022135599944e-01 +1.0288415678591668e-03 +9.6315895844204609e-04
 41.00000000 +2.0000000000000000e+00 +1.9999314904627385e+00 +2.3347873794153816e-03 +9.9867606003698439e-01 +9.9999690881595893e-01 +6.6966286632969268e-04 +6.5736828076769021e-04
 41.50000000 +2.0000000000000000e+00 +1.9999526057091455e+00 +2.4450443112204651e-03 +9.9840190273203178e-01 +9.9996661981440815e-01 +8.7211557720895329e-04 +7.5936187602351659e-04
 42.00000000 +2.0000000000000000e+00 +1.9999311233945787e+00 +2.3444323026701949e-03 +9.9865736205201994e-01 +9.9998947431305463e-01 +7.2253947267345573e-04 +6.3062416229270086e-04
 42.50000000 +2.0000000000000000e+00 +1.9999305137324082e+00 +2.5328455924803085e-03 +9.9818862400043240e-01 +9.9995898046664089e-01 +9.1681936992551072e-04 +9.3557616361443247e-04
 43.00000000 +2.0000000000000000e+00 +1.9999323350584337e+00 +2.3799201114572894e-03 +9.9858775418286949e-01 +9.9998094795090409e-01 +1.0233347504233845e-03 +4.0796311542303101e-04
