label,path,n_points,tmax,qm_signal_rms,simulation_signal_rms,error_rms,Q_qm,Q_qm_first_half,Q_qm_second_half,Q_qm_min_half,amplitude_ratio,cosine_similarity,max_abs_occupation_error,max_particle_error
n200000-b8,E:\project_qm\scan_v064_t200_estimate_20260811\budget\n200000-b8-644981\ahm-sepmb-s10-n5-200000.dat,401,200.0,1.6838655145801467e-05,6.35277638849391e-05,6.278505364843288e-05,0.2681952816364562,0.742113171652017,0.1920354388122489,0.1920354388122489,3.7727338279018703,0.1763795133313721,0.001000641204199848,1.4064305275951483e-11
n400000-b4,E:\project_qm\scan_v064_t200_estimate_20260811\budget\n400000-b4-644982\ahm-sepmb-s10-n5-400000.dat,401,200.0,1.6838655145801467e-05,5.471308795457197e-05,5.215001237323429e-05,0.3228888044222942,0.8196171019980799,0.23285624765760993,0.23285624765760993,3.2492552095654785,0.30252992744383067,0.0006125318150942416,1.403943628019988e-11
n50000-b32,E:\project_qm\scan_v064_t200_estimate_20260811\budget\n50000-b32-644980\ahm-sepmb-s10-n5-50000.dat,401,200.0,1.6838655145801467e-05,5.911637948872731e-05,5.593332070435196e-05,0.3010487296973826,1.3993677091224175,0.2106435155763752,0.2106435155763752,3.510754212664503,0.32636324242234005,0.0008205666155677305,1.4022560890225577e-11
n800000-b2,E:\project_qm\scan_v064_t200_estimate_20260811\budget\n800000-b2-644983\ahm-sepmb-s10-n5-800000.dat,401,200.0,1.6838655145801467e-05,5.71632799232969e-05,5.437904389402244e-05,0.30965338740816734,0.8046016406928994,0.22282169164335724,0.22282169164335724,3.3947651655274815,0.30860670190296385,0.0006766767441327426,1.4054535313334782e-11
