#PATCH_CHECK: SepMBpoisson v0.61 exact-bernoulli stratified-backward active
#discretizing the bath:
#     0 0.0000000000000000e+00 -6.3189999999999946e-01
#     1 4.7140452079103166e-03 -1.8374661087827493e-01
#     2 4.7140452079103166e-03 -1.7927592382132199e-01
#     3 4.7140452079103166e-03 -1.7476955526789500e-01
#     4 4.7140452079103166e-03 -1.7022778553958057e-01
#     5 4.7140452079103166e-03 -1.6565088845304216e-01
#     6 4.7140452079103166e-03 -1.6103913156777969e-01
#     7 4.7140452079103166e-03 -1.5639277642087554e-01
#     8 4.7140452079103166e-03 -1.5171207874959239e-01
#     9 4.7140452079103166e-03 -1.4699728870261999e-01
#sampling: jump_strength=1.1785113019775794e-02 jump_probability=1.1647841886704504e-02 log_scale=1.1716209404909925e-02 back_replicas=4 stratify_forward=0
#adaptive measurement: gap=4.5768970865384118e-03 period_steps=2746 nmeas=150 nwf=150 tmax=7.5000000000000000e+01 forced_stride=0
  0.00000000 +5.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +5.0000000000000000e+00 +1.9999999999014384e+00 +1.8484037173516835e-03 +9.9997223226093923e-01 +9.9999999999760225e-01 +9.9999999999760225e-01 +9.9999999999760225e-01 +9.9999999999760225e-01 +5.4395574772755722e-06 +5.5802562458679718e-06 +5.6041034947819372e-06 +5.4705589008637290e-06 +5.6732605166324396e-06
  1.00000000 +5.0000000000000000e+00 +1.9999999972018796e+00 +1.8789251863239765e-03 +9.9989470260015134e-01 +9.9999999978648801e-01 +9.9999999984335086e-01 +9.9999999981491949e-01 +9.9999999988315480e-01 +2.0774308027719147e-05 +2.1337385466382405e-05 +2.0722127159629268e-05 +2.1307545503052947e-05 +2.1156718639339984e-05
  1.50000000 +5.0000000000000000e+00 +1.9999999928315357e+00 +1.9238271294373054e-03 +9.9978050849606881e-01 +9.9999999842838683e-01 +9.9999999857908883e-01 +9.9999999841990161e-01 +9.9999999890534041e-01 +4.3550093145604451e-05 +4.4501498041041357e-05 +4.3748939320157553e-05 +4.4143453456796893e-05 +4.3553190317354420e-05
  2.00000000 +5.0000000000000000e+00 +1.9999999638528803e+00 +1.9746417876435884e-03 +9.9965100499345261e-01 +9.9999999542090146e-01 +9.9999999471937562e-01 +9.9999999468014145e-01 +9.9999999579382781e-01 +6.9129299168403140e-05 +7.0445639464189534e-05 +6.9459483674845997e-05 +7.0168823049143619e-05 +6.9811172847733698e-05
  2.50000000 +5.0000000000000000e+00 +2.0000000202211781e+00 +2.0212032709639310e-03 +9.9953191059737601e-01 +9.9999998807629253e-01 +9.9999998522378708e-01 +9.9999998675945012e-01 +9.9999998763367792e-01 +9.2674585022408447e-05 +9.4771692491984428e-05 +9.3627826038850985e-05 +9.4039541354034502e-05 +9.3028099708298493e-05
  3.00000000 +5.0000000000000000e+00 +1.9999999352364102e+00 +2.0549021239275140e-03 +9.9944504363688136e-01 +9.9999997420632536e-01 +9.9999997103701221e-01 +9.9999997389653361e-01 +9.9999997488000969e-01 +1.1119795079598055e-04 +1.1315182202023818e-04 +1.1025379103333931e-04 +1.1072395260098348e-04 +1.0973481297958268e-04
  3.50000000 +5.0000000000000000e+00 +1.9999999555585684e+00 +2.0706615651544815e-03 +9.9940343652914443e-01 +9.9999995712033440e-01 +9.9999995381317575e-01 +9.9999995332743274e-01 +9.9999995433681399e-01 +1.2084927125975584e-04 +1.2070191255397047e-04 +1.1910155295390791e-04 +1.1816478881645877e-04 +1.1792734777887728e-04
  4.00000000 +5.0000000000000000e+00 +1.9999999748784771e+00 +2.0641255075903421e-03 +9.9941835014437219e-01 +9.9999993422884037e-01 +9.9999992852795083e-01 +9.9999992706109009e-01 +9.9999993267035270e-01 +1.1862533486789349e-04 +1.1681577740838006e-04 +1.1711428617255542e-04 +1.1510739975827137e-04 +1.1426458459703391e-04
  4.50000000 +5.0000000000000000e+00 +1.9999998397350283e+00 +2.0370702687684695e-03 +9.9948562781429529e-01 +9.9999991082585737e-01 +9.9999989909276044e-01 +9.9999990057629484e-01 +9.9999990400574790e-01 +1.0635934613481419e-04 +1.0369838584133221e-04 +1.0384761715302538e-04 +1.0121428516814371e-04 +9.9638050279714471e-05
