window_start,window_stop,orbital,Q,signal_rms,error_rms,amplitude_ratio,cosine
0.0,25.0,0,7.095892685221721,5.085985249111514e-07,7.167505872381432e-08,1.0314196709150332,0.9908509066658149
0.0,25.0,5,7.490043054544488,1.0691660393080994e-07,1.4274497910387798e-08,1.0335216928495958,0.9919201641022164
0.0,25.0,6,7.299347374788566,1.0467768064134665e-07,1.4340690374991059e-08,1.0334802466030226,0.9914620160320852
0.0,25.0,7,7.100435018846178,1.0249893555140992e-07,1.443558532390682e-08,1.0322765567773138,0.9908972421354867
0.0,25.0,8,6.903643264660846,1.00266488307888e-07,1.4523706463968597e-08,1.0294634441562118,0.9902309628972427
0.0,25.0,9,6.713623956923501,9.78921815494311e-08,1.4581123723570887e-08,1.0251147917748378,0.9894862490785231
25.0,50.0,0,12.163577494937243,4.519646580304061e-07,3.715721449701159e-08,1.0188758820693253,0.9968579972159477
25.0,50.0,5,12.398947245975382,9.894803988268577e-08,7.980358164262991e-09,1.0252651376549924,0.9971390720818644
25.0,50.0,6,12.46289930102161,9.526256639487696e-08,7.643692217513793e-09,1.0230534275221153,0.9971132004214956
25.0,50.0,7,12.377965087614609,9.13792536775972e-08,7.382413266703368e-09,1.0195217194437427,0.9969859787137733
25.0,50.0,8,11.585392719525705,8.754612617761424e-08,7.556595473027546e-09,1.0114820769383195,0.9963822676474601
25.0,50.0,9,11.15874762438882,8.402646857221683e-08,7.53009848422117e-09,1.002640144077711,0.9959985545339218
50.0,75.0,0,15.091860130853089,4.358978615067642e-07,2.8882977825618403e-08,1.0052587475524744,0.9978299863639276
50.0,75.0,5,11.730032161461416,9.180822681881425e-08,7.826766845571555e-09,0.9998881792697975,0.9963657113543551
50.0,75.0,6,13.58838978112317,8.93302041371181e-08,6.5740095460916605e-09,1.0016137537379124,0.9972977541931145
50.0,75.0,7,14.890442119916466,8.716253086173323e-08,5.853589178870009e-09,1.0061577232212346,0.9977776007431657
50.0,75.0,8,15.232050180421979,8.512377764327967e-08,5.588464890477499e-09,1.0094747797557262,0.9979096614195968
50.0,75.0,9,15.423403205317593,8.301542047011425e-08,5.382432097832512e-09,1.0026909910719137,0.9979073639374255
75.0,100.0,0,13.262270578559104,4.36628887906896e-07,3.2922634576072275e-08,1.0102984351477213,0.9972387445058951
75.0,100.0,5,10.34381144862609,9.248977353436881e-08,8.9415564073003e-09,1.0073849751489188,0.9953881868238794
75.0,100.0,6,11.316213324185094,8.989639814986738e-08,7.944035303553366e-09,1.0172627577424749,0.9963082109549919
75.0,100.0,7,12.24653609372872,8.730046934896312e-08,7.128584661067424e-09,1.0106542844084367,0.9967574735309588
75.0,100.0,8,14.655755095422286,8.47341571837807e-08,5.7816302627933066e-09,1.010406709658851,0.9977497251890822
75.0,100.0,9,11.545641925545583,8.22622422930881e-08,7.1249604676442306e-09,1.0177573742566848,0.9964694693748923
