#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 4.4721359549995798e-03 -1.6996561506240432e-01
#     2 4.4721359549995798e-03 -1.6538935211869343e-01
#     3 4.4721359549995798e-03 -1.6077828451849061e-01
#adaptive measurement: gap=4.5762629437108848e-03 period_steps=2746 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999665650e+00 +1.8414056165008722e-03 +9.9998999874570138e-01 +1.0000000000001634e+00 +5.0040113690297596e-06 +4.9972430939589350e-06
  1.00000000 +2.0000000000000000e+00 +1.9999999999091780e+00 +1.8530207605559721e-03 +9.9996050470528219e-01 +9.9999999994295452e-01 +1.9742527470208751e-05 +1.9752822674187677e-05
  1.50000000 +2.0000000000000000e+00 +2.0000000073470350e+00 +1.8726161272761518e-03 +9.9991072683192361e-01 +9.9999999963123620e-01 +4.4661087622966857e-05 +4.4612449233088438e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999960434309e+00 +1.8996174048393781e-03 +9.9984209594879669e-01 +9.9999999847648691e-01 +7.9521388766378085e-05 +7.8384185606147151e-05
  2.50000000 +2.0000000000000000e+00 +1.9999999790274137e+00 +1.9324300158823035e-03 +9.9975861807835642e-01 +9.9999999504114434e-01 +1.2140285181636807e-04 +1.1998402743025998e-04
  3.00000000 +2.0000000000000000e+00 +1.9999999553653571e+00 +1.9710902619069163e-03 +9.9966017109501715e-01 +9.9999998921272815e-01 +1.7130581371694911e-04 +1.6853387818219104e-04
  3.50000000 +2.0000000000000000e+00 +2.0000001312793008e+00 +2.0136188815476426e-03 +9.9955170260654636e-01 +9.9999997952120023e-01 +2.2596401057142350e-04 +2.2235386008868983e-04
  4.00000000 +2.0000000000000000e+00 +2.0000000156629927e+00 +2.0600610458240982e-03 +9.9943305864490295e-01 +9.9999996211789588e-01 +2.8563532004310954e-04 +2.8134391680464227e-04
  4.50000000 +2.0000000000000000e+00 +2.0000000047326298e+00 +2.1089698123775633e-03 +9.9930787738949867e-01 +9.9999993691716049e-01 +3.4923243085768942e-04 +3.4295326205937524e-04
  5.00000000 +2.0000000000000000e+00 +1.9999998920503070e+00 +2.1592156176492953e-03 +9.9917897494640351e-01 +9.9999990599455257e-01 +4.1341883768159296e-04 +4.0770022136900547e-04
  5.50000000 +2.0000000000000000e+00 +1.9999998967134851e+00 +2.2087781711173497e-03 +9.9905147406893768e-01 +9.9999986059513479e-01 +4.7903790306208749e-04 +4.6962743121705243e-04
  6.00000000 +2.0000000000000000e+00 +2.0000001830792207e+00 +2.2567150950901344e-03 +9.9892758306641660e-01 +9.9999980447647729e-01 +5.4162003272788305e-04 +5.3099242285347835e-04
  6.50000000 +2.0000000000000000e+00 +1.9999999182571884e+00 +2.3019267269290106e-03 +9.9881027191137395e-01 +9.9999974270278058e-01 +6.0223265978047804e-04 +5.8775272615523759e-04
  7.00000000 +2.0000000000000000e+00 +1.9999992261604937e+00 +2.3419224078068774e-03 +9.9870572265396362e-01 +9.9999966665642648e-01 +6.5734221914076824e-04 +6.3726847081883539e-04
  7.50000000 +2.0000000000000000e+00 +1.9999996133381635e+00 +2.3812472293383413e-03 +9.9860259106225246e-01 +9.9999958266971289e-01 +7.0716348150643251e-04 +6.9066278810787148e-04
  8.00000000 +2.0000000000000000e+00 +1.9999993226038166e+00 +2.4098861463524761e-03 +9.9852592412751262e-01 +9.9999945774936860e-01 +7.5174126441123466e-04 +7.2287685873460112e-04
  8.50000000 +2.0000000000000000e+00 +1.9999987558098686e+00 +2.4349721128130836e-03 +9.9845823745598850e-01 +9.9999933770095684e-01 +7.8472184351018482e-04 +7.5770299804173624e-04
  9.00000000 +2.0000000000000000e+00 +1.9999985016128212e+00 +2.4521468544161490e-03 +9.9841025431249175e-01 +9.9999921760411092e-01 +8.0746302624630224e-04 +7.8306505726313997e-04
  9.50000000 +2.0000000000000000e+00 +1.9999980072260655e+00 +2.4645843379187847e-03 +9.9837437548518904e-01 +9.9999904817642871e-01 +8.3055169204797590e-04 +7.9602464744889256e-04
 10.00000000 +2.0000000000000000e+00 +1.9999975259758311e+00 +2.4618701232983265e-03 +9.9837653627416090e-01 +9.9999886727865017e-01 +8.2739977174229912e-04 +7.9719667654298658e-04
 10.50000000 +2.0000000000000000e+00 +1.9999977724282130e+00 +2.4635142975925348e-03 +9.9836793618273911e-01 +9.9999871504305426e-01 +8.3712059563697790e-04 +7.9622817847663425e-04
 11.00000000 +2.0000000000000000e+00 +1.9999970599511012e+00 +2.4419994877219304e-03 +9.9841806850538672e-01 +9.9999854680521183e-01 +8.1318507253164683e-04 +7.7019961543853179e-04
 11.50000000 +2.0000000000000000e+00 +1.9999962262114639e+00 +2.4260528033671581e-03 +9.9845455157965235e-01 +9.9999836056789737e-01 +7.8758780667792364e-04 +7.5950004730213950e-04
 12.00000000 +2.0000000000000000e+00 +1.9999953277491500e+00 +2.3967125426215693e-03 +9.9852535997660075e-01 +9.9999809074856350e-01 +7.5700718085121039e-04 +7.1954209512262472e-04
 12.50000000 +2.0000000000000000e+00 +1.9999961530506836e+00 +2.3616053566333515e-03 +9.9861171936958226e-01 +9.9999795180077755e-01 +7.2796616717478153e-04 +6.6236266142106668e-04
 13.00000000 +2.0000000000000000e+00 +1.9999976747514370e+00 +2.3304490942336132e-03 +9.9868838124858572e-01 +9.9999777049422867e-01 +6.8504192304697810e-04 +6.2880633413777852e-04
 13.50000000 +2.0000000000000000e+00 +1.9999938900970007e+00 +2.2763907110507054e-03 +9.9882396039706900e-01 +9.9999758674292039e-01 +6.1253576835388203e-04 +5.6591709278460279e-04
 14.00000000 +2.0000000000000000e+00 +1.9999946038069842e+00 +2.2504087905787112e-03 +9.9888872865587630e-01 +9.9999742475926678e-01 +5.8396286836649692e-04 +5.2988371637908592e-04
 14.50000000 +2.0000000000000000e+00 +1.9999952349421699e+00 +2.2019455915802673e-03 +9.9901235053931237e-01 +9.9999699824791100e-01 +5.2439328967198741e-04 +4.6625792199704553e-04
 15.00000000 +2.0000000000000000e+00 +1.9999954350471747e+00 +2.1492847725468121e-03 +9.9914748531062325e-01 +9.9999693841149928e-01 +4.5622866109308721e-04 +3.9934761542713177e-04
 15.50000000 +2.0000000000000000e+00 +1.9999958264768785e+00 +2.1265333449952272e-03 +9.9920739329361841e-01 +9.9999682692372949e-01 +4.0769128788091947e-04 +3.8808849439703701e-04
 16.00000000 +2.0000000000000000e+00 +1.9999933372860157e+00 +2.0574495391916261e-03 +9.9938572452231145e-01 +9.9999674027553676e-01 +3.3823978884306216e-04 +2.7929541188485157e-04
 16.50000000 +2.0000000000000000e+00 +1.9999911850762158e+00 +2.0269931841248178e-03 +9.9946694543186743e-01 +9.9999676620520939e-01 +2.7455908773204224e-04 +2.6172927521396364e-04
 17.00000000 +2.0000000000000000e+00 +1.9999945406371789e+00 +2.0054105523819813e-03 +9.9952562181841853e-01 +9.9999659348075343e-01 +2.7221984514570931e-04 +2.0556485565985204e-04
 17.50000000 +2.0000000000000000e+00 +1.9999959065149857e+00 +1.9746606924317214e-03 +9.9961088225894368e-01 +9.9999625790447033e-01 +1.9033640701256239e-04 +2.0252342969287861e-04
 18.00000000 +2.0000000000000000e+00 +1.9999958255209398e+00 +1.9504444468926457e-03 +9.9967815417451777e-01 +9.9999596188613116e-01 +1.5994275703055236e-04 +1.6594118140535587e-04
 18.50000000 +2.0000000000000000e+00 +1.9999945043343870e+00 +1.9202821809729061e-03 +9.9976139583747325e-01 +9.9999582439456958e-01 +1.2956839642622636e-04 +1.1321137015208780e-04
 19.00000000 +2.0000000000000000e+00 +1.9999918746695702e+00 +1.9232893947682870e-03 +9.9976185651020355e-01 +9.9999611981295156e-01 +1.4520320807107458e-04 +9.6820467783299019e-05
 19.50000000 +2.0000000000000000e+00 +1.9999922604868874e+00 +1.9056495952679291e-03 +9.9981338578672319e-01 +9.9999630849421339e-01 +1.0898489867594235e-04 +8.1320820262306619e-05
 20.00000000 +2.0000000000000000e+00 +1.9999977658105064e+00 +1.9073557415578105e-03 +9.9981802166356148e-01 +9.9999577173669041e-01 +9.8356531222006316e-05 +8.7850067278904867e-05
 20.50000000 +2.0000000000000000e+00 +1.9999946436209770e+00 +1.9249963832064377e-03 +9.9978047330027064e-01 +9.9999605165610894e-01 +1.2541791844782808e-04 +9.8057125178461631e-05
 21.00000000 +2.0000000000000000e+00 +1.9999916221450433e+00 +1.9527801711975113e-03 +9.9971669325221990e-01 +9.9999600977086711e-01 +1.5382012901105736e-04 +1.3347684793215615e-04
