#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 3.4156502553198661e-03 -1.6702566928835194e-01
#     2 3.4156502553198661e-03 -1.6537420489743543e-01
#     3 3.4156502553198661e-03 -1.6371823029254298e-01
#adaptive measurement: gap=1.6514643909165128e-03 period_steps=7610 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +1.9999999999814586e+00 +1.8397914549247367e-03 +9.9999409671130046e-01 +1.0000000000006959e+00 +2.9198326225865385e-06 +2.9834567727842426e-06
  1.00000000 +2.0000000000000000e+00 +1.9999999989317365e+00 +1.8467102362383101e-03 +9.9997652814951565e-01 +9.9999999998452216e-01 +1.1692184587769914e-05 +1.1779680088586917e-05
  1.50000000 +2.0000000000000000e+00 +2.0000000074622983e+00 +1.8582763317675994e-03 +9.9994714708761778e-01 +9.9999999984131172e-01 +2.6565280303942618e-05 +2.6287792480022584e-05
  2.00000000 +2.0000000000000000e+00 +2.0000000064097061e+00 +1.8735550316698831e-03 +9.9990831254634438e-01 +9.9999999927163985e-01 +4.6091364863329535e-05 +4.5596817146592540e-05
  2.50000000 +2.0000000000000000e+00 +1.9999999872895624e+00 +1.8924980737035466e-03 +9.9986012094948074e-01 +9.9999999816133034e-01 +7.0678761668468629e-05 +6.9202129118715983e-05
  3.00000000 +2.0000000000000000e+00 +2.0000000515404355e+00 +1.9151858544361299e-03 +9.9980234634252008e-01 +9.9999999626166491e-01 +9.9798066245608278e-05 +9.7859327978165188e-05
  3.50000000 +2.0000000000000000e+00 +1.9999999702004587e+00 +1.9403324320445723e-03 +9.9973821531857077e-01 +9.9999999243506532e-01 +1.3183942297136016e-04 +1.2995282497351386e-04
  4.00000000 +2.0000000000000000e+00 +1.9999999398239037e+00 +1.9675155223831393e-03 +9.9966878018526617e-01 +9.9999998655019406e-01 +1.6796904745019784e-04 +1.6326421742183633e-04
  4.50000000 +2.0000000000000000e+00 +1.9999999531325545e+00 +1.9962724665787929e-03 +9.9959519596799451e-01 +9.9999997837685828e-01 +2.0523259177390965e-04 +1.9959306347806403e-04
  5.00000000 +2.0000000000000000e+00 +2.0000000440985946e+00 +2.0252448146186970e-03 +9.9952086930842488e-01 +9.9999996552494896e-01 +2.4207630122523459e-04 +2.3708886671161122e-04
  5.50000000 +2.0000000000000000e+00 +1.9999999524362648e+00 +2.0532876129806120e-03 +9.9944864735748573e-01 +9.9999995111098727e-01 +2.7856160741710504e-04 +2.7283992253006182e-04
  6.00000000 +2.0000000000000000e+00 +1.9999999267779165e+00 +2.0813063060163652e-03 +9.9937627570531640e-01 +9.9999993162257772e-01 +3.1447534187027584e-04 +3.0931733178555924e-04
  6.50000000 +2.0000000000000000e+00 +2.0000001324835832e+00 +2.1077511191535071e-03 +9.9930765381297715e-01 +9.9999991258258969e-01 +3.4998530145342698e-04 +3.4244830308941942e-04
  7.00000000 +2.0000000000000000e+00 +1.9999997100663613e+00 +2.1323730937075854e-03 +9.9924345727851394e-01 +9.9999988204639079e-01 +3.8418031747123243e-04 +3.7248035728397173e-04
  7.50000000 +2.0000000000000000e+00 +1.9999997477127927e+00 +2.1540897272979815e-03 +9.9918633314284100e-01 +9.9999985656936086e-01 +4.1366924054528353e-04 +4.0014104563448026e-04
  8.00000000 +2.0000000000000000e+00 +1.9999997465399570e+00 +2.1733795688345364e-03 +9.9913523291238038e-01 +9.9999980740679073e-01 +4.3671265526678052e-04 +4.2824702522135656e-04
  8.50000000 +2.0000000000000000e+00 +1.9999997763358492e+00 +2.1853508964241866e-03 +9.9910241206583694e-01 +9.9999976647322475e-01 +4.5319217968409599e-04 +4.4462928242523103e-04
  9.00000000 +2.0000000000000000e+00 +1.9999993795649094e+00 +2.1948570431183719e-03 +9.9907578395410956e-01 +9.9999974121902757e-01 +4.6843530710058006e-04 +4.5603951985100847e-04
  9.50000000 +2.0000000000000000e+00 +1.9999987273040396e+00 +2.2016872330836539e-03 +9.9905584237019363e-01 +9.9999966752794400e-01 +4.7964464457004040e-04 +4.6484545853682919e-04
 10.00000000 +2.0000000000000000e+00 +1.9999988541921292e+00 +2.2001803114796003e-03 +9.9905684924502558e-01 +9.9999962438842427e-01 +4.8001510450798292e-04 +4.6351126202076988e-04
 10.50000000 +2.0000000000000000e+00 +1.9999984659160834e+00 +2.1964240971070210e-03 +9.9906387423970244e-01 +9.9999957705463405e-01 +4.7468669420127875e-04 +4.6186201023104448e-04
 11.00000000 +2.0000000000000000e+00 +1.9999992723861517e+00 +2.1927266654369242e-03 +9.9907090493257056e-01 +9.9999951842822854e-01 +4.7806978829079486e-04 +4.5150685088080490e-04
 11.50000000 +2.0000000000000000e+00 +1.9999989003400560e+00 +2.1819692671394496e-03 +9.9909596800728950e-01 +9.9999941748376997e-01 +4.6255198738175579e-04 +4.4206252201456863e-04
 12.00000000 +2.0000000000000000e+00 +1.9999984241275732e+00 +2.1622370287231229e-03 +9.9914399396012121e-01 +9.9999934399749935e-01 +4.4008424541523803e-04 +4.1657779573843332e-04
 12.50000000 +2.0000000000000000e+00 +1.9999993284702346e+00 +2.1504852433742918e-03 +9.9917217392642454e-01 +9.9999933525093521e-01 +4.1605031432012429e-04 +4.1244050943181317e-04
 13.00000000 +2.0000000000000000e+00 +1.9999992480082951e+00 +2.1214208336060841e-03 +9.9924428232201501e-01 +9.9999925533167699e-01 +3.7912635559635149e-04 +3.7733599070988698e-04
 13.50000000 +2.0000000000000000e+00 +1.9999986658747175e+00 +2.0931503934771413e-03 +9.9931504728246368e-01 +9.9999920580185264e-01 +3.5617433953577792e-04 +3.2957257470043734e-04
 14.00000000 +2.0000000000000000e+00 +1.9999992642147477e+00 +2.0746696325197695e-03 +9.9936160621788550e-01 +9.9999911033577837e-01 +3.3235924616419049e-04 +3.0692419906398462e-04
 14.50000000 +2.0000000000000000e+00 +1.9999979963564960e+00 +2.0574767236111301e-03 +9.9940535136796849e-01 +9.9999907038565328e-01 +3.0266655885478243e-04 +2.9291168706889703e-04
 15.00000000 +2.0000000000000000e+00 +1.9999988279517584e+00 +2.0354680335245411e-03 +9.9946180784232797e-01 +9.9999910286394278e-01 +2.6279511780673189e-04 +2.7629417708090355e-04
 15.50000000 +2.0000000000000000e+00 +1.9999976318987209e+00 +2.0113534347556829e-03 +9.9952400648630368e-01 +9.9999900193836366e-01 +2.4546010228433912e-04 +2.3153147160679457e-04
 16.00000000 +2.0000000000000000e+00 +1.9999982396932303e+00 +1.9797130740329878e-03 +9.9960636574796335e-01 +9.9999896025554325e-01 +2.0233509095086548e-04 +1.9233890509472948e-04
 16.50000000 +2.0000000000000000e+00 +1.9999976191054230e+00 +1.9564378338111934e-03 +9.9966816340878029e-01 +9.9999898802097598e-01 +1.7081731646265629e-04 +1.6203125415947857e-04
 17.00000000 +2.0000000000000000e+00 +1.9999975082008477e+00 +1.9372788694942199e-03 +9.9971951820541283e-01 +9.9999892765870202e-01 +1.4934520854097019e-04 +1.3220892631198031e-04
 17.50000000 +2.0000000000000000e+00 +1.9999981610021094e+00 +1.9116492722761661e-03 +9.9978780064174133e-01 +9.9999892665761714e-01 +1.0515037327380352e-04 +1.0812232596431955e-04
 18.00000000 +2.0000000000000000e+00 +1.9999968572194926e+00 +1.9128654439906419e-03 +9.9978748738932821e-01 +9.9999893446753796e-01 +1.1705427153235862e-04 +9.6523870580057883e-05
 18.50000000 +2.0000000000000000e+00 +1.9999965049922852e+00 +1.8948236992068514e-03 +9.9983807745023123e-01 +9.9999865286081036e-01 +7.9537214483457343e-05 +8.3732474844536498e-05
 19.00000000 +2.0000000000000000e+00 +1.9999974325234711e+00 +1.8817048036764660e-03 +9.9987605971628368e-01 +9.9999875360273682e-01 +6.0046319681257181e-05 +6.5140360933621386e-05
 19.50000000 +2.0000000000000000e+00 +1.9999971445196254e+00 +1.8872256050977880e-03 +9.9986614710084842e-01 +9.9999868307421358e-01 +7.2732027936245935e-05 +6.2437796625114533e-05
 20.00000000 +2.0000000000000000e+00 +1.9999973653974825e+00 +1.8862625329986822e-03 +9.9987256648215994e-01 +9.9999854064863314e-01 +6.3256567106459834e-05 +6.5636302473491410e-05
 20.50000000 +2.0000000000000000e+00 +1.9999957178867744e+00 +1.9062012179356783e-03 +9.9982642078535477e-01 +9.9999889769760519e-01 +8.5395868664080301e-05 +8.9285647909601251e-05
 21.00000000 +2.0000000000000000e+00 +1.9999982434291748e+00 +1.9098200297897499e-03 +9.9982196678641599e-01 +9.9999859671923930e-01 +9.4660796453271666e-05 +8.4775697870247688e-05
 21.50000000 +2.0000000000000000e+00 +1.9999953838421707e+00 +1.9130210272383535e-03 +9.9981721404798174e-01 +9.9999894291155400e-01 +8.6571417864049930e-05 +9.7271622192333582e-05
 22.00000000 +2.0000000000000000e+00 +1.9999981498983326e+00 +1.9289576618158595e-03 +9.9977982738501336e-01 +9.9999854709407754e-01 +1.2881429271880781e-04 +9.2811227127858191e-05
 22.50000000 +2.0000000000000000e+00 +1.9999950034780329e+00 +1.9319781242609776e-03 +9.9977457910052914e-01 +9.9999863974669223e-01 +1.3344087661813276e-04 +9.3340275755028415e-05
 23.00000000 +2.0000000000000000e+00 +1.9999999770800758e+00 +1.9526505117354125e-03 +9.9972535293922193e-01 +9.9999815333640885e-01 +1.2540637307077024e-04 +1.5108735117411255e-04
 23.50000000 +2.0000000000000000e+00 +1.9999963315360945e+00 +1.9861906329074097e-03 +9.9963980931997776e-01 +9.9999839825272219e-01 +1.8651500018680538e-04 +1.7527742853046526e-04
 24.00000000 +2.0000000000000000e+00 +1.9999959392131714e+00 +1.9823683386251223e-03 +9.9965076047539370e-01 +9.9999812709638547e-01 +1.6284925177259099e-04 +1.8826317784759956e-04
 24.50000000 +2.0000000000000000e+00 +1.9999988883113216e+00 +2.0233390758814217e-03 +9.9954714305898207e-01 +9.9999876022999157e-01 +2.4059969956605711e-04 +2.1349701105561323e-04
 25.00000000 +2.0000000000000000e+00 +1.9999999734037948e+00 +2.0512592764782645e-03 +9.9947713155533879e-01 +9.9999844916856229e-01 +2.5961443348030875e-04 +2.6480484211843840e-04
 25.50000000 +2.0000000000000000e+00 +1.9999991244732942e+00 +2.0585024355025644e-03 +9.9945557486451941e-01 +9.9999841277594093e-01 +2.5877666316953725e-04 +2.8723569548516707e-04
