run,start_au,stop_au,observations,orbital,active,signal_RMS,RMSE,Q
pilot_n256_step10,1400,1500,11,5,True,9.103985765827994e-08,0.0008079873690017766,0.00011267485254225522
pilot_n256_step10,1400,1500,11,6,True,8.84013367568538e-08,0.000921488770305046,9.593316772334596e-05
pilot_n256_step10,1400,1500,11,7,True,8.583871250413712e-08,0.0009844493005382023,8.719465030571788e-05
pilot_n256_step10,1400,1500,11,8,True,8.334066246398003e-08,0.0009816273413942736,8.490051055994986e-05
pilot_n256_step10,1400,1500,11,9,True,8.090244301995158e-08,0.0009070369939076767,8.919420438565517e-05
pilot_n256_step10,1500,1600,11,0,True,4.2935384770029883e-07,0.0025454147097498238,0.0001686773656393688
pilot_n256_step10,1500,1600,11,1,False,3.5383959122587924e-11,7.288575892415309e-06,4.854715056120831e-06
pilot_n256_step10,1500,1600,11,2,False,3.5934774356872614e-11,9.241818709624125e-06,3.888279513582248e-06
pilot_n256_step10,1500,1600,11,3,False,3.697923545374139e-11,1.1724136774335948e-05,3.1541115704730326e-06
pilot_n256_step10,1500,1600,11,4,False,4.0597029119816735e-11,1.3348146095643865e-05,3.041398320705036e-06
pilot_n256_step10,1500,1600,11,5,True,9.102380961902736e-08,0.0008969985458985518,0.00010147598347313477
pilot_n256_step10,1500,1600,11,6,True,8.839532796083256e-08,0.0007295928826739581,0.00012115705903936956
pilot_n256_step10,1500,1600,11,7,True,8.583693060206307e-08,0.0005333288078703897,0.00016094561054148657
pilot_n256_step10,1500,1600,11,8,True,8.334177503855049e-08,0.00034132280527427095,0.000244172887808012
pilot_n256_step10,1500,1600,11,9,True,8.090282534755386e-08,0.00020605309903911224,0.00039263095641282826
pilot_n256_step10,1600,1700,11,0,True,4.255583865876316e-07,0.0016764167152055471,0.0002538500020476433
pilot_n256_step10,1600,1700,11,1,False,3.552448378879492e-11,1.5187047179284448e-05,2.339130402995738e-06
pilot_n256_step10,1600,1700,11,2,False,3.824317392869267e-11,1.1624294652577386e-05,3.2899350086771274e-06
pilot_n256_step10,1600,1700,11,3,False,4.49132280155142e-11,6.724785049383784e-06,6.6787603894684724e-06
pilot_n256_step10,1600,1700,11,4,False,6.147763991179446e-11,4.708850999297594e-06,1.3055762418680248e-05
pilot_n256_step10,1600,1700,11,5,True,9.054390259833061e-08,0.0002055356761012735,0.0004405264541700145
pilot_n256_step10,1600,1700,11,6,True,9.687319746378124e-08,0.00022273764100710734,0.0004349206403810756
pilot_n256_step10,1600,1700,11,7,True,8.837799753176592e-08,0.00032999635377602816,0.00026781507286516553
pilot_n256_step10,1600,1700,11,8,True,9.19870991243518e-08,0.00047309136181440664,0.00019443834013701196
pilot_n256_step10,1600,1700,11,9,True,8.183836036117275e-08,0.0006040797933870611,0.00013547607659959455
pilot_n256_step10,1700,1800,11,0,True,4.2951366444202027e-07,0.0048594397522636725,8.838748628212541e-05
pilot_n256_step10,1700,1800,11,1,False,3.526335489886282e-11,1.8564691136491672e-05,1.8994851376518422e-06
pilot_n256_step10,1700,1800,11,2,False,3.6276666347938795e-11,1.840438566409288e-05,1.9710881422526856e-06
pilot_n256_step10,1700,1800,11,3,False,4.1276924887341665e-11,1.5608423118253112e-05,2.6445288274554004e-06
pilot_n256_step10,1700,1800,11,4,False,7.541448647441807e-11,1.0603953764027252e-05,7.111921473125753e-06
pilot_n256_step10,1700,1800,11,5,True,9.700750458065041e-08,0.0006910948587245398,0.000140367857401926
pilot_n256_step10,1700,1800,11,6,True,9.869124046601767e-08,0.0008276696876617617,0.0001192398875266641
pilot_n256_step10,1700,1800,11,7,True,8.816355224583625e-08,0.0009834999988107898,8.964265617940032e-05
pilot_n256_step10,1700,1800,11,8,True,9.223333164937745e-08,0.0011078490684055253,8.32544200105927e-05
pilot_n256_step10,1700,1800,11,9,True,8.804302856118388e-08,0.001286671624195525,6.842696062115433e-05
pilot_n256_step10,1800,1900,11,0,True,4.293821548019499e-07,0.00924349094050554,4.645238011976311e-05
pilot_n256_step10,1800,1900,11,1,False,3.4854044622650515e-11,1.6319165290940566e-05,2.135773736050055e-06
pilot_n256_step10,1800,1900,11,2,False,3.828768841898012e-11,1.670400127545007e-05,2.292126765773879e-06
pilot_n256_step10,1800,1900,11,3,False,3.905918248297146e-11,1.5173047332946783e-05,2.5742477187267635e-06
pilot_n256_step10,1800,1900,11,4,False,7.537693942725353e-11,1.2057708865482323e-05,6.251348433452027e-06
pilot_n256_step10,1800,1900,11,5,True,9.107588108693596e-08,0.0013828745129758036,6.585983054308379e-05
pilot_n256_step10,1800,1900,11,6,True,8.839328932315354e-08,0.0016556069712029408,5.339026161440249e-05
pilot_n256_step10,1800,1900,11,7,True,8.582535424038557e-08,0.0018173294427119074,4.7226084728101256e-05
pilot_n256_step10,1800,1900,11,8,True,8.335653079256211e-08,0.0021295333974106156,3.914309627353984e-05
pilot_n256_step10,1800,1900,11,9,True,8.091673356391614e-08,0.002297085516096417,3.522582550667207e-05
pilot_n256_step10,1900,2000,11,0,True,4.293542560375223e-07,0.012240100176952491,3.5077675005142143e-05
pilot_n256_step10,1900,2000,11,1,False,3.521439065776535e-11,1.4883751539999027e-05,2.365962006496089e-06
pilot_n256_step10,1900,2000,11,2,False,3.6940777652586166e-11,1.4244491140587118e-05,2.593337823583607e-06
pilot_n256_step10,1900,2000,11,3,False,4.653572910101263e-11,1.3853769705557057e-05,3.3590661668315526e-06
pilot_n256_step10,1900,2000,11,4,False,5.648576512160897e-11,1.5501556320910528e-05,3.643877037392276e-06
pilot_n256_step10,1900,2000,11,5,True,9.104251315405442e-08,0.002457709063503049,3.7043649513294586e-05
pilot_n256_step10,1900,2000,11,6,True,8.840147842551673e-08,0.002621504078693698,3.372166350760263e-05
pilot_n256_step10,1900,2000,11,7,True,8.583836798262242e-08,0.00262680416188547,3.2677871166843774e-05
pilot_n256_step10,1900,2000,11,8,True,8.3340469672858e-08,0.0024972621068754647,3.3372736263207985e-05
