run,start_au,stop_au,observations,orbital,active,signal_RMS,RMSE,Q
pilot_n256_step10,2500,2600,11,6,True,8.838093540054678e-08,0.0012823375442264908,6.892174045629957e-05
pilot_n256_step10,2500,2600,11,7,True,8.584233654833637e-08,0.0009078132875290775,9.455946253219698e-05
pilot_n256_step10,2500,2600,11,8,True,8.333495687662567e-08,0.0008642694020029431,9.642243111175408e-05
pilot_n256_step10,2500,2600,11,9,True,8.092085190182175e-08,0.0018844945069704264,4.294034904453646e-05
pilot_n256_step10,2600,2700,11,0,True,4.293395773953554e-07,0.0024118583322508417,0.00017801193861775402
pilot_n256_step10,2600,2700,11,1,False,2.11772808027318e-11,0.00015153035194941276,1.3975603257228408e-07
pilot_n256_step10,2600,2700,11,2,False,2.503872433968988e-11,0.0001535305605742726,1.6308625622178354e-07
pilot_n256_step10,2600,2700,11,3,False,6.29673180266994e-11,0.00015449634403326532,4.07565100784143e-07
pilot_n256_step10,2600,2700,11,4,False,1.0237127494021491e-10,0.00013501601080600763,7.582158169915344e-07
pilot_n256_step10,2600,2700,11,5,True,9.106086804677559e-08,0.0010806349243368575,8.426607913181781e-05
pilot_n256_step10,2600,2700,11,6,True,8.838983215260794e-08,0.0013402888310218232,6.594834643605915e-05
pilot_n256_step10,2600,2700,11,7,True,8.584133167666039e-08,0.0013080436629395746,6.562573873394151e-05
pilot_n256_step10,2600,2700,11,8,True,8.333478461783038e-08,0.0020643642055767544,4.0368256915473796e-05
pilot_n256_step10,2600,2700,11,9,True,8.09211501106504e-08,0.0022027976266134424,3.673562615693286e-05
pilot_n256_step10,2700,2800,11,0,True,4.293397078061163e-07,0.0024954941296221837,0.0001720459698581291
pilot_n256_step10,2700,2800,11,1,False,2.1328394936465058e-11,0.0003066468838563153,6.955360076790752e-08
pilot_n256_step10,2700,2800,11,2,False,2.470243176444425e-11,0.00030534987948529764,8.089877685913301e-08
pilot_n256_step10,2700,2800,11,3,False,6.373005014902903e-11,0.00029942531590226726,2.1284122204894189e-07
pilot_n256_step10,2700,2800,11,4,False,1.190280147850584e-10,0.00028798022753474703,4.1332009424395906e-07
pilot_n256_step10,2700,2800,11,5,True,9.108513507295915e-08,0.0016317315230385424,5.5821153043206654e-05
pilot_n256_step10,2700,2800,11,6,True,8.838173142873337e-08,0.0016800706300885173,5.26059618244007e-05
pilot_n256_step10,2700,2800,11,7,True,8.584328796323232e-08,0.0019398981306081346,4.425144114981001e-05
pilot_n256_step10,2700,2800,11,8,True,8.333423048544588e-08,0.0018098463458323683,4.604492015432368e-05
pilot_n256_step10,2700,2800,11,9,True,8.092105194840676e-08,0.0021048176025857536,3.844563626273166e-05
pilot_n256_step10,2800,2900,11,0,True,4.293391944191796e-07,0.0027952432634812093,0.00015359636137159615
pilot_n256_step10,2800,2900,11,1,False,2.2010087134574226e-11,5.8506870829783316e-05,3.761966213952745e-07
pilot_n256_step10,2800,2900,11,2,False,2.572185131214021e-11,5.610241969251264e-05,4.58480248322926e-07
pilot_n256_step10,2800,2900,11,3,False,5.852302240904251e-11,4.6205974244529786e-05,1.2665683034693488e-06
pilot_n256_step10,2800,2900,11,4,False,1.2327715027036606e-10,5.9934373663574325e-05,2.056868917365343e-06
pilot_n256_step10,2800,2900,11,5,True,9.108355128210432e-08,0.0019191738728342965,4.745977035816419e-05
pilot_n256_step10,2800,2900,11,6,True,8.838467732928997e-08,0.0015189940472988392,5.818632237990701e-05
pilot_n256_step10,2800,2900,11,7,True,8.584101801429186e-08,0.0014907423635277149,5.758273200954483e-05
pilot_n256_step10,2800,2900,11,8,True,8.333473647344215e-08,0.0012096185911717864,6.889339919347123e-05
pilot_n256_step10,2800,2900,11,9,True,8.092164049366449e-08,0.00160167020254855,5.052328523369129e-05
pilot_n256_step10,2900,3000,11,0,True,4.293145176038181e-07,0.007762048181272118,5.5309437351812205e-05
pilot_n256_step10,2900,3000,11,1,False,1.8576452273677096e-11,2.716604832316197e-05,6.838113535209564e-07
pilot_n256_step10,2900,3000,11,2,False,2.2046386739656453e-11,2.9875240009641855e-05,7.379484393277263e-07
pilot_n256_step10,2900,3000,11,3,False,7.112614106561033e-11,2.701370846017477e-05,2.632964710138512e-06
pilot_n256_step10,2900,3000,11,4,False,1.2028676737957657e-10,2.412741000393264e-05,4.985481962629658e-06
pilot_n256_step10,2900,3000,11,5,True,9.106063714941026e-08,0.0017250640678140427,5.2786814616572466e-05
pilot_n256_step10,2900,3000,11,6,True,8.83843422076036e-08,0.001661258722728685,5.320323739966808e-05
pilot_n256_step10,2900,3000,11,7,True,8.584090373146155e-08,0.001664367940803737,5.157567724478535e-05
pilot_n256_step10,2900,3000,11,8,True,8.333413411397483e-08,0.002077488258500055,4.011292664255153e-05
pilot_n256_step10,2900,3000,11,9,True,8.092127726206486e-08,0.002469259491522885,3.2771475634647724e-05
pilot_n256_step10,3000,3100,11,0,True,4.2926362186626364e-07,0.012663310883236186,3.389821396823851e-05
pilot_n256_step10,3000,3100,11,1,False,8.135815436235367e-12,0.0003124813133700349,2.6036166286209494e-08
pilot_n256_step10,3000,3100,11,2,False,1.4166519952230417e-11,0.000169152055345242,8.375020878886944e-08
pilot_n256_step10,3000,3100,11,3,False,7.958781553907838e-11,0.00010180186025367419,7.817913674736207e-07
pilot_n256_step10,3000,3100,11,4,False,1.3185333842706871e-10,0.00030710580086488993,4.2934173843585945e-07
pilot_n256_step10,3000,3100,11,5,True,9.103186932590434e-08,0.0024300195057284897,3.7461373915438637e-05
pilot_n256_step10,3000,3100,11,6,True,8.83706763452393e-08,0.0026365404436270207,3.351766386093059e-05
pilot_n256_step10,3000,3100,11,7,True,8.583584999644549e-08,0.002732233871402423,3.1415996593434726e-05
pilot_n256_step10,3000,3100,11,8,True,8.333349762058169e-08,0.0030893109150796614,2.6974784963795993e-05
pilot_n256_step10,3000,3100,11,9,True,8.092185074400969e-08,0.0032531224756331125,2.4875131923295e-05
pilot_n256_step10,3100,3200,11,0,True,4.29265524399359e-07,0.016251273019017982,2.6414270678796232e-05
pilot_n256_step10,3100,3200,11,1,False,7.459921043710357e-12,0.0005092590068652776,1.4648579491268277e-08
pilot_n256_step10,3100,3200,11,2,False,1.2058500771356712e-11,0.00038496074827212005,3.132397478309355e-08
pilot_n256_step10,3100,3200,11,3,False,8.164003187345403e-11,0.00047883533676855135,1.7049709076278e-07
pilot_n256_step10,3100,3200,11,4,False,1.4571474428279168e-10,0.0005749050630834198,2.5345879457257136e-07
pilot_n256_step10,3100,3200,11,5,True,9.10387514071642e-08,0.0032051039501637263,2.840430539000573e-05
pilot_n256_step10,3100,3200,11,6,True,8.837980062811208e-08,0.003283313561849702,2.6917867868313513e-05
pilot_n256_step10,3100,3200,11,7,True,8.583665370735033e-08,0.0037245603507234195,2.304611702443708e-05
pilot_n256_step10,3100,3200,11,8,True,8.33319695865025e-08,0.003696246488578591,2.2545025025792638e-05
pilot_n256_step10,3100,3200,11,9,True,8.092151984953828e-08,0.004049917101806105,1.9981031170601105e-05
pilot_n256_step10,3200,3300,11,0,True,4.2926537504892074e-07,0.01677876163926897,2.558385322336716e-05
pilot_n256_step10,3200,3300,11,1,False,7.726874790495268e-12,0.0004317866280940514,1.789512293283016e-08
pilot_n256_step10,3200,3300,11,2,False,1.314480667396387e-11,0.00039170378475387216,3.355802824888055e-08
pilot_n256_step10,3200,3300,11,3,False,8.46343916055974e-11,0.00047775531596885943,1.7715007824447516e-07
pilot_n256_step10,3200,3300,11,4,False,1.633321698093972e-10,0.0005228577145782597,3.1238358975183517e-07
pilot_n256_step10,3200,3300,11,5,True,9.106777869275701e-08,0.0037031227630503778,2.4592157624756042e-05
pilot_n256_step10,3200,3300,11,6,True,8.837228892426093e-08,0.0038177122633113836,2.3147969995939172e-05
pilot_n256_step10,3200,3300,11,7,True,8.583817345310031e-08,0.0035559920035486852,2.413902319449496e-05
pilot_n256_step10,3200,3300,11,8,True,8.333153998916537e-08,0.0037741092970370095,2.2079789807515003e-05
pilot_n256_step10,3200,3300,11,9,True,8.092075677440584e-08,0.0029277229598117433,2.7639485663496372e-05
pilot_n256_step10,3300,3400,11,0,True,4.259840852466253e-07,0.013994253436552116,3.043992930226499e-05
pilot_n256_step10,3300,3400,11,1,False,8.033643356834253e-12,0.00024264037239998893,3.310926074408968e-08
pilot_n256_step10,3300,3400,11,2,False,1.2546546838444004e-11,0.00022985766448552943,5.458398294668945e-08
pilot_n256_step10,3300,3400,11,3,False,7.90406763734357e-11,0.00019481310114488569,4.057256719847186e-07
pilot_n256_step10,3300,3400,11,4,False,1.6953071207737368e-10,8.404882481168542e-05,2.0170503568278756e-06
pilot_n256_step10,3300,3400,11,5,True,8.897404665163333e-08,0.0036779634904048493,2.4191117416948468e-05
pilot_n256_step10,3300,3400,11,6,True,8.889070884753025e-08,0.003992469727088566,2.2264591825058655e-05
pilot_n256_step10,3300,3400,11,7,True,8.686217608738275e-08,0.0032590217383602323,2.665283728088516e-05
pilot_n256_step10,3300,3400,11,8,True,8.397139781757439e-08,0.0029974374721513397,2.8014395161779942e-05
pilot_n256_step10,3300,3400,11,9,True,7.98763704215046e-08,0.002488223778950612,3.2101763152183926e-05
pilot_n256_step10,3400,3500,11,0,True,4.384066887859621e-07,0.008563100499740767,5.119719064364994e-05
pilot_n256_step10,3400,3500,11,1,False,7.802405036124857e-12,0.00026681643920655314,2.924259486906917e-08
pilot_n256_step10,3400,3500,11,2,False,1.3026840003819483e-11,0.00018502638849985994,7.040530872075765e-08
pilot_n256_step10,3400,3500,11,3,False,8.449345750848206e-11,0.0001402030721349089,6.026505426869615e-07
pilot_n256_step10,3400,3500,11,4,False,1.563792513700759e-10,0.00010087313015167074,1.550256754548484e-06
pilot_n256_step10,3400,3500,11,5,True,9.918815176002953e-08,0.004426045970382621,2.241010428354294e-05
pilot_n256_step10,3400,3500,11,6,True,9.342817044871359e-08,0.003925032197684511,2.3803160265495284e-05
pilot_n256_step10,3400,3500,11,7,True,9.106517674283453e-08,0.0038267274071229875,2.3797142324098598e-05
pilot_n256_step10,3400,3500,11,8,True,8.656319483207271e-08,0.0032553309605315005,2.6591211732873842e-05
pilot_n256_step10,3400,3500,11,9,True,9.012373776826784e-08,0.003312034596368041,2.7210989241204494e-05
pilot_n256_step10,3500,3600,11,0,True,4.292943303268637e-07,0.004276023923316034,0.00010039568019861502
pilot_n256_step10,3500,3600,11,1,False,7.624691404687737e-12,0.00038885072113004743,1.9608273793422465e-08
pilot_n256_step10,3500,3600,11,2,False,1.4016161200286333e-11,0.0002374809447331833,5.9020150926357043e-08
pilot_n256_step10,3500,3600,11,3,False,8.206633868264548e-11,0.00034143968521478256,2.4035383769470635e-07
pilot_n256_step10,3500,3600,11,4,False,1.3187696153771642e-10,0.0005418082124279706,2.4340155522328577e-07
pilot_n256_step10,3500,3600,11,5,True,9.105718301546617e-08,0.0050755226991154425,1.7940454296724067e-05
pilot_n256_step10,3500,3600,11,6,True,8.83981150622396e-08,0.004244293444057863,2.0827521995680952e-05
pilot_n256_step10,3500,3600,11,7,True,8.581576746920603e-08,0.0039580563431279555,2.168129001452969e-05
pilot_n256_step10,3500,3600,11,8,True,8.327913257227825e-08,0.003246754747241867,2.5649960978119536e-05
pilot_n256_step10,3500,3600,11,9,True,8.097631843710582e-08,0.003247669734771768,2.4933667845014567e-05
pilot_n256_step10,3600,3700,11,0,True,4.292655682631424e-07,0.006086600325767557,7.05263275536347e-05
pilot_n256_step10,3600,3700,11,1,False,7.936914378312192e-12,0.00035456334940467296,2.2385038926438988e-08
pilot_n256_step10,3600,3700,11,2,False,1.1862205640920042e-11,0.0002584951132132192,4.5889477342403465e-08
pilot_n256_step10,3600,3700,11,3,False,8.032469647813103e-11,0.0004013845047616285,2.0011907665900982e-07
pilot_n256_step10,3600,3700,11,4,False,1.4353797897551585e-10,0.0001450433405279679,9.896212983859002e-07
pilot_n256_step10,3600,3700,11,5,True,9.103543114720489e-08,0.003088588048504209,2.947477284686541e-05
pilot_n256_step10,3600,3700,11,6,True,8.837940541087514e-08,0.0031045599085896083,2.8467611517609794e-05
pilot_n256_step10,3600,3700,11,7,True,8.583671652090964e-08,0.003961935451995035,2.166534956486646e-05
pilot_n256_step10,3600,3700,11,8,True,8.333216401486853e-08,0.0033612646845860394,2.4791907759305604e-05
pilot_n256_step10,3600,3700,11,9,True,8.092126404883104e-08,0.003577476613129705,2.2619648651745684e-05
pilot_n256_step10,3700,3800,11,0,True,4.2926586348327794e-07,0.009167734012714516,4.682355126009755e-05
pilot_n256_step10,3700,3800,11,1,False,7.947129337794067e-12,0.00016096483055841698,4.937183675604165e-08
pilot_n256_step10,3700,3800,11,2,False,1.3696207346259076e-11,0.00017512847957158438,7.820662510040637e-08
pilot_n256_step10,3700,3800,11,3,False,8.519884386658103e-11,0.00014225831186530035,5.98902396277927e-07
pilot_n256_step10,3700,3800,11,4,False,1.6186884022583678e-10,0.0001698255616381889,9.531476808579393e-07
pilot_n256_step10,3700,3800,11,5,True,9.106630584298913e-08,0.004385106299528181,2.0767183192979266e-05
pilot_n256_step10,3700,3800,11,6,True,8.837249616743318e-08,0.004573738749037835,1.9321719279664553e-05
pilot_n256_step10,3700,3800,11,7,True,8.583889543353421e-08,0.0040888768459123185,2.099326995366662e-05
pilot_n256_step10,3700,3800,11,8,True,8.333205170124495e-08,0.003452351822300328,2.4137763469807715e-05
pilot_n256_step10,3700,3800,11,9,True,8.092055189583974e-08,0.0036845342191780344,2.1962220210806435e-05
pilot_n256_step10,3800,3900,11,0,True,4.2923837644374673e-07,0.011234872132576798,3.8205897795589585e-05
pilot_n256_step10,3800,3900,11,1,False,1.3431514378400703e-11,9.232835277937741e-05,1.4547551184516296e-07
pilot_n256_step10,3800,3900,11,2,False,1.4474414738077431e-11,0.00014125823225435866,1.0246776068961325e-07
pilot_n256_step10,3800,3900,11,3,False,7.614778144176715e-11,0.00010425148868850964,7.304239239142874e-07
pilot_n256_step10,3800,3900,11,4,False,1.9554771244918653e-10,2.9371846644073267e-05,6.657658090716087e-06
pilot_n256_step10,3800,3900,11,5,True,9.106082572930257e-08,0.0028930080019688247,3.147617485583569e-05
pilot_n256_step10,3800,3900,11,6,True,8.83780254647644e-08,0.0032436765688879784,2.7246250847711e-05
pilot_n256_step10,3800,3900,11,7,True,8.583990086020169e-08,0.0031504549722517557,2.724682676510323e-05
pilot_n256_step10,3800,3900,11,8,True,8.333232284204199e-08,0.003374007334715151,2.4698322965879765e-05
pilot_n256_step10,3800,3900,11,9,True,8.091894571558563e-08,0.0026202378803743976,3.088228985683673e-05
pilot_n256_step10,3900,4000,11,0,True,4.291693373252166e-07,0.012317686459211363,3.4841716319567214e-05
pilot_n256_step10,3900,4000,11,1,False,1.899082261470176e-11,0.00016694814961173976,1.1375281881750386e-07
pilot_n256_step10,3900,4000,11,2,False,2.071812654824987e-11,0.00010758843275856416,1.9256834602975184e-07
pilot_n256_step10,3900,4000,11,3,False,7.330362497950037e-11,9.414708426662642e-05,7.786074900833151e-07
pilot_n256_step10,3900,4000,11,4,False,2.3189166667507482e-10,0.00017748543765848762,1.3065391151767286e-06
pilot_n256_step10,3900,4000,11,5,True,9.103417587263987e-08,0.002747082849085498,3.313848939901652e-05
pilot_n256_step10,3900,4000,11,6,True,8.83854037408013e-08,0.00335303933120432,2.635978734823122e-05
pilot_n256_step10,3900,4000,11,7,True,8.58531425240119e-08,0.003819360294103118,2.2478408925328258e-05
pilot_n256_step10,3900,4000,11,8,True,8.33346407687354e-08,0.003531752640687432,2.3595831658390114e-05
pilot_n256_step10,3900,4000,11,9,True,8.090172730764065e-08,0.002638449660582528,3.06626002823866e-05
poisson_n4096_seed1160101,0,100,51,0,True,4.4906557040505026e-07,3.868527785054445e-09,116.08177460685607
poisson_n4096_seed1160101,0,100,51,1,False,4.224771671243827e-12,4.0429671091140364e-10,0.010449681031834144
poisson_n4096_seed1160101,0,100,51,2,False,6.635357161853122e-12,4.581503412967647e-10,0.01448292528402833
poisson_n4096_seed1160101,0,100,51,3,False,1.0529439667484064e-11,4.847027847218604e-10,0.021723497366589774
poisson_n4096_seed1160101,0,100,51,4,False,1.5763818805497552e-11,5.169489119583089e-10,0.03049395876621727
poisson_n4096_seed1160101,0,100,51,5,True,9.56780743270423e-08,9.541994032601462e-10,100.27052416941966
poisson_n4096_seed1160101,0,100,51,6,True,9.292255843477114e-08,1.008152815202264e-09,92.17110445317583
poisson_n4096_seed1160101,0,100,51,7,True,9.023226553931157e-08,9.766505800108183e-10,92.38950693943383
poisson_n4096_seed1160101,0,100,51,8,True,8.760968188067358e-08,8.469650389336909e-10,103.43954927699508
poisson_n4096_seed1160101,0,100,51,9,True,8.505628956886298e-08,6.585435589364629e-10,129.15818310671432
poisson_n4096_seed1160101,100,200,51,0,True,4.295398356755878e-07,7.461311181224237e-05,0.0057568948036437455
poisson_n4096_seed1160101,100,200,51,1,False,3.5419884980011292e-12,4.426099893955525e-09,0.0008002504649382684
poisson_n4096_seed1160101,100,200,51,2,False,4.718779424341282e-12,3.195195411046081e-09,0.0014768359418732364
poisson_n4096_seed1160101,100,200,51,3,False,1.2834153540783083e-11,2.2707964167817445e-09,0.005651829219887582
poisson_n4096_seed1160101,100,200,51,4,False,3.693067873830552e-11,2.1214171542471934e-09,0.017408494441731218
poisson_n4096_seed1160101,100,200,51,5,True,9.105654784844237e-08,1.6897798272011055e-05,0.005388663444945096
poisson_n4096_seed1160101,100,200,51,6,True,8.841178932404884e-08,1.6875975467049573e-05,0.005238914307304683
poisson_n4096_seed1160101,100,200,51,7,True,8.584746352980726e-08,1.6555569563218275e-05,0.005185412872809625
poisson_n4096_seed1160101,100,200,51,8,True,8.335475859334331e-08,1.61819855966382e-05,0.005151083474617616
poisson_n4096_seed1160101,100,200,51,9,True,8.092660552890076e-08,1.591280042452817e-05,0.005085629390799093
poisson_n4096_seed1160101,200,300,51,0,True,4.2953965409379183e-07,9.409531717363114e-05,0.004564941880170039
poisson_n4096_seed1160101,200,300,51,1,False,3.483116485045859e-12,2.532638675105911e-08,0.00013752915168209695
poisson_n4096_seed1160101,200,300,51,2,False,6.483265826245392e-12,2.5509700844704012e-08,0.0002541490339582466
poisson_n4096_seed1160101,200,300,51,3,False,7.129548489225667e-12,2.8083080618638133e-08,0.00025387344736296276
poisson_n4096_seed1160101,200,300,51,4,False,4.541418144054296e-11,2.7705621206867338e-08,0.0016391684958605524
poisson_n4096_seed1160101,200,300,51,5,True,9.106387708407213e-08,2.127616196377731e-05,0.0042800894841423225
poisson_n4096_seed1160101,200,300,51,6,True,8.840695615800505e-08,2.0061571047418387e-05,0.00440678130087831
poisson_n4096_seed1160101,200,300,51,7,True,8.585028518150908e-08,1.926282707218876e-05,0.004456785333730053
poisson_n4096_seed1160101,200,300,51,8,True,8.335485345537954e-08,1.8684710890700513e-05,0.004461126208640763
poisson_n4096_seed1160101,200,300,51,9,True,8.092594142040179e-08,1.8132975733784994e-05,0.004462915663071352
poisson_n4096_seed1160101,300,400,51,0,True,4.29539141776279e-07,6.534373150540596e-05,0.006573532485526064
poisson_n4096_seed1160101,300,400,51,1,False,4.183981569999731e-12,8.263130616747499e-08,5.063433901818937e-05
poisson_n4096_seed1160101,300,400,51,2,False,4.7360510394530695e-12,5.151690682149875e-08,9.19319759601065e-05
poisson_n4096_seed1160101,300,400,51,3,False,1.1867974765195391e-11,3.980177392708756e-08,0.00029817703067547204
poisson_n4096_seed1160101,300,400,51,4,False,3.9070199076531156e-11,4.114875465209446e-08,0.0009494867926590456
poisson_n4096_seed1160101,300,400,51,5,True,9.105704134728005e-08,1.2398675607609935e-05,0.007344094178203353
poisson_n4096_seed1160101,300,400,51,6,True,8.841135983926259e-08,1.278284890663035e-05,0.006916404980223493
poisson_n4096_seed1160101,300,400,51,7,True,8.584869042434488e-08,1.3251240862492305e-05,0.00647853973187824
poisson_n4096_seed1160101,300,400,51,8,True,8.335535376504338e-08,1.3691842761167333e-05,0.006087957276390508
poisson_n4096_seed1160101,300,400,51,9,True,8.092571390678166e-08,1.3888989779175962e-05,0.005826609076213389
poisson_n4096_seed1160101,400,500,51,0,True,4.294860453369443e-07,4.9554295153853005e-05,0.008666979199351006
poisson_n4096_seed1160101,400,500,51,1,False,1.601234898832222e-11,2.0057024753314424e-07,7.983411889480856e-05
poisson_n4096_seed1160101,400,500,51,2,False,1.7436627597540296e-11,1.9737366583440406e-07,8.834323223326852e-05
poisson_n4096_seed1160101,400,500,51,3,False,1.9879821361253914e-11,1.401367071765768e-07,0.00014186020038421977
poisson_n4096_seed1160101,400,500,51,4,False,2.3402329298795365e-11,1.7244505205961488e-07,0.00013570890564436198
poisson_n4096_seed1160101,400,500,51,5,True,9.103508458531858e-08,1.28734491617226e-05,0.007071537972589247
poisson_n4096_seed1160101,400,500,51,6,True,8.84069516173544e-08,1.161060571911885e-05,0.0076143272587215
poisson_n4096_seed1160101,400,500,51,7,True,8.584567856241264e-08,1.0183537572134469e-05,0.008429848464183492
poisson_n4096_seed1160101,400,500,51,8,True,8.335043558588943e-08,8.698624557939966e-06,0.009582024724794965
poisson_n4096_seed1160101,400,500,51,9,True,8.092020212235222e-08,7.3872052584801495e-06,0.010954102301335108
poisson_n4096_seed1160101,500,600,51,0,True,4.294155676075277e-07,6.344466857305137e-05,0.006768347558047224
poisson_n4096_seed1160101,500,600,51,1,False,1.9116621032268214e-11,2.0660671425889315e-07,9.252662044813174e-05
poisson_n4096_seed1160101,500,600,51,2,False,2.0712941866216675e-11,1.327672100493762e-07,0.00015600946844114235
poisson_n4096_seed1160101,500,600,51,3,False,2.3508323478988992e-11,1.2106634061295867e-07,0.00019417720367169265
poisson_n4096_seed1160101,500,600,51,4,False,2.805043982756645e-11,3.1028728152953016e-07,9.040151336301833e-05
poisson_n4096_seed1160101,500,600,51,5,True,9.102265408704416e-08,1.382203034331649e-05,0.006585331664465437
poisson_n4096_seed1160101,500,600,51,6,True,8.839889007677387e-08,1.4420276801556215e-05,0.006130179835884564
poisson_n4096_seed1160101,500,600,51,7,True,8.583745662654607e-08,1.4376411528410578e-05,0.005970715046443586
poisson_n4096_seed1160101,500,600,51,8,True,8.333951669498526e-08,1.3960682978058006e-05,0.005969587363739289
poisson_n4096_seed1160101,500,600,51,9,True,8.090619996425404e-08,1.4233232139998544e-05,0.005684316757322438
poisson_n4096_seed1160101,600,700,51,0,True,4.294178982552648e-07,8.613229032966682e-05,0.004985562285777962
poisson_n4096_seed1160101,600,700,51,1,False,1.9040628531586225e-11,3.470626271380089e-07,5.4862226707039674e-05
poisson_n4096_seed1160101,600,700,51,2,False,2.122018591422834e-11,2.802712179775458e-07,7.571303991667248e-05
poisson_n4096_seed1160101,600,700,51,3,False,2.929880378814073e-11,2.3039168400737653e-07,0.00012716953701854387
poisson_n4096_seed1160101,600,700,51,4,False,5.0412810076959964e-11,1.4921906439751828e-07,0.0003378442981163632
poisson_n4096_seed1160101,600,700,51,5,True,9.105127288681003e-08,1.7155332097771975e-05,0.005307461981376343
poisson_n4096_seed1160101,600,700,51,6,True,8.840392002287586e-08,1.920287875704119e-05,0.0046036805804682
poisson_n4096_seed1160101,600,700,51,7,True,8.58361003325015e-08,2.1502674808074604e-05,0.003991880131129949
poisson_n4096_seed1160101,600,700,51,8,True,8.333968368988544e-08,2.295481312133527e-05,0.003630597350079303
poisson_n4096_seed1160101,600,700,51,9,True,8.090592547767965e-08,2.2454791397553063e-05,0.0036030584317294574
poisson_n4096_seed1160101,700,800,51,0,True,4.2941797811077646e-07,0.00011940318014741904,0.00359636969116403
poisson_n4096_seed1160101,700,800,51,1,False,1.9572609126686046e-11,4.448661044826532e-07,4.399662938907778e-05
poisson_n4096_seed1160101,700,800,51,2,False,2.1646791219814078e-11,2.0716196628078356e-07,0.00010449211121347638
poisson_n4096_seed1160101,700,800,51,3,False,2.3349941571946002e-11,7.462552154163645e-07,3.1289485272030125e-05
poisson_n4096_seed1160101,700,800,51,4,False,6.088649861181457e-11,1.1901165243198746e-06,5.116011530602842e-05
poisson_n4096_seed1160101,700,800,51,5,True,9.106105274612275e-08,2.9529357513951306e-05,0.0030837464954359558
poisson_n4096_seed1160101,700,800,51,6,True,8.839822646572969e-08,2.8837023263954367e-05,0.0030654421455568715
poisson_n4096_seed1160101,700,800,51,7,True,8.583806146136858e-08,2.6986902023993837e-05,0.003180730466396278
poisson_n4096_seed1160101,700,800,51,8,True,8.33395170507741e-08,2.5733880898934383e-05,0.0032385133582484684
poisson_n4096_seed1160101,700,800,51,9,True,8.090580122254612e-08,2.6086108909975145e-05,0.0031014898198024584
poisson_n4096_seed1160101,800,900,51,0,True,4.2941803691558995e-07,0.00014379430853788425,0.0029863354209353488
poisson_n4096_seed1160101,800,900,51,1,False,1.9714760705185208e-11,1.452464605411948e-06,1.357331575015813e-05
poisson_n4096_seed1160101,800,900,51,2,False,2.086741607878585e-11,8.270125016162026e-07,2.52322861359476e-05
poisson_n4096_seed1160101,800,900,51,3,False,2.5848371131447316e-11,1.1142768298988364e-06,2.3197441100694926e-05
poisson_n4096_seed1160101,800,900,51,4,False,5.650410185390835e-11,1.1515588107961263e-06,4.906749123376898e-05
poisson_n4096_seed1160101,800,900,51,5,True,9.10553837020327e-08,2.9527157998172207e-05,0.0030837842134237648
poisson_n4096_seed1160101,800,900,51,6,True,8.840276593458016e-08,2.75311211727249e-05,0.0032110121988842516
poisson_n4096_seed1160101,800,900,51,7,True,8.5836406746396e-08,3.22850061063889e-05,0.002658708084599364
poisson_n4096_seed1160101,800,900,51,8,True,8.333936362305984e-08,4.01994388556814e-05,0.0020731474367653136
poisson_n4096_seed1160101,800,900,51,9,True,8.090594200679985e-08,4.828541396637809e-05,0.0016755772677673625
poisson_n4096_seed1160101,900,1000,51,0,True,4.2941789151784054e-07,0.00021235971380330123,0.0020221250246908414
poisson_n4096_seed1160101,900,1000,51,1,False,1.9635591292117684e-11,1.5804482752657174e-06,1.2424064488169594e-05
poisson_n4096_seed1160101,900,1000,51,2,False,2.2916948718877095e-11,1.3937524104663144e-06,1.6442625352095112e-05
poisson_n4096_seed1160101,900,1000,51,3,False,2.927267684315788e-11,5.09861628368897e-07,5.7412982688664706e-05
poisson_n4096_seed1160101,900,1000,51,4,False,3.536789987663489e-11,9.432998884972699e-07,3.7493802668606225e-05
poisson_n4096_seed1160101,900,1000,51,5,True,9.103520552683353e-08,5.4164447348222354e-05,0.001680718810653964
poisson_n4096_seed1160101,900,1000,51,6,True,8.840215089534706e-08,5.34162294865547e-05,0.0016549680077587393
poisson_n4096_seed1160101,900,1000,51,7,True,8.583798395290718e-08,5.275268375729629e-05,0.0016271775735207938
poisson_n4096_seed1160101,900,1000,51,8,True,8.334001063634917e-08,4.806158515864488e-05,0.001734025425113527
poisson_n4096_seed1160101,900,1000,51,9,True,8.090638220914429e-08,4.195885129302374e-05,0.0019282315820356153
poisson_n4096_seed1160101,1000,1100,51,0,True,4.294173113110325e-07,0.00013001055339270952,0.003302941954365318
poisson_n4096_seed1160101,1000,1100,51,1,False,1.9067868079256086e-11,1.0804201405445004e-06,1.764856777812975e-05
poisson_n4096_seed1160101,1000,1100,51,2,False,1.9860184863878683e-11,1.2664825061250715e-06,1.5681373226893504e-05
poisson_n4096_seed1160101,1000,1100,51,3,False,2.1932372421991296e-11,1.0665171102209137e-06,2.056448247459276e-05
poisson_n4096_seed1160101,1000,1100,51,4,False,2.6217669166821953e-11,7.755594500863025e-07,3.380484779587756e-05
poisson_n4096_seed1160101,1000,1100,51,5,True,9.102079948764199e-08,3.302979292326881e-05,0.0027557181390477233
poisson_n4096_seed1160101,1000,1100,51,6,True,8.839826452143228e-08,3.17219586803611e-05,0.002786658459906487
poisson_n4096_seed1160101,1000,1100,51,7,True,8.583784469957842e-08,3.0513561110537524e-05,0.00281310478277592
