window_start,window_stop,orbital,Q,signal_rms,error_rms,amplitude_ratio,cosine
0.0,25.0,0,8.445439921198878,5.085985249111514e-07,6.02216734304769e-08,0.9519824783980863,0.9938472829945767
0.0,25.0,5,5.674265736222249,1.0691660393080994e-07,1.8842368140832213e-08,0.9334560983382277,0.9857355786930081
0.0,25.0,6,6.029953173270814,1.0467768064134665e-07,1.7359617501733695e-08,0.9972863918268103,0.9862150264791856
0.0,25.0,7,5.438540185095181,1.0249893555140992e-07,1.8846773594193103e-08,0.9881349194796357,0.9829636358186024
0.0,25.0,8,4.175204105793349,1.00266488307888e-07,2.4014751319285725e-08,0.8514423542614925,0.9792732261347843
0.0,25.0,9,5.565973451306138,9.78921815494311e-08,1.758761201537159e-08,1.038770546680191,0.9851864921376359
25.0,50.0,0,8.192884931799574,4.519646580304061e-07,5.5165507851351165e-08,0.9781612673389901,0.9926285099453567
25.0,50.0,5,2.737706794295634,9.894803988268577e-08,3.614267243258365e-08,0.9781939372484949,0.9320451257761057
25.0,50.0,6,2.0149743045687023,9.526256639487696e-08,4.727731077209323e-08,1.274195364469134,0.9328537216496027
25.0,50.0,7,1.8524117334797037,9.13792536775972e-08,4.932988278256251e-08,0.9148911867827889,0.8446917778050231
25.0,50.0,8,2.214324638123326,8.754612617761424e-08,3.9536265220718005e-08,1.013160388460923,0.8994365301761762
25.0,50.0,9,2.7785731542804424,8.402646857221683e-08,3.024086965022768e-08,1.1108149918112757,0.947225302076966
50.0,75.0,0,5.790210440444525,4.358978615067642e-07,7.528186859358768e-08,1.0017435603998395,0.9851139153950275
50.0,75.0,5,1.8042169033304127,9.180822681881425e-08,5.088536009686252e-08,1.0943258195134402,0.8637044151861586
50.0,75.0,6,1.7546607592609405,8.93302041371181e-08,5.091024214546395e-08,1.1015786300299235,0.8572593833627622
50.0,75.0,7,1.8841614347650528,8.716253086173323e-08,4.626064903647815e-08,1.0824493097055061,0.8730253940451849
50.0,75.0,8,1.5436343235413275,8.512377764327967e-08,5.5145040729590044e-08,1.1636805945447244,0.8311900284799258
50.0,75.0,9,1.5988328651279586,8.301542047011425e-08,5.192251315366245e-08,1.2942019979691346,0.8823055832405946
75.0,100.0,0,4.46280541456798,4.36628887906896e-07,9.783731248546126e-08,0.9874277949282093,0.9746557510802603
75.0,100.0,5,1.6194043599007995,9.248977353436881e-08,5.711345222019441e-08,1.0937457566481665,0.8296991958002207
75.0,100.0,6,1.8639868880954242,8.989639814986738e-08,4.822802066044644e-08,1.1810276405877278,0.8920243011620471
75.0,100.0,7,1.5682922104957016,8.730046934896312e-08,5.566594590262578e-08,1.180316950207474,0.8415400990445269
75.0,100.0,8,1.5797645196341878,8.47341571837807e-08,5.363720740063325e-08,1.0806031172405508,0.8176021376205911
75.0,100.0,9,1.4888663350977605,8.22622422930881e-08,5.5251596704069927e-08,1.1850030531795115,0.8240974014145863
