#PATCH_CHECK: SepMBpoisson v0.60 fullmb-kondo adaptive-t500 active
#discretizing the bath:
#     0 0.0000000000000000e+00 -9.1873305439137479e-02
#     1 4.4721359549995798e-03 -1.6996561506240432e-01
#     2 4.4721359549995798e-03 -1.6538935211869343e-01
#     3 4.4721359549995798e-03 -1.6077828451849061e-01
#adaptive measurement: gap=4.5762629437108848e-03 period_steps=2746 nmeas=200 nwf=200 tmax=1.0000000000000000e+02 forced_stride=1
  0.00000000 +2.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +2.0000000000000000e+00 +2.0000000000071223e+00 +1.8414512013834815e-03 +9.9998988303729042e-01 +1.0000000000206619e+00 +5.0732322113139147e-06 +5.0437511044334585e-06
  1.00000000 +2.0000000000000000e+00 +1.9999999999098970e+00 +1.8532776492775585e-03 +9.9995985249263331e-01 +9.9999999992258737e-01 +2.0043064751134143e-05 +2.0104469146049286e-05
  1.50000000 +2.0000000000000000e+00 +1.9999999991369695e+00 +1.8727283454193020e-03 +9.9991044209175162e-01 +9.9999999953319085e-01 +4.4728051237236299e-05 +4.4830314031403172e-05
  2.00000000 +2.0000000000000000e+00 +1.9999999942720803e+00 +1.8992584518005790e-03 +9.9984300662866088e-01 +9.9999999821209185e-01 +7.8383113685671376e-05 +7.8612086595821346e-05
  2.50000000 +2.0000000000000000e+00 +1.9999999911283783e+00 +1.9322588357006544e-03 +9.9975905509747143e-01 +9.9999999500116299e-01 +1.2033497136937425e-04 +1.2061493023824483e-04
  3.00000000 +2.0000000000000000e+00 +1.9999999780758990e+00 +1.9710284073837566e-03 +9.9966031918647102e-01 +9.9999998882983565e-01 +1.6976563222395434e-04 +1.6992633817493325e-04
  3.50000000 +2.0000000000000000e+00 +1.9999999652887697e+00 +2.0143611198438355e-03 +9.9954981554723243e-01 +9.9999997831674181e-01 +2.2515268521305934e-04 +2.2505349784404985e-04
  4.00000000 +2.0000000000000000e+00 +1.9999999487073998e+00 +2.0611807545129241e-03 +9.9943022245977753e-01 +9.9999996223230792e-01 +2.8518594057249513e-04 +2.8462932743015997e-04
  4.50000000 +2.0000000000000000e+00 +1.9999999591345310e+00 +2.1104628313464964e-03 +9.9930408969356688e-01 +9.9999993916096064e-01 +3.4859629536215244e-04 +3.4737486028786938e-04
  5.00000000 +2.0000000000000000e+00 +1.9999998808996831e+00 +2.1602069356930378e-03 +9.9917642977865084e-01 +9.9999990715861931e-01 +4.1282293726099768e-04 +4.1084017243043038e-04
  5.50000000 +2.0000000000000000e+00 +1.9999998223107192e+00 +2.2103364140686286e-03 +9.9904743324737788e-01 +9.9999986519717732e-01 +4.7801279087612809e-04 +4.7468876487352613e-04
  6.00000000 +2.0000000000000000e+00 +1.9999997575534871e+00 +2.2587815637682388e-03 +9.9892230572866769e-01 +9.9999981132701021e-01 +5.4140029548286239e-04 +5.3648268425288636e-04
  6.50000000 +2.0000000000000000e+00 +1.9999996160008300e+00 +2.3043499920535823e-03 +9.9880404626133401e-01 +9.9999974599423969e-01 +6.0157600765583304e-04 +5.9463178306009244e-04
  7.00000000 +2.0000000000000000e+00 +1.9999994490203734e+00 +2.3457181878007963e-03 +9.9869603735594825e-01 +9.9999966581325661e-01 +6.5653259640000613e-04 +6.4776422061096548e-04
  7.50000000 +2.0000000000000000e+00 +1.9999993623765322e+00 +2.3831221333616842e-03 +9.9859770622826793e-01 +9.9999957089275504e-01 +7.0656405529230764e-04 +6.9615886843277480e-04
  8.00000000 +2.0000000000000000e+00 +1.9999990347118239e+00 +2.4133683901761500e-03 +9.9851712473853715e-01 +9.9999945848115923e-01 +7.4783508121918879e-04 +7.3558173378154010e-04
  8.50000000 +2.0000000000000000e+00 +1.9999988477707680e+00 +2.4376446861507587e-03 +9.9845141310308294e-01 +9.9999933695504417e-01 +7.8118829567780346e-04 +7.6806169366354458e-04
  9.00000000 +2.0000000000000000e+00 +1.9999986343533827e+00 +2.4553649356264819e-03 +9.9840209331556196e-01 +9.9999919910727886e-01 +8.0799653345320344e-04 +7.9071103026207424e-04
