#PATCH_CHECK: SepMBpoisson v0.61 exact-bernoulli stratified-backward active
#discretizing the bath:
#     0 0.0000000000000000e+00 -6.3189999999999946e-01
#     1 5.7735026918962571e-03 -2.9399457740523993e-01
#     2 5.7735026918962571e-03 -2.6897322883668501e-01
#     3 5.7735026918962571e-03 -2.4162095552888979e-01
#     4 5.7735026918962571e-03 -2.1212175107428391e-01
#     5 5.7735026918962571e-03 -1.8062183155890651e-01
#     6 5.7735026918962571e-03 -1.4724104105906932e-01
#     7 5.7735026918962571e-03 -1.1207994535107946e-01
#     8 5.7735026918962571e-03 -7.5224509027382702e-02
#     9 5.7735026918962571e-03 -3.6749322175655019e-02
#sampling: jump_strength=1.4433756729740645e-02 jump_probability=1.4228387643833112e-02 log_scale=1.4330581680401275e-02 back_replicas=4 stratify_forward=0
#adaptive measurement: gap=3.1499919515377395e-02 period_steps=399 nmeas=67 nwf=100 tmax=5.0000000000000000e+01 forced_stride=0
  0.00000000 +5.0000000000000000e+00 +1.9999999999999998e+00 +1.8374661879283106e-03 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0000000000000000e+00 +1.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
  0.50000000 +5.0000000000000000e+00 +1.9999999998603863e+00 +1.8535731482052071e-03 +9.9995910833045143e-01 +9.9999999999921685e-01 +9.9999999999921685e-01 +9.9999999999921685e-01 +9.9999999999921685e-01 +8.3024608167650798e-06 +8.3083158667063809e-06 +7.8047815717544764e-06 +8.0682588191130307e-06 +8.4078517157085023e-06
  1.00000000 +5.0000000000000000e+00 +2.0000000178135782e+00 +1.8988863522935806e-03 +9.9984400213395674e-01 +9.9999999969063058e-01 +9.9999999969063036e-01 +9.9999999977634735e-01 +9.9999999981063448e-01 +3.2581635241664289e-05 +3.1790055270546629e-05 +3.0402840740425183e-05 +3.0151511306030911e-05 +3.1072851306711441e-05
  1.50000000 +5.0000000000000000e+00 +2.0000000600999592e+00 +1.9636053711946698e-03 +9.9967939114331750e-01 +9.9999999718555410e-01 +9.9999999731145628e-01 +9.9999999750557278e-01 +9.9999999721486033e-01 +6.6781897355393344e-05 +6.5259538629836757e-05 +6.3794516525662607e-05 +6.2690401952605421e-05 +6.2093323244916243e-05
  2.00000000 +5.0000000000000000e+00 +2.0000001863992125e+00 +2.0349159071744488e-03 +9.9949760760727990e-01 +9.9999998925325828e-01 +9.9999998982748806e-01 +9.9999998992403305e-01 +9.9999998878992358e-01 +1.0711341872384537e-04 +1.0242289554423171e-04 +9.9801054600409740e-05 +9.7293227262622734e-05 +9.5803988961973109e-05
  2.50000000 +5.0000000000000000e+00 +2.0000000816138743e+00 +2.0981755704387517e-03 +9.9933566347311709e-01 +9.9999997392546602e-01 +9.9999997436469601e-01 +9.9999997266412965e-01 +9.9999997189014933e-01 +1.4488178818919842e-04 +1.3636255033742936e-04 +1.3268003473103143e-04 +1.2765442000742123e-04 +1.2286482155906146e-04
  3.00000000 +5.0000000000000000e+00 +1.9999999081047521e+00 +2.1394619189108303e-03 +9.9922894946026031e-01 +9.9999994384770075e-01 +9.9999994804485837e-01 +9.9999994413534710e-01 +9.9999994149863047e-01 +1.7455931938044846e-04 +1.6167125849346199e-04 +1.5292741466542395e-04 +1.4509954115072890e-04 +1.3701550295535335e-04
  3.50000000 +5.0000000000000000e+00 +1.9999996636000317e+00 +2.1518987350505549e-03 +9.9919516118441110e-01 +9.9999990028276009e-01 +9.9999990187288357e-01 +9.9999990224997570e-01 +9.9999990469421729e-01 +1.8996970261966342e-04 +1.7349677499819114e-04 +1.6016956181029459e-04 +1.4687896696901056e-04 +1.3471471285761384e-04
  4.00000000 +5.0000000000000000e+00 +1.9999997159712126e+00 +2.1286343603759287e-03 +9.9925202191723428e-01 +9.9999984352552718e-01 +9.9999985357075316e-01 +9.9999985213105602e-01 +9.9999985717502227e-01 +1.8476070803867135e-04 +1.6464509376917254e-04 +1.4972764475310686e-04 +1.3415713117004754e-04 +1.1528108789558284e-04
  4.50000000 +5.0000000000000000e+00 +1.9999998042016827e+00 +2.0860005478113590e-03 +9.9935872298679163e-01 +9.9999978857759109e-01 +9.9999979870957467e-01 +9.9999979081858992e-01 +9.9999979443947251e-01 +1.6968926286539584e-04 +1.4786615975579130e-04 +1.2769227170930463e-04 +1.0786796551680372e-04 +8.8988759253156029e-05
