case_id,segment,start,end,points,SCI,tail_score,class,worst_series,limiting_metric,amplitude,amplitude_se,drift,drift_se,jump,jump_se,noise_sigma,rho1,tolerance
wc9.0_eta4.0e-5,2,10,19.5,20,99.2531576326,52.1198211162,strong,series_0,jump,4.81069518805e-05,2.02589157955e-05,9.52261350414e-06,2.29052293488e-06,2.43636313391e-06,4.00852010756e-05,6.98779959956e-06,-0.276132603821,0.0001
wc9.0_eta4.0e-5,3,20,29.5,20,77.0538878256,52.1198211162,uncertain,series_0,amplitude,2.59810982285e-05,9.99414442515e-05,2.45736525343e-05,1.32755194819e-05,8.84413979441e-06,9.71196488976e-05,2.18021768927e-05,0.513936339774,0.0001
wc9.0_eta4.0e-5,4,30,39.5,20,69.7525925979,52.1198211162,uncertain,series_0,amplitude,3.50725850209e-05,0.000125512595506,6.3513085761e-06,0.000127256785892,1.8846178423e-05,0.00011874983942,2.7380510958e-05,0.893655364186,0.0001
wc9.0_eta4.0e-5,5,40,50,21,52.1198211162,52.1198211162,uncertain,series_0,drift,7.32286765714e-05,0.000111577941788,9.15321201095e-05,0.000159287251954,0,1e-15,2.43406731052e-05,0.931624504389,0.0001
wc9.2_eta5.5e-5,1,0,9.5,20,87.5848202786,65.2297030961,usable,series_0,amplitude,9.81661069369e-05,1.58850191162e-06,8.90935441589e-06,2.12831616477e-06,1.80867986965e-05,3.02271131681e-06,1.98150475311e-06,-0.0842744803791,0.0001
wc9.2_eta5.5e-5,2,10,19.5,20,99.9769429078,65.2297030961,strong,series_0,amplitude,7.05778281813e-05,8.40065064832e-06,1.32602405452e-05,8.85884539546e-06,3.92740373256e-06,1.30403966652e-05,9.63939237113e-06,0.0833226066447,0.0001
wc9.2_eta5.5e-5,3,20,29.5,20,98.5707848416,65.2297030961,strong,series_0,drift,2.7052196377e-05,2.44192744964e-05,2.94446125902e-05,3.22292495296e-05,9.2827476571e-06,2.49975210112e-05,1.92650494933e-05,0.687875102966,0.0001
wc9.2_eta5.5e-5,4,30,39.5,20,92.8707758885,65.2297030961,usable,series_0,drift,2.38364571628e-05,4.13680655965e-05,1.15947298248e-06,6.74111434559e-05,1.10901330896e-05,4.48076610224e-05,3.26364254301e-05,0.688404665503,0.0001
wc9.2_eta5.5e-5,5,40,50,21,65.2297030961,65.2297030961,uncertain,series_0,drift,5.91530258539e-05,5.55712337161e-05,5.4680296864e-05,0.000115750437799,0,1e-15,4.38417025086e-05,0.924678021678,0.0001
wc9.5_eta3.5e-5,1,0,9.5,20,99.9999960239,54.8726658252,strong,series_0,amplitude,6.13590533541e-05,7.19810614817e-06,6.76379681177e-06,1.17822567499e-05,1.01043585383e-05,5.89530582284e-06,1.57026331478e-06,0.649892073998,0.0001
wc9.5_eta3.5e-5,2,10,19.5,20,99.6510818186,54.8726658252,strong,series_0,jump,3.94855249215e-05,1.34301729087e-05,5.36889995099e-06,8.73980663903e-06,4.91552815962e-06,3.52442094157e-05,4.63239779566e-06,-0.306200949788,0.0001
wc9.5_eta3.5e-5,3,20,29.5,20,85.4452433268,54.8726658252,usable,series_0,amplitude,1.3565211201e-05,8.18726607735e-05,4.02082768974e-07,8.11472945642e-05,5.22032104244e-06,6.53162235956e-05,1.78604806667e-05,0.568865151226,0.0001
wc9.5_eta3.5e-5,4,30,39.5,20,76.1836894232,54.8726658252,uncertain,series_6,drift,3.06201349045e-06,7.34794627816e-05,1.1055965208e-06,0.000138852992244,1.42399127874e-06,5.15882134975e-05,1.60295086542e-05,0.768637009396,0.0001
wc9.5_eta3.5e-5,5,40,50,21,54.8726658252,54.8726658252,uncertain,series_0,drift,3.19557567446e-05,0.000218634162497,3.37098219845e-05,0.000541387838571,0,1e-15,4.76949349816e-05,0.728979641244,0.0001
wc9.8_eta7.0e-5,1,0,9.5,20,3.46959109032,3.46959109032,not_converged,series_0,amplitude,0.000124322787321,1.33946365958e-05,1.07101307036e-05,2.53734354164e-05,2.11021350129e-05,1.95884968686e-05,3.55198850574e-06,0.257022352052,0.0001
wc9.8_eta7.0e-5,2,10,19.5,20,56.7916221621,50.3968364917,uncertain,series_0,amplitude,9.08030063627e-05,5.37611140792e-05,1.95334615504e-05,6.78885236367e-05,4.15077988425e-07,5.22198099837e-05,1.4363911821e-05,0.249990063479,0.0001
wc9.8_eta7.0e-5,3,20,29.5,20,73.3120903974,50.3968364917,uncertain,series_0,amplitude,2.90733901503e-05,0.000113978728303,2.4239576083e-05,5.37011343563e-05,1.13759339002e-05,0.000140924811335,2.48644035022e-05,0.569142350589,0.0001
wc9.8_eta7.0e-5,4,30,39.5,20,59.2002646026,50.3968364917,uncertain,series_0,drift,4.66258433169e-05,0.000189250157223,3.22769403264e-05,0.000291032172837,3.16885524932e-05,0.000261703933018,4.12848286879e-05,0.814282076465,0.0001
wc9.8_eta7.0e-5,5,40,50,21,50.3968364917,50.3968364917,uncertain,series_0,drift,8.95656997378e-05,0.000319358020061,9.53272634022e-05,0.000469745472145,0,1e-15,6.96677949535e-05,0.95,0.0001
