# time_au Re_C_plus Im_C_plus Re_C_minus Im_C_minus; exact discrete sum, no BSD approximation
6.200000000000000000e+01 8.822879152451564828e-08 2.917253329748166619e-08 -6.325611118706892022e-08 4.506270820106122065e-08
6.300000000000000000e+01 9.105889952966378306e-08 1.113460497081787525e-08 -6.693965452992418502e-08 3.453570844053257003e-08
6.400000000000000000e+01 9.027505313420102793e-08 -6.873088964351152634e-09 -6.895399709975840434e-08 2.389279804946526438e-08
6.500000000000000000e+01 8.600054916305496280e-08 -2.414061321000281724e-08 -6.934418909989471098e-08 1.338941888612941976e-08
6.600000000000000000e+01 7.849533219206784660e-08 -4.000552648883290685e-08 -6.819322918629956717e-08 3.265262380593764519e-09
6.700000000000000000e+01 6.814209532946297029e-08 -5.387860169387340011e-08 -6.561839821880330116e-08 -6.261211910137255900e-09
6.800000000000000000e+01 5.542766453192883979e-08 -6.526592826969611141e-08 -6.176682470823302973e-08 -1.499751781431354144e-08
6.900000000000000000e+01 4.092054734641697793e-08 -7.378655959594777731e-08 -5.681042074111789483e-08 -2.278104026683781499e-08
7.000000000000000000e+01 2.524566922566405306e-08 -7.918507336637510569e-08 -5.094034053138238132e-08 -2.948201027131568637e-08
7.100000000000000000e+01 9.057416530736097673e-09 -8.133864082841382869e-08 -4.436112278638212765e-08 -3.500550461895216383e-08
7.200000000000000000e+01 -6.987848216449615440e-09 -8.025844109029060334e-08 -3.728468261738409468e-08 -3.929244522390916760e-08
7.300000000000000000e+01 -2.225863736640769361e-08 -7.608549897862289312e-08 -2.992431872985759821e-08 -4.231960038854979152e-08
7.400000000000000000e+01 -3.617344747711224772e-08 -6.908125871055124762e-08 -2.248889717704271455e-08 -4.409861713647474622e-08
7.500000000000000000e+01 -4.822311854921502379e-08 -5.961342105906511391e-08 -1.517736425027211462e-08 -4.467413923500814128e-08
7.600000000000000000e+01 -5.798957523204462824e-08 -4.813775984440072943e-08 -8.173728422326399206e-09 -4.412108900759093100e-08
7.700000000000000000e+01 -6.516025654661452581e-08 -3.517678693198889193e-08 -1.642635068454826808e-09 -4.254121191060390285e-08
7.800000000000000000e+01 -6.953774092069355968e-08 -2.129624756544756774e-08 4.274361534305499598e-09 -4.005900059852478469e-08
7.900000000000000000e+01 -7.104429016145208044e-08 -7.080495799935235489e-09 9.461746108645826513e-09 -3.681712939887608285e-08
8.000000000000000000e+01 -6.972125966926283978e-08 6.892178961682198743e-09 1.383215085955032989e-08 -3.297154044017996551e-08
8.100000000000000000e+01 -6.572354288123102207e-08 2.007322870461860490e-08 1.732758986628141304e-08 -2.868632890868047656e-08
8.200000000000000000e+01 -5.930942611077913985e-08 3.196555105864002044e-08 1.991980981224890171e-08 -2.412857695438822343e-08
8.300000000000000000e+01 -5.082641684407162236e-08 4.214235567495036080e-08 2.160977233643525274e-08 -1.946328364149823988e-08
8.400000000000000000e+01 -4.069376649933765364e-08 5.026247244145135926e-08 2.242630722098340535e-08 -1.484853217385124680e-08
8.500000000000000000e+01 -2.938253141216917873e-08 5.608155402285381146e-08 2.242399799253844923e-08 -1.043102566304733980e-08
8.600000000000000000e+01 -1.739409881455943940e-08 5.945881744718526861e-08 2.168038171922775758e-08 -6.342109286083921915e-09
8.700000000000000000e+01 -5.238145108299627767e-09 6.035917229300200408e-08 2.029256230839963819e-08 -2.694380231974159948e-09
8.800000000000000000e+01 6.589008995620760118e-09 5.885078731353550251e-08 1.837335101190689553e-08 4.210321292601869477e-10
8.900000000000000000e+01 1.762472675364337863e-08 5.509834404752022115e-08 1.604705877815762450e-08 2.936454336550839679e-09
9.000000000000000000e+01 2.745823136642914723e-08 4.935240662263205005e-08 1.344507230692465036e-08 4.808885915974143338e-09
9.100000000000000000e+01 3.574591244344425349e-08 4.193549396294163683e-08 1.070134902422376892e-08 6.020429114316788880e-09
9.200000000000000000e+01 4.222319267004572589e-08 3.322556758916845734e-08 7.947965669800850221e-09 6.577937929952718992e-09
9.300000000000000000e+01 4.671255253326575730e-08 2.363774024881204330e-08 5.310850856789480249e-09 6.511915450172311012e-09
9.400000000000000000e+01 4.912749232274316241e-08 1.360506449718642864e-08 2.905824004787837847e-09 5.874709645443276002e-09
9.500000000000000000e+01 4.947239679385132363e-08 3.559274612080877381e-09 8.350517453369355245e-10 4.738077111349449619e-09
9.600000000000000000e+01 4.783845042526566198e-08 -6.087669787019427156e-09 -8.159813765851575711e-10 3.190201271418207030e-09
